Dataseed	use_training_form	n_task_use_aug	n_version	nbands	dataset_kwargs	use_full_mfcc	preprocess_wavs	test_operators	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)best_rule_p (t = 0.8, min_confidence = 0.6, min_support = 0.1)	T(entropy,2,0.01,0.4)best_rule_p (t = 0.65, min_confidence = 0.6, min_support = 0.1)	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)best_rule_p (t = 0.8, min_confidence = 0.6, min_support = 0.1)	T(entropy,2,0.01,0.5)best_rule_p (t = 0.65, min_confidence = 0.6, min_support = 0.1)	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)best_rule_p (t = 0.8, min_confidence = 0.6, min_support = 0.1)	T(entropy,2,0.01,0.6)best_rule_p (t = 0.65, min_confidence = 0.6, min_support = 0.1)	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)best_rule_p (t = 0.8, min_confidence = 0.6, min_support = 0.1)	T(entropy,4,0.01,0.4)best_rule_p (t = 0.65, min_confidence = 0.6, min_support = 0.1)	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)best_rule_p (t = 0.8, min_confidence = 0.6, min_support = 0.1)	T(entropy,4,0.01,0.5)best_rule_p (t = 0.65, min_confidence = 0.6, min_support = 0.1)	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)best_rule_p (t = 0.8, min_confidence = 0.6, min_support = 0.1)	T(entropy,4,0.01,0.6)best_rule_p (t = 0.65, min_confidence = 0.6, min_support = 0.1)	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	RF(0.7,100,half,all)K	RF(0.7,100,half,all)accuracy	RF(0.7,100,half,all)safe_macro_sensitivity	RF(0.7,100,half,all)safe_macro_specificity	RF(0.7,100,half,all)safe_macro_PPV	RF(0.7,100,half,all)safe_macro_NPV	RF(0.7,100,half,all)safe_macro_F1	RF(0.7,100,half,all)oob_error	RF(0.7,100,half,all)n_nodes	RF(0.7,100,half,all)σ² K	RF(0.7,100,half,all)σ² accuracy	RF(0.7,100,half,all)σ² safe_macro_sensitivity	RF(0.7,100,half,all)σ² safe_macro_specificity	RF(0.7,100,half,all)σ² safe_macro_PPV	RF(0.7,100,half,all)σ² safe_macro_NPV	RF(0.7,100,half,all)σ² safe_macro_F1	RF(0.7,100,half,all)σ² oob_error	RF(0.7,100,half,all)σ² n_nodes	RF(0.7,100,half,all)t	RF(0.7,100,half,all)hash	
1	stump_with_memoization	(2,true)	2	40	(100,75)	false	Any["Normalize"]	TestOp_80	72.73	86.36	72.73	100.0	100.0	78.57	84.21	11	0.8636363636363636	0.7613636363636364	92.772	a2da84117a8f6b19b63d10756ad0558ab629b9d8ec6996868af372c0ecf46d48	63.64	81.82	72.73	90.91	88.89	76.92	80.0	7	0.7929292929292929	0.7209595959595959	6.511	9f26a44caf699df9ad0500be84f4c01a3ee6d28336449761800bc09d10e3c267	63.64	81.82	72.73	90.91	88.89	76.92	80.0	5	0.7929292929292929	0.7209595959595959	4.507	b18e3362e6d0cad9de65899da538a3012e023500672486f47515fb45285c745d	72.73	86.36	72.73	100.0	100.0	78.57	84.21	11	0.8636363636363636	0.7613636363636364	8.348	a2da84117a8f6b19b63d10756ad0558ab629b9d8ec6996868af372c0ecf46d48	63.64	81.82	72.73	90.91	88.89	76.92	80.0	7	0.7929292929292929	0.7209595959595959	6.448	9f26a44caf699df9ad0500be84f4c01a3ee6d28336449761800bc09d10e3c267	63.64	81.82	72.73	90.91	88.89	76.92	80.0	5	0.7929292929292929	0.7209595959595959	4.361	b18e3362e6d0cad9de65899da538a3012e023500672486f47515fb45285c745d	76.36	88.18	76.36	100.0	100.0	81.15	86.4	0.0	58760.0	0.006611570247933871	0.0016528925619834678	0.006611570247933889	0.0	0.0	0.0025943994954983987	0.002950412092609693	0.0	268.79999999999995	0.0	("0b4fbe3df53b225d921151a9e69e34bb84b19e7b134966ac4bdb55b47e33f16f", "19e9d129001f221886615ab7beeae084a8d79a805079b7d5cbde8765dafd9a8c", "116965718c2a9267221f091c39bf4849b362989de744c1800748bab174d70881", "886c2efa0d8ec9e84be34e46aba67f9f7f6cf52d810bc6450080cf9755fd8ca9", "8d9c2a28538922eeda279b2ed84d675bf5aeb66a5a62c977f56208caf91f693b")	80.0	90.0	80.0	100.0	100.0	83.41	88.84	22.09	117760.0	0.0016528925619834684	0.0004132231404958671	0.0016528925619834721	0.0	0.0	0.0007305880932254561	0.0006703601108033258	0.0004732287723093562	354.8	773.545	("1139678bc788c0bff9a34c6309ad17964db3fa4a56981aa5d2b6af0e00c25003", "e753203f9194cb4bb2b330e6bf4c7111f2a681c03fc71025d92223583f72e990", "80e18eca41357824dd32ab5007428ed3473ed8c19ed99748c5f5d81f586237af", "ab5d51f1eaf65eec9f856b2e407706885036825af55d788ef309a4e520709af4", "895ad8cf494a6ef96a7a040fac2bf0484add83c4db766621171bdd6b38f3d8ac")	
2	stump_with_memoization	(2,true)	2	40	(100,75)	false	Any["Normalize"]	TestOp_80	54.55	77.27	72.73	81.82	80.0	75.0	76.19	5	0.7727272727272728	0.6960227272727273	41.936	5e4eb9eb7d5b8f2c82de8bd7a5adfbc3e17513133e41c12d9affedb46a61a141	54.55	77.27	72.73	81.82	80.0	75.0	76.19	5	0.7727272727272728	0.6960227272727273	4.677	5e4eb9eb7d5b8f2c82de8bd7a5adfbc3e17513133e41c12d9affedb46a61a141	54.55	77.27	72.73	81.82	80.0	75.0	76.19	5	0.7727272727272728	0.6960227272727273	4.682	5e4eb9eb7d5b8f2c82de8bd7a5adfbc3e17513133e41c12d9affedb46a61a141	54.55	77.27	72.73	81.82	80.0	75.0	76.19	5	0.7727272727272728	0.6960227272727273	4.681	5e4eb9eb7d5b8f2c82de8bd7a5adfbc3e17513133e41c12d9affedb46a61a141	54.55	77.27	72.73	81.82	80.0	75.0	76.19	5	0.7727272727272728	0.6960227272727273	4.682	5e4eb9eb7d5b8f2c82de8bd7a5adfbc3e17513133e41c12d9affedb46a61a141	54.55	77.27	72.73	81.82	80.0	75.0	76.19	5	0.7727272727272728	0.6960227272727273	4.688	5e4eb9eb7d5b8f2c82de8bd7a5adfbc3e17513133e41c12d9affedb46a61a141	69.09	84.55	78.18	90.91	89.56	80.77	83.43	0.0	58280.0	0.0024793388429752024	0.0006198347107438006	0.0024793388429752085	1.5407439555097887e-32	3.703703703703752e-5	0.0012327416173570018	0.0009795918367346906	0.0	371.19999999999993	0.0	("2bd3609c5f12d3980dbaa8f3e5f8762aa43a1518915926dd1bc0ce3079758620", "d4911cf0f73b2172caec0c5721a56715f7f814143471e7e4fc34e16647a84f73", "68f02413f7fba6f1fe5bcd6501107e1dce472524c92e83e3fa3bf8114e2097cd", "d092a3bebbe7d4335f39de9a26795a74b31494a9b0775dd4e299b83174bc803d", "db6815ebf9ef45a8cad12b524a15fe408aaf9fe51b7dc13da4e22cd7848a3774")	67.27	83.64	76.36	90.91	89.33	79.49	82.29	13.72	115720.0	0.002479338842975202	0.0006198347107438006	0.002479338842975208	1.5407439555097887e-32	3.703703703703751e-5	0.0012327416173570018	0.0009795918367346908	0.00022985397512168823	821.1999999999999	656.463	("ec728fdc2edd12bb1ebdf8ae0978e00291c390af7d778d877b270dbe655b50b4", "fb33f13b3a8c4844560e99ab42e53245c61ff149ed44303f10601d2f8036cd59", "af25b1eecf15164a23147218f4afc5772da48487d59daa3a9eb1ea895dd8eb04", "8e411a92124725c31686f8e560feafe0d4c26c5d184642bdcb33cd38a6255a8c", "664e4d906aad493387cb809ffc083737af2b0db51aeb3c97b4ae14231105e05f")	
3	stump_with_memoization	(2,true)	2	40	(100,75)	false	Any["Normalize"]	TestOp_80	36.36	68.18	54.55	81.82	75.0	64.29	63.16	7	0.6727272727272728	0.6147727272727272	10.261	7de6f3a6305ab221663b748b6e2c3189c903c10a287c00852df49c1c0db1c943	36.36	68.18	54.55	81.82	75.0	64.29	63.16	7	0.6727272727272728	0.6147727272727272	6.384	7de6f3a6305ab221663b748b6e2c3189c903c10a287c00852df49c1c0db1c943	27.27	63.64	54.55	72.73	66.67	61.54	60.0	5	0.6151515151515151	0.5765151515151515	3.534	f4d8e4bf31ce6c2264b6971bdfed21b0137201c6cb5b7264a6b6461b3aaaa411	36.36	68.18	54.55	81.82	75.0	64.29	63.16	7	0.6727272727272728	0.6147727272727272	6.465	7de6f3a6305ab221663b748b6e2c3189c903c10a287c00852df49c1c0db1c943	36.36	68.18	54.55	81.82	75.0	64.29	63.16	7	0.6727272727272728	0.6147727272727272	6.415	7de6f3a6305ab221663b748b6e2c3189c903c10a287c00852df49c1c0db1c943	27.27	63.64	54.55	72.73	66.67	61.54	60.0	5	0.6151515151515151	0.5765151515151515	3.567	f4d8e4bf31ce6c2264b6971bdfed21b0137201c6cb5b7264a6b6461b3aaaa411	45.45	72.73	52.73	92.73	88.45	66.39	65.67	0.0	54240.0	0.00413223140495868	0.00103305785123967	0.005785123966942148	0.0016528925619834721	0.004386337868480726	0.0010877144975637314	0.0030784325706818467	0.0	82.79999999999998	0.0	("a051fbb1f696f5b18b9d06e313d5892a63806d378be451fa9049bb48260da50a", "82fa4d6ff24af68bbca85c793b3fdc427ccfcbc714f4500056b59086012352d6", "3d59e97ec260b7fc04f016ed0fee3f0a051aebe1478230a14ef80a0895ac618e", "c4dbf0b65d7e5c702daf8fddd0eb5c7d988cba1f2c42be0ccf79df641ea91453", "b729c8d5e017aaa81760ba8313930f0ad0b2dca754e95a9584a41bd89a288503")	47.27	73.64	54.55	92.73	88.45	67.2	67.29	19.3	109240.0	0.005785123966942151	0.0014462809917355378	0.004132231404958678	0.0016528925619834721	0.004386337868480726	0.001073554421768708	0.0031055602948365257	0.0005137912385073016	150.8	565.113	("afe01512df5e09b9f669114bc485b79a55180dac8b4203474d9eaf1ae2d9d161", "af5b8a615b437e8cc7fc2e006aa62e83755a596ab24c8e10f3c9c123cf486da0", "759da6455651c8f0968db6697e19d00ce23de3bb4509c18d653786eb646d2d85", "dbff756501869f8d95a064910e0d80cee84e6ef1b367d5912321945caa60f5dc", "454dde5e584cf4e4af2f606f961461ec9c945e3d4b2ab466c5b6471b3e8ce563")	
4	stump_with_memoization	(2,true)	2	40	(100,75)	false	Any["Normalize"]	TestOp_80	54.55	77.27	90.91	63.64	71.43	87.5	80.0	9	0.8454545454545455	0.7295454545454546	14.295	37133df624bc144b095d420800aca8d725326372fc3157346192f14f61dc8043	54.55	77.27	90.91	63.64	71.43	87.5	80.0	9	0.8454545454545455	0.7295454545454546	6.702	37133df624bc144b095d420800aca8d725326372fc3157346192f14f61dc8043	63.64	81.82	90.91	72.73	76.92	88.89	83.33	5	0.8454545454545455	0.7295454545454546	4.783	7cea9193fdce62826772d2c88a3c188adad6d6e90f7fefd3fc788080849f50f4	54.55	77.27	90.91	63.64	71.43	87.5	80.0	7	0.8454545454545455	0.7295454545454546	6.315	9efd76bd0a728eff864c9ed6237f68bd0628c1cc657f21e5c1df9817004cdfa0	54.55	77.27	90.91	63.64	71.43	87.5	80.0	7	0.8454545454545455	0.7295454545454546	6.298	9efd76bd0a728eff864c9ed6237f68bd0628c1cc657f21e5c1df9817004cdfa0	63.64	81.82	90.91	72.73	76.92	88.89	83.33	5	0.8454545454545455	0.7295454545454546	4.761	7cea9193fdce62826772d2c88a3c188adad6d6e90f7fefd3fc788080849f50f4	70.91	85.45	81.82	89.09	88.36	83.03	84.94	0.0	57880.0	0.0016528925619834684	0.00041322314049586705	1.5407439555097887e-32	0.001652892561983468	0.0013388429752066108	4.5913682277318565e-5	0.0003035925113847177	0.0	317.2	0.0	("e101b066bb350107e2069ef30b0546accfa7090ba1ffc8be464d6d50e80eae73", "ee254cf3876cd940747bd893955d130a9a1e17cba279ed8dd4bb299943ea9140", "279e387a9c2cd7bd9cce8b5f2816baebae8aaeb813885c150be45ea4ebecebbc", "f398f738d27b4ff2ef2d7fbe0ba9434331ccac663f9327e8f3376e8a5a4c848a", "099275ee5f24d415246f90499d3d02e6519cae8396e99b84efad6c43ead6f382")	72.73	86.36	81.82	90.91	90.0	83.33	85.71	14.19	114720.0	0.0	0.0	1.5407439555097887e-32	1.5407439555097887e-32	0.0	0.0	0.0	9.464575446187161e-5	231.2	574.311	("21d772ba64455de57aef9ba856faf8afaace238674e8424399475b5dde83dd27", "ab4dfd728bea612168c4d460cd23fb8f78b0f884a4bfe2a40f83852aaade1c74", "7c937ac1db867388307b2081fecd397096e94157a831ae24ed34cccf80e676fb", "c8dce37fafaa3935e07565ff43929bad37a82ec9ca0f18bcc46e36d67141c9a1", "f09251a11f8efec04284eb5e4369d624b7dfc053f1ad3a27d10e72062124fb81")	
5	stump_with_memoization	(2,true)	2	40	(100,75)	false	Any["Normalize"]	TestOp_80	36.36	68.18	45.45	90.91	83.33	62.5	58.82	13	0.8636363636363636	0.7613636363636364	22.156	56cb31742ed05373fb12db3f33e41596f592c146dcaf811500189a448f08dcae	72.73	86.36	81.82	90.91	90.0	83.33	85.71	9	0.8818181818181818	0.7931818181818182	5.696	2786ea901571b017bcdb7475f66c72139ec283e595979d05dde6bf2f5a8e515b	81.82	90.91	81.82	100.0	100.0	84.62	90.0	5	0.8818181818181818	0.7931818181818182	4.359	c0d7069e881ffbca1ccd0dcae7c96685999ff591e71d2962c274ad3e2ddc73b4	36.36	68.18	45.45	90.91	83.33	62.5	58.82	11	0.8636363636363636	0.7613636363636364	7.542	b5bb734383847d89b95adcaf536e1cabe0fc976cda634c538af14035cf29607c	72.73	86.36	81.82	90.91	90.0	83.33	85.71	9	0.8818181818181818	0.7931818181818182	5.672	a9b8b57504c92686b1adcfd905595d263f54d1ef3a36e77ea2b3bbd791220b8d	81.82	90.91	81.82	100.0	100.0	84.62	90.0	5	0.8818181818181818	0.7931818181818182	4.281	c0d7069e881ffbca1ccd0dcae7c96685999ff591e71d2962c274ad3e2ddc73b4	74.55	87.27	83.64	90.91	90.14	85.08	86.65	0.0	59040.0	0.005785123966942139	0.0014462809917355345	0.005785123966942145	1.5407439555097887e-32	6.968676665646367e-5	0.003514841801555084	0.0020563332771124957	0.0	190.79999999999998	0.0	("8d2c7cf6aba0b71f16428958d7e3ba09b69e2a1efa03c72af29b74913510dbad", "69ee98d2d8789bb504fde546182c8b9d19bb56da35a4c162e7094719df2254b8", "622b1871e432c68ba8072fc405a2d98c3b3947dba4aa37eba05ce0f61fca5e9e", "4667a5bd759bffe111cc2f9bba6a9e2aad553c29e4aa67297b90fbe2ae49a83e", "1703e0f351e8249ce561fc242908e38b4f4f7e25f96bb0a297780784b97a960f")	67.27	83.64	78.18	89.09	88.0	80.82	82.53	20.7	118120.0	0.002479338842975202	0.0006198347107438006	0.0066115702479338815	0.001652892561983468	0.0007037037037037025	0.003403681788297172	0.001223409590679369	9.464575446187084e-5	269.2	642.167	("d34df1d9513ba11dc3497e78ee1a8589dd1a7cc9286833337942785e00082629", "94a0de330198d6eec456d6b543d6597f4d9acb788ee5b69c768c4c24fde2a768", "e454fa644a7792765bd563dd53a3eaaa149fe0cb34d2c3ae7dc6ccc2ee6dfe59", "c1ee0391fac70c9be62426323a30fed0ac49cdd93e6aed0d83636e23d5460ffd", "cc94cf57e2faee964266b0aaaa0ca08edf879589d3d4f89b293f50f9d2d17e71")	
6	stump_with_memoization	(2,true)	2	40	(100,75)	false	Any["Normalize"]	TestOp_80	63.64	81.82	72.73	90.91	88.89	76.92	80.0	9	0.8454545454545455	0.7295454545454546	14.633	c5cdef8880e888cb75c2bc01bb1a618435030a26fd93a0ea3e1e588da3fb1b49	63.64	81.82	72.73	90.91	88.89	76.92	80.0	9	0.8454545454545455	0.7295454545454546	7.456	c5cdef8880e888cb75c2bc01bb1a618435030a26fd93a0ea3e1e588da3fb1b49	63.64	81.82	63.64	100.0	100.0	73.33	77.78	7	0.8454545454545455	0.7295454545454546	6.886	05491ab62b6b8a977fd0fa40e3561598c72956b8c5f1a76facbe4e79e76577d4	63.64	81.82	72.73	90.91	88.89	76.92	80.0	9	0.8454545454545455	0.7295454545454546	7.604	c5cdef8880e888cb75c2bc01bb1a618435030a26fd93a0ea3e1e588da3fb1b49	63.64	81.82	72.73	90.91	88.89	76.92	80.0	9	0.8454545454545455	0.7295454545454546	7.639	c5cdef8880e888cb75c2bc01bb1a618435030a26fd93a0ea3e1e588da3fb1b49	63.64	81.82	63.64	100.0	100.0	73.33	77.78	7	0.8454545454545455	0.7295454545454546	7.253	05491ab62b6b8a977fd0fa40e3561598c72956b8c5f1a76facbe4e79e76577d4	80.0	90.0	81.82	98.18	98.18	84.67	89.02	0.0	61040.0	0.0016528925619834682	0.00041322314049586705	0.004132231404958675	0.0016528925619834721	0.0016528925619834721	0.0019031917133815232	0.0007395206153705284	0.0	302.79999999999995	0.0	("7c5e206eb28350b316894f0d8ab76ea91b0ac6415fecb1b12e26a0b4c7aeb881", "7c0c2a0ebfe569892ec8596673dc8bc6074561612091ac6a74bd1778cda1f38a", "c218f4cf34f5f4a45d7c163a68ec817c7bc5ce60917c494efb960e8e120751e6", "285f5e82268cbddeee1629d477f8f17c980e0c991bfcf6bbf82efd8f12c92428", "a2cb72e2c60aa23b6febd4b31bfdecd435450f39c775bd1f282c763bdd2a9a37")	80.0	90.0	81.82	98.18	98.0	84.36	89.14	23.02	121480.0	0.0016528925619834684	0.0004132231404958671	1.5407439555097887e-32	0.0016528925619834721	0.001999999999999999	3.287310979618649e-5	0.0003673469387755114	0.00022985397512168703	501.2	541.151	("ba945516ed37ddea556e936398d3026046bb3624b38b6e1f89478767432d3da2", "78ab72873a953cfa4671bbb6f5ebf2ceafa309af1e4829782e6137f0063ad6b3", "a12a1502aa120c5737cb4a258c5a66593371840bd10463094e7f4e978d2fdda7", "172a118b4f36f8a1fdfe72a5c2c5cb0f6b1e89330c1fc77dc2de25c2343e9b9d", "f8ca142d240f09afcfaeec261b96a72695d7471bb3e949ad62031ecf2e56082d")	
7	stump_with_memoization	(2,true)	2	40	(100,75)	false	Any["Normalize"]	TestOp_80	72.73	86.36	90.91	81.82	83.33	90.0	86.96	11	0.8545454545454546	0.7454545454545455	17.718	911ae816db62feb2bb328e59a325745e39103be79c85ad9b69bc99c90b4467f5	72.73	86.36	100.0	72.73	78.57	100.0	88.0	7	0.8545454545454546	0.7454545454545455	7.603	a3b1d8a2facc87d8c9c8c48316457298ebfe5fddab94b848d942acaa073fc49d	54.55	77.27	100.0	54.55	68.75	100.0	81.48	5	0.8545454545454546	0.7454545454545455	4.06	d501bab65812c3ee695dfef9d6e2b2c89ed5c5caef2068a23564a4cf5cf07273	72.73	86.36	90.91	81.82	83.33	90.0	86.96	11	0.8545454545454546	0.7454545454545455	13.015	911ae816db62feb2bb328e59a325745e39103be79c85ad9b69bc99c90b4467f5	72.73	86.36	100.0	72.73	78.57	100.0	88.0	7	0.8545454545454546	0.7454545454545455	7.604	a3b1d8a2facc87d8c9c8c48316457298ebfe5fddab94b848d942acaa073fc49d	54.55	77.27	100.0	54.55	68.75	100.0	81.48	5	0.8545454545454546	0.7454545454545455	4.045	d501bab65812c3ee695dfef9d6e2b2c89ed5c5caef2068a23564a4cf5cf07273	83.64	91.82	92.73	90.91	91.03	93.03	91.77	0.0	57080.0	0.0057851239669421545	0.0014462809917355386	0.005785123966942146	1.5407439555097887e-32	4.752066115702448e-5	0.0050045913682277305	0.001707412956277516	0.0	33.2	0.0	("179b005cc6efc1565dacbc3bb28a6c53dcb2249e38d30a83918e329b1c3885d0", "adc29521745c045550cd8423f655093af7b15a039d46c27f71892411ebb15b67", "7ef1a644fbc622ad3038f63c7b96c24e0e471f15cc1f6767a89d3ceadc7c76f2", "14021253ba310ed237eb15b50411b1efe7522d2a0f5cb2538baad7035c29cdb8", "110d5840d9e6e70038a40fb11f747fd4135c246ad46baa57344d3ddee026e1b7")	81.82	90.91	90.91	90.91	90.91	90.91	90.91	17.91	114720.0	0.0	1.5407439555097887e-32	1.5407439555097887e-32	1.5407439555097887e-32	1.5407439555097887e-32	1.5407439555097887e-32	1.5407439555097887e-32	0.0007842076798269341	287.2	560.561	("dd83679d8f1a28e7691783d36f6faf9522d689552955bb7a7746c9ee7793ebf2", "73ce10e5b9abc9a3df03657962069824907f0d88645e30b3da33d0d86fc79408", "bf244fffd28c073b4d0959ae0879bfb1ebc812b8f8b76cc39c211f695aae9db7", "2479be903f4793706fd3012d5c657937d58c54bac610a1daed438a710529d723", "80615c801118e8c758c96353230a5e14e9afd57bb0ac355cc3c90bde5d1d7d0c")	
8	stump_with_memoization	(2,true)	2	40	(100,75)	false	Any["Normalize"]	TestOp_80	45.45	72.73	63.64	81.82	77.78	69.23	70.0	15	0.8363636363636364	0.7136363636363636	6.824	19b3e80b9a1050dfdb1f79c498476870e2de5d146770dbf5f26c434e28a2772c	36.36	68.18	63.64	72.73	70.0	66.67	66.67	13	0.8363636363636364	0.7136363636363636	3.525	6ad5e65d32506d06a86799d3437a241c93ee7410b6af2519dc94bcbfd0675abc	9.09	54.55	45.45	63.64	55.56	53.85	50.0	3	-Inf	-Inf	0.13	18a75f9528d00994a3e9832a9a803cd69ec6ea88ef7fb2a9e29e7e2e7d7e7742	36.36	68.18	63.64	72.73	70.0	66.67	66.67	13	0.8363636363636364	0.7136363636363636	3.546	8894024125fb55f9275a23ad326580ac6d4aa18b3050422e43e4a20777025872	36.36	68.18	63.64	72.73	70.0	66.67	66.67	13	0.8363636363636364	0.7136363636363636	3.521	8894024125fb55f9275a23ad326580ac6d4aa18b3050422e43e4a20777025872	9.09	54.55	45.45	63.64	55.56	53.85	50.0	3	-Inf	-Inf	0.13	18a75f9528d00994a3e9832a9a803cd69ec6ea88ef7fb2a9e29e7e2e7d7e7742	80.0	90.0	89.09	90.91	90.7	89.7	89.78	0.0	61040.0	0.00578512396694215	0.0014462809917355375	0.005785123966942144	1.5407439555097887e-32	5.004591368227692e-5	0.004752066115702478	0.0017523046025734288	0.0	326.80000000000007	0.0	("a20e41014b8b1eaf5afa721a875d150f1f11bd697612b089fe1a12bdeadd2c32", "c85a43e78d10e439f1fa4a41b3d69769eab4c1538d36032ffd4f4c9cc1a68f1c", "0032f40a29563d28b0e9c11ee13e69d1fead1a2d62a34cd99176a00e8e8fb584", "4ef7927041e3ad64a50cb32caecd4b8577c998950f553cd367cc860cb89d7d7e", "6b77714fbab4e434d2d482f7a028bd5edd44d526c29ca4da39e6d0153fd6985b")	80.0	90.0	89.09	90.91	90.73	89.39	89.87	19.07	123400.0	0.0016528925619834684	0.0004132231404958671	0.001652892561983468	1.5407439555097887e-32	1.652892561983452e-5	0.0011478420569329638	0.0005397200202395011	0.00017577068685776156	152.0	559.898	("1e08f629f0ce79b81d28597f1daedd72a00a22154411c10b39cf9ab8b3b98a5c", "aae7d5cf412e4910a963bc6364a130e33be2b252d429ee8c42b6c56658e83eab", "47c22b31bbab16ed1a74d8f9cc8f1b62b37b3e77095a4b497b0014d7b74c1d64", "f0a333f4e66998229b6f6a8b236cf0ab36560b96aae501c7cd9551e3da3b708d", "b6d7a14c4b2871d7485245ebf29630411f4838687cf56ee9a025c573940c567f")	
