TIMESTAMP	FILE NAME	COMP TIME	ARGS	
13/07/2021 13:16:44	dataset_6b321621c56812f0bc346735e0dbc55d18fccf4b062745aa02180dfd0e73b0b6.jld	00:01:42	(1, 1, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 20, sumpower = false, dither = false), (max_points = 20, ma_size = 45, ma_step = 30), Any[], false)	
13/07/2021 13:26:18	dataset_e76133b76bcea6ecc6dadc230851e7edddebf414f666c80187de1494eecb672e.jld	00:01:43	(1, 1, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (max_points = 20, ma_size = 45, ma_step = 30), Any[], false)	
