class_names,EEG_B2-PM,EEG_B2-FM,EEG_B2-TR,EEG_B2-C,EEG_B2-FMAI,EEG_B3-PM,EEG_B3-FM,EEG_B3-TR,EEG_B3-C,EEG_B3-FMAI,EEG_B4-PM,EEG_B4-FM,EEG_B4-TR,EEG_B4-C,EEG_B4-FMAI,EEG_B5-PM,EEG_B5-FM,EEG_B5-TR,EEG_B5-C,EEG_B5-FMAI,EEG_B1-PM,EEG_B1-FM,EEG_B1-TR,EEG_B1-C,EEG_B1-FMAI,EEG_B6-PM,EEG_B6-FM,EEG_B6-TR,EEG_B6-C,EEG_B6-FMAI,EEG_B7-PM,EEG_B7-FM,EEG_B7-TR,EEG_B7-C,EEG_B7-FMAI,EEG_B8-PM,EEG_B8-FM,EEG_B8-TR,EEG_B8-C,EEG_B8-FMAI,EEG_B16-PM,EEG_B16-FM,EEG_B16-TR,EEG_B16-C,EEG_B16-FMAI,EEG_B24-PM,EEG_B24-FM,EEG_B24-TR,EEG_B24-C,EEG_B24-FMAI,EEG_B9-PM,EEG_B9-FM,EEG_B9-TR,EEG_B9-C,EEG_B9-FMAI,EEG_B19-PM,EEG_B19-FM,EEG_B19-TR,EEG_B19-C,EEG_B19-FMAI,EEG_B34-PM,EEG_B34-FM,EEG_B34-TR,EEG_B34-C,EEG_B34-FMAI,EEG_B10-PM,EEG_B10-FM,EEG_B10-TR,EEG_B10-C,EEG_B10-FMAI,EEG_B15-PM,EEG_B15-FM,EEG_B15-TR,EEG_B15-C,EEG_B15-FMAI,EEG_B23-PM,EEG_B23-FM,EEG_B23-TR,EEG_B23-C,EEG_B23-FMAI,EEG_B13-PM,EEG_B13-FM,EEG_B13-TR,EEG_B13-C,EEG_B13-FMAI,EEG_B17-PM,EEG_B17-FM,EEG_B17-TR,EEG_B17-C,EEG_B17-FMAI,EEG_B20-PM,EEG_B20-FM,EEG_B20-TR,EEG_B20-C,EEG_B20-FMAI,EEG_B18-PM,EEG_B18-FM,EEG_B18-TR,EEG_B18-C,EEG_B18-FMAI,EEG_B25-PM,EEG_B25-FM,EEG_B25-TR,EEG_B25-C,EEG_B25-FMAI,EEG_B12-PM,EEG_B12-FM,EEG_B12-TR,EEG_B12-C,EEG_B12-FMAI,EEG_B11-PM,EEG_B11-FM,EEG_B11-TR,EEG_B11-C,EEG_B11-FMAI,EEG_B14-PM,EEG_B14-FM,EEG_B14-TR,EEG_B14-C,EEG_B14-FMAI,EEG_B37-PM,EEG_B37-FM,EEG_B37-TR,EEG_B37-C,EEG_B37-FMAI
0.0,"[0.0, 5.0, 4.0]","[3.0, 3.0, 4.0]","[2.0999, -1.3284, 0.5247]","[3.0, 3.0, 2.0]","[1.0, 3.0, 1.0]","[0.0, 5.0, 4.0]","[3.0, 3.0, 4.0]","[1.7867, -1.3804, 0.5317]","[4.0, 3.0, 2.0]","[1.0, 3.0, 1.0]","[0.0, 5.0, 4.0]","[2.0, 3.0, 4.0]","[0.9182, -1.5915, 0.5446]","[4.0, 3.0, 4.0]","[2.0, 3.0, 1.0]","[3.0, 5.0, 4.0]","[2.0, 3.0, 4.0]","[-0.639, -2.9422, 0.4398]","[4.0, 3.0, 4.0]","[1.0, 1.0, 1.0]","[0.0, 5.0, 4.0]","[3.0, 3.0, 4.0]","[2.1786, -1.3166, 0.5227]","[3.0, 3.0, 2.0]","[1.0, 3.0, 1.0]","[3.0, 5.0, 4.0]","[2.0, 5.0, 4.0]","[-1.0344, -2.0294, 0.6883]","[4.0, 3.0, 4.0]","[1.0, 1.0, 1.0]","[3.0, 5.0, 4.0]","[3.0, 3.0, 4.0]","[-0.4702, -2.7135, 0.9065]","[4.0, 3.0, 3.0]","[1.0, 1.0, 1.0]","[3.0, 5.0, 4.0]","[3.0, 3.0, 4.0]","[-0.2199, -2.5564, 0.8352]","[4.0, 3.0, 3.0]","[2.0, 1.0, 1.0]","[0.0, 5.0, 4.0]","[2.0, 3.0, 4.0]","[-0.7958, -2.1478, 2.3013]","[3.0, 3.0, 3.0]","[3.0, 3.0, 1.0]","[0.0, 4.0, 0.0]","[2.0, 2.0, 1.0]","[-1.4777, 1.1449, 0.5881]","[4.0, 3.0, 4.0]","[1.0, 3.0, 5.0]","[3.0, 5.0, 4.0]","[3.0, 3.0, 4.0]","[-0.3954, -2.9457, 0.9887]","[4.0, 3.0, 4.0]","[2.0, 1.0, 1.0]","[0.0, 5.0, 0.0]","[2.0, 2.0, 3.0]","[-0.4941, 1.277, -0.6849]","[3.0, 3.0, 4.0]","[4.0, 2.0, 3.0]","[3.0, 5.0, 4.0]","[2.0, 3.0, 4.0]","[-1.2289, -2.0804, 1.1398]","[3.0, 3.0, 4.0]","[1.0, 3.0, 1.0]","[3.0, 4.0, 4.0]","[3.0, 2.0, 4.0]","[-0.8539, 0.1416, 0.3939]","[4.0, 3.0, 4.0]","[1.0, 2.0, 2.0]","[0.0, 5.0, 4.0]","[2.0, 2.0, 4.0]","[-1.0894, -0.8778, 1.31]","[3.0, 3.0, 4.0]","[1.0, 2.0, 1.0]","[0.0, 5.0, 4.0]","[2.0, 2.0, 2.0]","[-1.1347, -1.7244, 1.6002]","[4.0, 3.0, 4.0]","[1.0, 3.0, 3.0]","[0.0, 5.0, 4.0]","[2.0, 3.0, 4.0]","[-1.0772, -1.2125, 1.2507]","[3.0, 3.0, 3.0]","[1.0, 3.0, 1.0]","[0.0, 5.0, 4.0]","[2.0, 3.0, 4.0]","[-0.5177, -1.9493, 1.9158]","[2.0, 3.0, 3.0]","[4.0, 3.0, 1.0]","[3.0, 4.0, 4.0]","[2.0, 2.0, 2.0]","[-0.5959, -1.3958, 1.7325]","[3.0, 3.0, 4.0]","[1.0, 3.0, 1.0]","[0.0, 5.0, 4.0]","[2.0, 3.0, 4.0]","[-0.4266, -2.4345, 2.1144]","[2.0, 3.0, 4.0]","[4.0, 1.0, 1.0]","[3.0, 5.0, 4.0]","[2.0, 2.0, 2.0]","[-1.4687, -2.0711, 2.2921]","[4.0, 3.0, 4.0]","[1.0, 3.0, 1.0]","[0.0, 5.0, 4.0]","[2.0, 3.0, 4.0]","[-1.1344, -1.0896, 1.0575]","[3.0, 3.0, 3.0]","[5.0, 3.0, 1.0]","[3.0, 5.0, 4.0]","[2.0, 3.0, 4.0]","[-1.212, -1.927, 1.3354]","[3.0, 3.0, 4.0]","[2.0, 3.0, 1.0]","[0.0, 5.0, 4.0]","[2.0, 3.0, 4.0]","[-1.1586, -2.2332, 2.0096]","[3.0, 3.0, 4.0]","[1.0, 3.0, 1.0]","[3.0, 5.0, 4.0]","[2.0, 3.0, 4.0]","[-1.1112, -2.7934, 0.9844]","[4.0, 3.0, 4.0]","[1.0, 1.0, 1.0]"
1.0,[4.0],[2.0],[-1.5637],[4.0],[1.0],[4.0],[2.0],[-1.4954],[4.0],[1.0],[5.0],[2.0],[-1.0772],[4.0],[1.0],[5.0],[3.0],[-0.1445],[4.0],[1.0],[4.0],[2.0],[-1.5637],[4.0],[1.0],[0.0],[3.0],[0.3942],[4.0],[1.0],[0.0],[3.0],[0.3803],[4.0],[1.0],[0.0],[3.0],[0.4919],[4.0],[1.0],[5.0],[2.0],[1.4256],[3.0],[1.0],[0.0],[5.0],[0.0581],[9.0],[3.0],[0.0],[3.0],[0.6147],[4.0],[1.0],[3.0],[2.0],[1.1139],[4.0],[3.0],[5.0],[4.0],[-1.0297],[5.0],[3.0],[0.0],[3.0],[0.4012],[4.0],[2.0],[5.0],[2.0],[1.9098],[5.0],[1.0],[5.0],[4.0],[0.1282],[8.0],[5.0],[4.0],[2.0],[-0.586],[5.0],[1.0],[4.0],[2.0],[0.7639],[4.0],[4.0],[2.0],[2.0],[0.6807],[6.0],[3.0],[3.0],[2.0],[0.4377],[4.0],[3.0],[0.0],[6.0],[-0.0615],[8.0],[5.0],[4.0],[2.0],[-0.3643],[5.0],[1.0],[5.0],[3.0],[-0.1134],[5.0],[1.0],[5.0],[2.0],[0.8714],[5.0],[1.0],[5.0],[4.0],[-0.4887],[5.0],[1.0]
2.0,"[0.0, 3.0, 0.0]","[3.0, 1.0, 4.0]","[-2.7496, -1.1664, -2.1645]","[2.0, 3.0, 4.0]","[2.0, 2.0, 1.0]","[0.0, 3.0, 0.0]","[3.0, 1.0, 4.0]","[-2.3607, -1.0832, -2.0256]","[2.0, 3.0, 4.0]","[2.0, 2.0, 1.0]","[0.0, 3.0, 0.0]","[4.0, 1.0, 4.0]","[-1.7041, -0.9253, -1.6466]","[2.0, 3.0, 4.0]","[3.0, 2.0, 1.0]","[0.0, 3.0, 0.0]","[6.0, 1.0, 3.0]","[-0.9883, -0.7923, -0.7537]","[2.0, 3.0, 4.0]","[2.0, 2.0, 1.0]","[0.0, 3.0, 0.0]","[3.0, 1.0, 4.0]","[-2.8743, -1.1914, -2.2013]","[2.0, 3.0, 4.0]","[1.0, 2.0, 1.0]","[0.0, 0.0, 0.0]","[3.0, 1.0, 3.0]","[-0.7122, -0.832, -0.7791]","[2.0, 5.0, 4.0]","[1.0, 2.0, 3.0]","[0.0, 0.0, 0.0]","[3.0, 1.0, 3.0]","[-0.6992, -1.007, -2.1534]","[2.0, 4.0, 4.0]","[1.0, 2.0, 1.0]","[4.0, 0.0, 0.0]","[3.0, 1.0, 3.0]","[-0.7198, -1.0023, -2.2203]","[2.0, 4.0, 4.0]","[1.0, 2.0, 1.0]","[0.0, 4.0, 4.0]","[3.0, 9.0, 3.0]","[0.1579, -0.4972, -1.6675]","[2.0, 5.0, 3.0]","[1.0, 5.0, 1.0]","[0.0, 2.0, 4.0]","[2.0, 8.0, 2.0]","[-0.5979, 0.0237, -0.0015]","[3.0, 4.0, 3.0]","[1.0, 5.0, 5.0]","[4.0, 0.0, 0.0]","[6.0, 1.0, 3.0]","[-0.7633, -0.9417, -1.6922]","[3.0, 3.0, 4.0]","[1.0, 2.0, 1.0]","[3.0, 0.0, 4.0]","[1.0, 10.0, 3.0]","[-0.2677, -0.5556, -0.4501]","[5.0, 6.0, 4.0]","[2.0, 6.0, 3.0]","[3.0, 3.0, 4.0]","[2.0, 1.0, 3.0]","[0.8723, -1.4517, -0.7721]","[4.0, 3.0, 3.0]","[2.0, 2.0, 5.0]","[0.0, 0.0, 4.0]","[4.0, 1.0, 3.0]","[-0.8854, -1.1307, -0.3371]","[4.0, 3.0, 3.0]","[2.0, 2.0, 1.0]","[3.0, 3.0, 4.0]","[1.0, 3.0, 3.0]","[-0.7991, -0.008, -0.4523]","[4.0, 7.0, 3.0]","[3.0, 2.0, 3.0]","[3.0, 4.0, 3.0]","[1.0, 8.0, 3.0]","[-0.6202, -0.0604, -0.575]","[5.0, 4.0, 3.0]","[4.0, 5.0, 5.0]","[4.0, 3.0, 5.0]","[1.0, 1.0, 3.0]","[-1.7872, 0.2587, -2.1632]","[3.0, 4.0, 4.0]","[1.0, 2.0, 1.0]","[3.0, 4.0, 4.0]","[3.0, 1.0, 3.0]","[0.5301, -0.5409, -2.0654]","[4.0, 5.0, 3.0]","[4.0, 3.0, 1.0]","[3.0, 5.0, 4.0]","[1.0, 3.0, 3.0]","[-0.9632, -1.0392, -0.5477]","[4.0, 5.0, 3.0]","[2.0, 2.0, 3.0]","[3.0, 4.0, 4.0]","[1.0, 10.0, 3.0]","[0.9658, -0.5242, -1.6678]","[4.0, 6.0, 4.0]","[3.0, 3.0, 1.0]","[3.0, 5.0, 3.0]","[2.0, 1.0, 3.0]","[-0.3773, -0.6447, -0.4284]","[4.0, 4.0, 3.0]","[4.0, 2.0, 5.0]","[4.0, 3.0, 5.0]","[2.0, 1.0, 3.0]","[-2.2643, -0.4932, -2.1375]","[4.0, 3.0, 4.0]","[4.0, 2.0, 1.0]","[2.0, 3.0, 4.0]","[2.0, 1.0, 3.0]","[-1.5945, -1.1099, -0.9603]","[4.0, 3.0, 4.0]","[1.0, 2.0, 1.0]","[4.0, 4.0, 4.0]","[1.0, 3.0, 3.0]","[-1.1097, 0.2134, -1.3205]","[4.0, 4.0, 4.0]","[4.0, 2.0, 1.0]","[3.0, 3.0, 4.0]","[1.0, 1.0, 3.0]","[0.9807, -0.9764, -0.296]","[4.0, 3.0, 3.0]","[3.0, 2.0, 1.0]"
3.0,"[5.0, 4.0]","[2.0, 1.0]","[3.0165, -0.5698]","[2.0, 5.0]","[3.0, 4.0]","[5.0, 4.0]","[2.0, 1.0]","[3.0635, -0.5777]","[2.0, 5.0]","[4.0, 4.0]","[4.0, 4.0]","[2.0, 1.0]","[3.2719, -0.5941]","[2.0, 5.0]","[3.0, 4.0]","[4.0, 4.0]","[2.0, 1.0]","[3.6733, -0.5966]","[4.0, 3.0]","[3.0, 4.0]","[5.0, 4.0]","[2.0, 1.0]","[3.0079, -0.5675]","[2.0, 5.0]","[3.0, 4.0]","[4.0, 4.0]","[2.0, 1.0]","[2.6371, -0.4989]","[4.0, 3.0]","[3.0, 4.0]","[5.0, 4.0]","[2.0, 1.0]","[2.7965, -0.4828]","[5.0, 5.0]","[3.0, 4.0]","[5.0, 4.0]","[2.0, 1.0]","[2.3994, -0.4776]","[3.0, 5.0]","[2.0, 4.0]","[2.0, 4.0]","[5.0, 1.0]","[0.5457, -0.4685]","[5.0, 3.0]","[2.0, 2.0]","[4.0, 4.0]","[3.0, 1.0]","[0.7184, 0.8353]","[4.0, 3.0]","[1.0, 2.0]","[3.0, 4.0]","[2.0, 1.0]","[1.4332, -0.4192]","[3.0, 3.0]","[2.0, 4.0]","[5.0, 5.0]","[4.0, 1.0]","[0.1851, 0.1822]","[5.0, 6.0]","[1.0, 2.0]","[3.0, 4.0]","[3.0, 1.0]","[1.5186, -0.1207]","[3.0, 3.0]","[2.0, 4.0]","[5.0, 4.0]","[1.0, 1.0]","[1.7872, 0.2136]","[3.0, 3.0]","[3.0, 2.0]","[0.0, 4.0]","[5.0, 1.0]","[0.169, -0.3422]","[7.0, 4.0]","[2.0, 2.0]","[5.0, 4.0]","[3.0, 1.0]","[1.2104, 0.5514]","[4.0, 3.0]","[1.0, 2.0]","[3.0, 4.0]","[2.0, 1.0]","[0.7401, -0.488]","[4.0, 3.0]","[3.0, 4.0]","[2.0, 4.0]","[5.0, 1.0]","[0.7286, -0.3961]","[3.0, 3.0]","[2.0, 4.0]","[3.0, 4.0]","[3.0, 1.0]","[0.126, -0.0734]","[5.0, 4.0]","[1.0, 2.0]","[5.0, 4.0]","[4.0, 1.0]","[0.38, -0.1724]","[3.0, 3.0]","[2.0, 4.0]","[3.0, 4.0]","[3.0, 1.0]","[0.1849, -0.6594]","[3.0, 3.0]","[2.0, 2.0]","[3.0, 4.0]","[2.0, 1.0]","[1.6289, -0.4484]","[3.0, 3.0]","[2.0, 4.0]","[5.0, 4.0]","[1.0, 1.0]","[3.0015, -0.1737]","[3.0, 3.0]","[1.0, 2.0]","[0.0, 4.0]","[5.0, 1.0]","[0.1816, -0.5001]","[4.0, 3.0]","[1.0, 2.0]","[3.0, 4.0]","[3.0, 1.0]","[1.7547, -0.6342]","[3.0, 3.0]","[2.0, 2.0]"
4.0,"[0.0, 0.0]","[1.0, 3.0]","[-0.0439, 0.1758]","[2.0, 2.0]","[2.0, 3.0]","[0.0, 0.0]","[1.0, 3.0]","[-0.0521, 0.1691]","[2.0, 2.0]","[2.0, 6.0]","[0.0, 0.0]","[1.0, 3.0]","[-0.084, 0.1498]","[2.0, 2.0]","[2.0, 6.0]","[0.0, 0.0]","[1.0, 3.0]","[-0.2545, 0.0775]","[2.0, 2.0]","[2.0, 4.0]","[0.0, 0.0]","[1.0, 3.0]","[-0.0421, 0.1776]","[2.0, 2.0]","[2.0, 3.0]","[0.0, 0.0]","[1.0, 3.0]","[-0.7631, 0.076]","[2.0, 2.0]","[1.0, 6.0]","[0.0, 0.0]","[1.0, 3.0]","[-0.4785, 0.2121]","[2.0, 2.0]","[1.0, 3.0]","[0.0, 0.0]","[1.0, 3.0]","[-0.3692, 0.2424]","[2.0, 2.0]","[1.0, 3.0]","[0.0, 0.0]","[1.0, 3.0]","[-0.4512, 1.083]","[2.0, 3.0]","[2.0, 3.0]","[0.0, 3.0]","[1.0, 2.0]","[-0.1172, 2.3881]","[2.0, 3.0]","[2.0, 3.0]","[5.0, 0.0]","[1.0, 5.0]","[-0.4397, 0.324]","[2.0, 2.0]","[1.0, 6.0]","[0.0, 0.0]","[1.0, 3.0]","[-0.3306, 2.3111]","[3.0, 3.0]","[2.0, 3.0]","[0.0, 0.0]","[1.0, 3.0]","[-0.0384, 0.4587]","[2.0, 2.0]","[2.0, 3.0]","[5.0, 0.0]","[1.0, 4.0]","[-0.664, 0.8312]","[2.0, 2.0]","[1.0, 4.0]","[0.0, 0.0]","[1.0, 3.0]","[-1.089, 1.5687]","[2.0, 3.0]","[2.0, 3.0]","[0.0, 0.0]","[1.0, 2.0]","[-0.1159, 1.3055]","[2.0, 3.0]","[2.0, 3.0]","[0.0, 0.0]","[1.0, 3.0]","[-0.2564, 0.3665]","[2.0, 2.0]","[2.0, 3.0]","[0.0, 0.0]","[1.0, 2.0]","[-0.2528, 1.001]","[2.0, 3.0]","[2.0, 3.0]","[0.0, 0.0]","[1.0, 3.0]","[-0.204, 1.7272]","[3.0, 3.0]","[2.0, 3.0]","[0.0, 0.0]","[1.0, 2.0]","[-0.242, 1.3608]","[2.0, 3.0]","[2.0, 3.0]","[0.0, 0.0]","[1.0, 2.0]","[-0.0426, 1.0863]","[2.0, 2.0]","[2.0, 3.0]","[0.0, 0.0]","[1.0, 3.0]","[-0.1758, 0.3858]","[2.0, 2.0]","[2.0, 3.0]","[0.0, 0.0]","[1.0, 3.0]","[-0.3055, 0.6287]","[3.0, 2.0]","[2.0, 3.0]","[0.0, 0.0]","[1.0, 3.0]","[-0.6352, 0.623]","[2.0, 2.0]","[2.0, 3.0]","[0.0, 0.0]","[1.0, 3.0]","[-0.0201, 0.4531]","[2.0, 2.0]","[2.0, 4.0]"
5.0,"[4.0, 0.0, 0.0]","[2.0, 2.0, 6.0]","[-2.5312, -0.6294, 0.0996]","[3.0, 6.0, 4.0]","[1.0, 1.0, 1.0]","[4.0, 0.0, 0.0]","[2.0, 2.0, 6.0]","[-2.1638, -0.5993, 0.0363]","[3.0, 6.0, 4.0]","[1.0, 1.0, 1.0]","[4.0, 2.0, 0.0]","[2.0, 2.0, 6.0]","[-1.2903, -0.5203, -0.1211]","[3.0, 6.0, 4.0]","[1.0, 1.0, 1.0]","[2.0, 2.0, 0.0]","[2.0, 2.0, 2.0]","[-0.6581, -0.4618, -0.3154]","[3.0, 4.0, 4.0]","[1.0, 1.0, 3.0]","[4.0, 0.0, 0.0]","[2.0, 2.0, 6.0]","[-2.6177, -0.6368, 0.1166]","[3.0, 6.0, 4.0]","[1.0, 1.0, 1.0]","[2.0, 4.0, 4.0]","[2.0, 2.0, 3.0]","[-1.0238, -0.6195, -0.1077]","[3.0, 4.0, 4.0]","[1.0, 3.0, 1.0]","[5.0, 4.0, 0.0]","[2.0, 3.0, 7.0]","[-2.0548, -0.3794, -0.0215]","[2.0, 4.0, 4.0]","[1.0, 1.0, 2.0]","[5.0, 4.0, 0.0]","[2.0, 3.0, 7.0]","[-2.2208, -0.2729, 0.0819]","[2.0, 4.0, 4.0]","[1.0, 1.0, 2.0]","[5.0, 4.0, 5.0]","[1.0, 3.0, 3.0]","[-2.6373, 2.3619, 0.5194]","[3.0, 3.0, 4.0]","[3.0, 1.0, 1.0]","[4.0, 4.0, 0.0]","[1.0, 3.0, 3.0]","[-0.8946, 2.0736, -0.9589]","[3.0, 3.0, 3.0]","[2.0, 1.0, 1.0]","[5.0, 4.0, 5.0]","[2.0, 3.0, 7.0]","[-2.0589, -0.1958, 0.0171]","[2.0, 3.0, 4.0]","[1.0, 1.0, 2.0]","[3.0, 4.0, 4.0]","[1.0, 3.0, 3.0]","[-1.6038, 2.6279, -1.0697]","[4.0, 3.0, 4.0]","[2.0, 1.0, 1.0]","[3.0, 4.0, 0.0]","[1.0, 2.0, 3.0]","[-1.2898, 2.8938, -0.3686]","[4.0, 3.0, 4.0]","[3.0, 2.0, 1.0]","[0.0, 5.0, 5.0]","[2.0, 3.0, 4.0]","[-2.4483, -0.059, 0.2871]","[4.0, 4.0, 4.0]","[1.0, 1.0, 2.0]","[5.0, 4.0, 5.0]","[1.0, 3.0, 3.0]","[-2.5356, 2.2108, 0.402]","[3.0, 3.0, 4.0]","[3.0, 1.0, 1.0]","[3.0, 4.0, 0.0]","[1.0, 3.0, 3.0]","[-0.6134, 2.4668, -0.7194]","[5.0, 3.0, 3.0]","[2.0, 1.0, 1.0]","[3.0, 4.0, 5.0]","[2.0, 3.0, 5.0]","[-2.7359, 1.3991, 0.9434]","[3.0, 4.0, 4.0]","[6.0, 1.0, 1.0]","[5.0, 4.0, 0.0]","[1.0, 3.0, 3.0]","[-2.1814, 2.4515, 0.1716]","[3.0, 3.0, 5.0]","[3.0, 1.0, 1.0]","[3.0, 4.0, 4.0]","[1.0, 2.0, 3.0]","[-0.9656, 2.721, -1.2198]","[5.0, 3.0, 4.0]","[5.0, 5.0, 1.0]","[3.0, 4.0, 4.0]","[1.0, 3.0, 3.0]","[-1.817, 2.5352, -0.5062]","[3.0, 3.0, 4.0]","[2.0, 1.0, 1.0]","[4.0, 4.0, 0.0]","[1.0, 4.0, 3.0]","[-1.3417, 1.9715, -1.0055]","[3.0, 3.0, 4.0]","[4.0, 1.0, 1.0]","[0.0, 5.0, 5.0]","[2.0, 3.0, 5.0]","[-3.153, 0.7969, 1.3273]","[3.0, 5.0, 4.0]","[5.0, 1.0, 1.0]","[0.0, 5.0, 5.0]","[2.0, 3.0, 4.0]","[-3.0484, 0.2714, 1.2139]","[3.0, 4.0, 6.0]","[1.0, 1.0, 2.0]","[3.0, 4.0, 5.0]","[5.0, 3.0, 3.0]","[-2.2249, 1.9163, 0.44]","[3.0, 3.0, 4.0]","[3.0, 1.0, 1.0]","[3.0, 4.0, 0.0]","[4.0, 2.0, 3.0]","[0.3281, 3.0054, -1.0836]","[6.0, 3.0, 4.0]","[1.0, 5.0, 1.0]"
6.0,"[4.0, 0.0]","[9.0, 1.0]","[-0.5555, -1.0783]","[5.0, 2.0]","[3.0, 3.0]","[4.0, 0.0]","[9.0, 1.0]","[-0.5442, -0.869]","[5.0, 2.0]","[3.0, 3.0]","[4.0, 0.0]","[9.0, 4.0]","[-0.4828, -0.5589]","[5.0, 3.0]","[3.0, 3.0]","[2.0, 4.0]","[4.0, 2.0]","[-0.0536, -0.3933]","[5.0, 4.0]","[1.0, 1.0]","[4.0, 0.0]","[9.0, 1.0]","[-0.5569, -1.1417]","[5.0, 2.0]","[3.0, 3.0]","[0.0, 3.0]","[4.0, 2.0]","[1.8147, -0.0925]","[5.0, 4.0]","[1.0, 1.0]","[0.0, 3.0]","[4.0, 2.0]","[1.9363, 0.1208]","[5.0, 4.0]","[1.0, 1.0]","[0.0, 3.0]","[4.0, 2.0]","[1.5827, -0.0326]","[5.0, 3.0]","[1.0, 3.0]","[0.0, 2.0]","[3.0, 2.0]","[0.288, -0.6539]","[5.0, 3.0]","[1.0, 4.0]","[0.0, 2.0]","[3.0, 2.0]","[0.9508, 0.1578]","[5.0, 3.0]","[1.0, 4.0]","[0.0, 2.0]","[4.0, 2.0]","[1.54, 0.3618]","[5.0, 3.0]","[1.0, 3.0]","[0.0, 4.0]","[3.0, 1.0]","[0.4992, 0.3745]","[4.0, 3.0]","[1.0, 1.0]","[0.0, 3.0]","[3.0, 2.0]","[0.886, 0.6172]","[5.0, 5.0]","[1.0, 2.0]","[0.0, 5.0]","[3.0, 2.0]","[1.0019, 0.1527]","[4.0, 6.0]","[1.0, 6.0]","[0.0, 3.0]","[3.0, 1.0]","[-0.0895, 0.9894]","[4.0, 3.0]","[1.0, 2.0]","[0.0, 2.0]","[3.0, 2.0]","[1.0851, 0.4537]","[5.0, 3.0]","[1.0, 4.0]","[0.0, 3.0]","[4.0, 1.0]","[0.9217, -0.3963]","[5.0, 4.0]","[2.0, 3.0]","[0.0, 0.0]","[3.0, 1.0]","[0.4585, -2.0404]","[5.0, 3.0]","[1.0, 5.0]","[0.0, 0.0]","[3.0, 2.0]","[0.6921, 0.0656]","[5.0, 7.0]","[1.0, 3.0]","[0.0, 0.0]","[3.0, 1.0]","[0.4442, -1.045]","[5.0, 4.0]","[1.0, 1.0]","[0.0, 2.0]","[3.0, 2.0]","[0.7869, -0.0868]","[4.0, 4.0]","[1.0, 4.0]","[0.0, 5.0]","[4.0, 1.0]","[0.7372, -1.2609]","[5.0, 4.0]","[2.0, 2.0]","[0.0, 4.0]","[3.0, 1.0]","[0.5659, -1.1326]","[4.0, 5.0]","[1.0, 2.0]","[0.0, 3.0]","[3.0, 1.0]","[0.3764, 1.5894]","[5.0, 4.0]","[1.0, 3.0]","[0.0, 4.0]","[3.0, 4.0]","[-0.7842, 1.3714]","[5.0, 3.0]","[2.0, 1.0]"
7.0,"[0.0, 3.0]","[4.0, 3.0]","[-2.2526, -0.9749]","[4.0, 3.0]","[1.0, 1.0]","[0.0, 3.0]","[4.0, 3.0]","[-2.3909, -1.1323]","[4.0, 3.0]","[1.0, 1.0]","[0.0, 3.0]","[4.0, 3.0]","[-2.5719, -1.397]","[4.0, 3.0]","[4.0, 1.0]","[0.0, 3.0]","[4.0, 2.0]","[-2.609, -1.1781]","[3.0, 3.0]","[2.0, 1.0]","[0.0, 3.0]","[4.0, 3.0]","[-2.2044, -0.9285]","[4.0, 3.0]","[1.0, 1.0]","[0.0, 2.0]","[4.0, 2.0]","[-2.1901, -0.3723]","[2.0, 3.0]","[2.0, 4.0]","[0.0, 3.0]","[4.0, 2.0]","[-1.6232, -0.6161]","[2.0, 4.0]","[2.0, 2.0]","[0.0, 3.0]","[4.0, 2.0]","[-1.6161, -0.7086]","[2.0, 4.0]","[2.0, 2.0]","[3.0, 3.0]","[2.0, 2.0]","[-0.5592, -0.2888]","[4.0, 4.0]","[1.0, 1.0]","[4.0, 5.0]","[3.0, 5.0]","[1.3024, -0.0276]","[4.0, 4.0]","[3.0, 1.0]","[0.0, 3.0]","[6.0, 2.0]","[-2.133, -0.1271]","[3.0, 4.0]","[2.0, 2.0]","[5.0, 0.0]","[1.0, 5.0]","[0.0532, 0.3373]","[3.0, 4.0]","[1.0, 1.0]","[0.0, 3.0]","[1.0, 2.0]","[6.4652, -0.9053]","[3.0, 3.0]","[2.0, 1.0]","[0.0, 0.0]","[2.0, 2.0]","[-2.6573, 0.3334]","[2.0, 4.0]","[1.0, 2.0]","[0.0, 3.0]","[6.0, 2.0]","[-1.5647, -0.1834]","[2.0, 4.0]","[2.0, 2.0]","[4.0, 0.0]","[3.0, 5.0]","[1.2715, -0.3447]","[4.0, 4.0]","[3.0, 1.0]","[3.0, 3.0]","[2.0, 2.0]","[-1.2048, -0.6412]","[5.0, 4.0]","[1.0, 2.0]","[5.0, 3.0]","[1.0, 3.0]","[-0.8, -0.4531]","[3.0, 4.0]","[1.0, 1.0]","[3.0, 0.0]","[1.0, 5.0]","[-0.4185, 0.4828]","[5.0, 4.0]","[1.0, 1.0]","[5.0, 0.0]","[1.0, 3.0]","[-0.8365, -0.284]","[3.0, 4.0]","[1.0, 1.0]","[4.0, 2.0]","[3.0, 5.0]","[1.2587, -0.3012]","[5.0, 4.0]","[1.0, 2.0]","[3.0, 3.0]","[2.0, 2.0]","[-1.5296, -0.5604]","[3.0, 4.0]","[1.0, 2.0]","[0.0, 3.0]","[2.0, 2.0]","[-2.4163, -0.0237]","[2.0, 4.0]","[1.0, 2.0]","[5.0, 3.0]","[5.0, 2.0]","[-1.5642, -0.3075]","[4.0, 4.0]","[3.0, 2.0]","[5.0, 3.0]","[5.0, 1.0]","[-0.217, -0.0906]","[5.0, 4.0]","[3.0, 5.0]"
