TIMESTAMP	FILE NAME	COMP TIME	ARGS	
26/10/2021 18:01:14	dataset_b5d4a3545a120de83271e3a25284946a1a12894e363d764758220f9e81211b7f.jld	00:01:46	(1, false, "b", (wintime = 0.025, steptime = 0.01, fbtype = :semitone, window_f = DSP.Windows.triang, pre_emphasis = 0.97, nbands = 30, sumpower = false, dither = false, maxfreq = 4000.0, base_freq = :fft, base_freq_min = 200, base_freq_max = 600), (max_points = 50, ma_size = 30, ma_step = 20), Function[normalize!, remove_long_silences!], false, false, 8000, "KDD-norm-partitioned-v1-breath")	
26/10/2021 18:01:50	dataset_5eb22ef09490b5ee7ff4f8cf297d0f69d2739928493083ca7fcd9b96f9ad0b2c.jld	00:00:19	(1, false, "b", (wintime = 0.025, steptime = 0.01, fbtype = :semitone, window_f = DSP.Windows.triang, pre_emphasis = 0.97, nbands = 30, sumpower = false, dither = false, maxfreq = 4000.0, base_freq = :autocor, base_freq_min = 200, base_freq_max = 600), (max_points = 50, ma_size = 30, ma_step = 20), Function[normalize!, remove_long_silences!], false, false, 8000, "KDD-norm-partitioned-v1-breath")	
