class_names,EEG_B2-PM,EEG_B2-FM,EEG_B2-C,EEG_B2-TR,EEG_B2-FMAI,EEG_B3-PM,EEG_B3-FM,EEG_B3-C,EEG_B3-TR,EEG_B3-FMAI,EEG_B4-PM,EEG_B4-FM,EEG_B4-C,EEG_B4-TR,EEG_B4-FMAI,EEG_B1-PM,EEG_B1-FM,EEG_B1-C,EEG_B1-TR,EEG_B1-FMAI,EEG_B5-PM,EEG_B5-FM,EEG_B5-C,EEG_B5-TR,EEG_B5-FMAI,EEG_B6-PM,EEG_B6-FM,EEG_B6-C,EEG_B6-TR,EEG_B6-FMAI,EEG_B7-PM,EEG_B7-FM,EEG_B7-C,EEG_B7-TR,EEG_B7-FMAI,EEG_B8-PM,EEG_B8-FM,EEG_B8-C,EEG_B8-TR,EEG_B8-FMAI,EEG_B9-PM,EEG_B9-FM,EEG_B9-C,EEG_B9-TR,EEG_B9-FMAI,EEG_B10-PM,EEG_B10-FM,EEG_B10-C,EEG_B10-TR,EEG_B10-FMAI,EEG_B23-PM,EEG_B23-FM,EEG_B23-C,EEG_B23-TR,EEG_B23-FMAI,EEG_B21-PM,EEG_B21-FM,EEG_B21-C,EEG_B21-TR,EEG_B21-FMAI,EEG_B17-PM,EEG_B17-FM,EEG_B17-C,EEG_B17-TR,EEG_B17-FMAI,EEG_B20-PM,EEG_B20-FM,EEG_B20-C,EEG_B20-TR,EEG_B20-FMAI,EEG_B22-PM,EEG_B22-FM,EEG_B22-C,EEG_B22-TR,EEG_B22-FMAI,EEG_B19-PM,EEG_B19-FM,EEG_B19-C,EEG_B19-TR,EEG_B19-FMAI,EEG_B24-PM,EEG_B24-FM,EEG_B24-C,EEG_B24-TR,EEG_B24-FMAI,EEG_B18-PM,EEG_B18-FM,EEG_B18-C,EEG_B18-TR,EEG_B18-FMAI,EEG_B11-PM,EEG_B11-FM,EEG_B11-C,EEG_B11-TR,EEG_B11-FMAI,EEG_B37-PM,EEG_B37-FM,EEG_B37-C,EEG_B37-TR,EEG_B37-FMAI,EEG_B33-PM,EEG_B33-FM,EEG_B33-C,EEG_B33-TR,EEG_B33-FMAI,EEG_B34-PM,EEG_B34-FM,EEG_B34-C,EEG_B34-TR,EEG_B34-FMAI,EEG_B26-PM,EEG_B26-FM,EEG_B26-C,EEG_B26-TR,EEG_B26-FMAI,EEG_B35-PM,EEG_B35-FM,EEG_B35-C,EEG_B35-TR,EEG_B35-FMAI,EEG_B25-PM,EEG_B25-FM,EEG_B25-C,EEG_B25-TR,EEG_B25-FMAI
0.0,"[3.0, 0.0, 5.0]","[3.0, 3.0, 2.0]","[3.0, 2.0, 2.0]","[0.0349, -0.4265, -0.2575]","[1.0, 3.0, 2.0]","[3.0, 0.0, 5.0]","[3.0, 3.0, 2.0]","[2.0, 2.0, 2.0]","[-0.2031, -0.4461, -0.2669]","[1.0, 3.0, 2.0]","[3.0, 0.0, 5.0]","[3.0, 3.0, 2.0]","[2.0, 2.0, 2.0]","[-0.8455, -0.4984, -0.3055]","[2.0, 3.0, 3.0]","[3.0, 0.0, 5.0]","[3.0, 3.0, 2.0]","[3.0, 2.0, 2.0]","[0.0947, -0.4211, -0.2554]","[4.0, 3.0, 2.0]","[3.0, 4.0, 2.0]","[3.0, 3.0, 2.0]","[2.0, 3.0, 2.0]","[-1.9079, -0.6952, -0.5562]","[2.0, 3.0, 4.0]","[3.0, 4.0, 2.0]","[3.0, 3.0, 2.0]","[3.0, 5.0, 2.0]","[-2.3503, -0.7381, -0.4876]","[5.0, 3.0, 1.0]","[3.0, 4.0, 5.0]","[3.0, 3.0, 2.0]","[3.0, 4.0, 2.0]","[-2.357, -0.651, -0.0864]","[3.0, 10.0, 2.0]","[3.0, 4.0, 5.0]","[3.0, 3.0, 2.0]","[3.0, 4.0, 2.0]","[-2.3157, -0.8068, -0.0647]","[4.0, 10.0, 2.0]","[3.0, 4.0, 5.0]","[3.0, 2.0, 2.0]","[3.0, 5.0, 2.0]","[-2.243, -1.2688, 0.0402]","[1.0, 2.0, 2.0]","[3.0, 4.0, 2.0]","[3.0, 3.0, 2.0]","[3.0, 5.0, 2.0]","[-1.9853, -0.2404, -0.3274]","[1.0, 1.0, 1.0]","[3.0, 4.0, 5.0]","[3.0, 1.0, 3.0]","[3.0, 5.0, 3.0]","[-2.4444, -0.9416, 0.0768]","[1.0, 1.0, 2.0]","[3.0, 4.0, 5.0]","[3.0, 3.0, 2.0]","[4.0, 4.0, 2.0]","[-1.8949, -1.6061, 0.2669]","[4.0, 3.0, 2.0]","[3.0, 4.0, 5.0]","[3.0, 3.0, 2.0]","[3.0, 3.0, 2.0]","[-0.7052, -0.7073, 0.1052]","[4.0, 6.0, 2.0]","[3.0, 4.0, 5.0]","[3.0, 3.0, 2.0]","[3.0, 5.0, 3.0]","[-1.3169, -2.1517, 0.4393]","[4.0, 3.0, 1.0]","[3.0, 0.0, 5.0]","[3.0, 3.0, 3.0]","[3.0, 4.0, 2.0]","[-2.2502, -1.0776, 0.1094]","[2.0, 3.0, 4.0]","[3.0, 4.0, 5.0]","[3.0, 1.0, 2.0]","[3.0, 5.0, 3.0]","[-0.7518, -0.87, -0.1438]","[4.0, 1.0, 1.0]","[3.0, 4.0, 5.0]","[3.0, 1.0, 5.0]","[3.0, 5.0, 4.0]","[-2.5336, 0.0681, -0.1188]","[1.0, 3.0, 4.0]","[3.0, 4.0, 5.0]","[3.0, 3.0, 2.0]","[3.0, 3.0, 2.0]","[-0.5105, -1.1845, 0.1024]","[4.0, 6.0, 2.0]","[3.0, 4.0, 5.0]","[3.0, 3.0, 2.0]","[3.0, 5.0, 2.0]","[-1.5227, -0.2418, 0.0324]","[1.0, 3.0, 2.0]","[3.0, 4.0, 5.0]","[3.0, 3.0, 2.0]","[2.0, 5.0, 2.0]","[-2.1822, -0.9091, -0.2281]","[1.0, 4.0, 3.0]","[3.0, 4.0, 5.0]","[3.0, 3.0, 2.0]","[2.0, 5.0, 3.0]","[-1.4373, -1.0764, -0.091]","[2.0, 3.0, 1.0]","[3.0, 0.0, 5.0]","[3.0, 3.0, 2.0]","[2.0, 3.0, 2.0]","[-1.7647, -0.7116, -0.0492]","[2.0, 3.0, 4.0]","[3.0, 0.0, 5.0]","[3.0, 3.0, 3.0]","[4.0, 3.0, 3.0]","[-1.8641, -0.664, 0.1542]","[1.0, 4.0, 6.0]","[3.0, 0.0, 5.0]","[3.0, 3.0, 2.0]","[4.0, 2.0, 2.0]","[-2.5586, -0.5006, -0.1294]","[2.0, 4.0, 2.0]","[3.0, 0.0, 5.0]","[3.0, 3.0, 3.0]","[4.0, 5.0, 3.0]","[-2.357, -0.8602, 0.1632]","[1.0, 3.0, 2.0]"
1.0,[5.0],[1.0],[3.0],[-2.4867],[4.0],[5.0],[1.0],[3.0],[-1.96],[4.0],[2.0],[1.0],[3.0],[-0.8618],[4.0],[5.0],[1.0],[3.0],[-2.6228],[4.0],[3.0],[1.0],[4.0],[-0.2012],[4.0],[3.0],[1.0],[3.0],[-1.2804],[5.0],[3.0],[1.0],[3.0],[-2.1339],[4.0],[3.0],[2.0],[4.0],[-2.1071],[1.0],[3.0],[2.0],[5.0],[-1.5269],[1.0],[0.0],[1.0],[5.0],[-0.4782],[3.0],[0.0],[6.0],[7.0],[0.1245],[3.0],[2.0],[6.0],[8.0],[-0.1098],[4.0],[4.0],[4.0],[5.0],[2.2378],[2.0],[4.0],[9.0],[7.0],[-0.02],[1.0],[2.0],[6.0],[7.0],[0.17],[3.0],[4.0],[4.0],[5.0],[1.5564],[2.0],[0.0],[6.0],[5.0],[0.1888],[3.0],[4.0],[4.0],[5.0],[1.9529],[1.0],[0.0],[1.0],[5.0],[0.2645],[4.0],[2.0],[7.0],[6.0],[-0.3778],[1.0],[2.0],[2.0],[5.0],[-0.5964],[1.0],[2.0],[2.0],[6.0],[-0.644],[1.0],[2.0],[9.0],[7.0],[0.1983],[5.0],[2.0],[2.0],[7.0],[-0.7721],[1.0],[0.0],[7.0],[6.0],[0.2967],[4.0]
2.0,"[0.0, 5.0, 3.0]","[1.0, 1.0, 2.0]","[1.0, 3.0, 3.0]","[-4.5805, -1.6253, 0.3801]","[2.0, 3.0, 3.0]","[0.0, 3.0, 3.0]","[1.0, 1.0, 2.0]","[1.0, 3.0, 3.0]","[-4.499, -1.5055, 0.3697]","[2.0, 2.0, 3.0]","[0.0, 3.0, 3.0]","[3.0, 1.0, 2.0]","[1.0, 3.0, 3.0]","[-4.3712, -1.2146, 0.3398]","[2.0, 2.0, 3.0]","[0.0, 5.0, 3.0]","[1.0, 1.0, 2.0]","[1.0, 3.0, 3.0]","[-4.6068, -1.6583, 0.3829]","[2.0, 3.0, 3.0]","[0.0, 5.0, 3.0]","[2.0, 5.0, 2.0]","[2.0, 4.0, 3.0]","[-4.2855, -0.6284, 0.209]","[2.0, 2.0, 3.0]","[0.0, 5.0, 3.0]","[3.0, 5.0, 2.0]","[3.0, 4.0, 3.0]","[-4.4774, -0.3052, 0.1528]","[6.0, 2.0, 3.0]","[0.0, 5.0, 3.0]","[3.0, 5.0, 2.0]","[2.0, 4.0, 3.0]","[-4.9162, -0.5084, 0.4057]","[3.0, 2.0, 3.0]","[0.0, 5.0, 3.0]","[3.0, 5.0, 2.0]","[3.0, 4.0, 3.0]","[-4.9113, -0.5286, 0.4221]","[3.0, 2.0, 3.0]","[0.0, 5.0, 3.0]","[3.0, 5.0, 2.0]","[3.0, 3.0, 3.0]","[-4.3154, -0.3441, 0.4737]","[3.0, 2.0, 3.0]","[4.0, 5.0, 3.0]","[3.0, 5.0, 2.0]","[2.0, 3.0, 3.0]","[-3.3021, -0.2249, 0.7402]","[3.0, 2.0, 3.0]","[5.0, 0.0, 5.0]","[2.0, 5.0, 4.0]","[4.0, 4.0, 4.0]","[-0.4226, -0.3175, 1.7437]","[1.0, 2.0, 1.0]","[4.0, 0.0, 3.0]","[2.0, 6.0, 2.0]","[4.0, 4.0, 3.0]","[-0.5758, -0.0978, 1.9076]","[3.0, 2.0, 2.0]","[5.0, 0.0, 3.0]","[1.0, 5.0, 2.0]","[4.0, 4.0, 3.0]","[-1.5341, 0.0979, 1.0863]","[3.0, 2.0, 2.0]","[0.0, 4.0, 5.0]","[1.0, 6.0, 5.0]","[4.0, 4.0, 4.0]","[-0.5158, -0.0971, 1.4287]","[3.0, 2.0, 2.0]","[4.0, 0.0, 3.0]","[2.0, 5.0, 4.0]","[4.0, 4.0, 3.0]","[-0.9081, -0.1874, 1.7486]","[2.0, 2.0, 1.0]","[0.0, 4.0, 5.0]","[1.0, 6.0, 5.0]","[5.0, 4.0, 4.0]","[-0.7052, 0.0191, 0.0218]","[3.0, 2.0, 2.0]","[0.0, 0.0, 5.0]","[2.0, 5.0, 1.0]","[5.0, 4.0, 4.0]","[-0.209, -0.257, 0.9008]","[1.0, 2.0, 2.0]","[2.0, 5.0, 3.0]","[2.0, 5.0, 2.0]","[4.0, 4.0, 3.0]","[-1.0277, 0.0587, 1.1622]","[1.0, 2.0, 2.0]","[4.0, 0.0, 3.0]","[2.0, 5.0, 2.0]","[3.0, 3.0, 3.0]","[-1.478, -0.2367, 0.9033]","[2.0, 2.0, 2.0]","[5.0, 5.0, 3.0]","[3.0, 4.0, 2.0]","[5.0, 3.0, 3.0]","[0.157, -0.6794, 0.6933]","[1.0, 2.0, 2.0]","[3.0, 5.0, 5.0]","[1.0, 4.0, 1.0]","[3.0, 4.0, 3.0]","[0.4239, -0.6203, 0.8698]","[1.0, 2.0, 5.0]","[3.0, 0.0, 5.0]","[1.0, 4.0, 4.0]","[4.0, 4.0, 3.0]","[-0.1993, -0.6137, 0.8075]","[1.0, 2.0, 5.0]","[2.0, 2.0, 3.0]","[2.0, 4.0, 4.0]","[6.0, 4.0, 3.0]","[-0.1914, -0.1619, 1.6236]","[1.0, 2.0, 5.0]","[4.0, 2.0, 3.0]","[1.0, 4.0, 2.0]","[4.0, 3.0, 3.0]","[-0.0393, -0.6177, 0.6134]","[1.0, 2.0, 2.0]","[5.0, 0.0, 5.0]","[2.0, 5.0, 4.0]","[5.0, 4.0, 3.0]","[-0.1886, -0.0765, 1.5613]","[1.0, 2.0, 1.0]"
3.0,"[3.0, 0.0]","[2.0, 3.0]","[3.0, 4.0]","[-1.8071, -0.1303]","[3.0, 2.0]","[3.0, 0.0]","[2.0, 3.0]","[3.0, 4.0]","[-1.7142, -0.1509]","[3.0, 2.0]","[0.0, 0.0]","[2.0, 3.0]","[3.0, 4.0]","[-1.256, -0.2059]","[2.0, 2.0]","[3.0, 0.0]","[2.0, 3.0]","[3.0, 4.0]","[-1.8253, -0.1249]","[3.0, 2.0]","[2.0, 0.0]","[2.0, 3.0]","[4.0, 4.0]","[0.4644, -0.3397]","[2.0, 2.0]","[5.0, 0.0]","[1.0, 5.0]","[4.0, 5.0]","[0.4437, 0.1139]","[3.0, 2.0]","[5.0, 0.0]","[1.0, 4.0]","[4.0, 4.0]","[0.6965, 0.1869]","[3.0, 2.0]","[5.0, 0.0]","[4.0, 4.0]","[4.0, 5.0]","[0.8813, 0.1803]","[2.0, 2.0]","[5.0, 0.0]","[4.0, 5.0]","[4.0, 6.0]","[0.5415, 0.1713]","[1.0, 3.0]","[0.0, 0.0]","[2.0, 4.0]","[3.0, 6.0]","[0.0862, -0.6278]","[2.0, 2.0]","[5.0, 0.0]","[4.0, 2.0]","[6.0, 6.0]","[0.3046, 0.4555]","[3.0, 1.0]","[5.0, 0.0]","[4.0, 2.0]","[6.0, 6.0]","[0.3521, 0.5023]","[1.0, 1.0]","[0.0, 0.0]","[3.0, 5.0]","[6.0, 6.0]","[0.6964, 0.3819]","[1.0, 3.0]","[5.0, 2.0]","[3.0, 2.0]","[6.0, 6.0]","[-0.2477, 0.7703]","[1.0, 1.0]","[5.0, 0.0]","[4.0, 5.0]","[6.0, 6.0]","[0.5927, 0.3448]","[2.0, 1.0]","[0.0, 4.0]","[2.0, 2.0]","[6.0, 5.0]","[0.2297, 0.3434]","[4.0, 1.0]","[0.0, 0.0]","[4.0, 2.0]","[5.0, 6.0]","[0.2231, 0.7214]","[3.0, 2.0]","[0.0, 0.0]","[2.0, 5.0]","[6.0, 6.0]","[0.9806, 0.537]","[3.0, 3.0]","[3.0, 0.0]","[3.0, 5.0]","[4.0, 4.0]","[0.879, -1.1094]","[2.0, 2.0]","[0.0, 0.0]","[5.0, 5.0]","[7.0, 4.0]","[0.2978, 0.0551]","[3.0, 2.0]","[5.0, 0.0]","[3.0, 5.0]","[5.0, 7.0]","[0.4813, 0.5107]","[1.0, 1.0]","[5.0, 0.0]","[5.0, 5.0]","[7.0, 5.0]","[0.0899, -0.0145]","[3.0, 2.0]","[5.0, 0.0]","[1.0, 5.0]","[6.0, 4.0]","[-0.5115, 0.5849]","[2.0, 1.0]","[3.0, 0.0]","[2.0, 5.0]","[4.0, 4.0]","[-0.3034, -0.0684]","[1.0, 2.0]","[5.0, 0.0]","[1.0, 2.0]","[5.0, 6.0]","[0.0615, 1.0096]","[3.0, 1.0]"
4.0,"[0.0, 0.0]","[2.0, 2.0]","[2.0, 2.0]","[-0.4793, 0.0109]","[2.0, 3.0]","[0.0, 0.0]","[2.0, 2.0]","[2.0, 2.0]","[-0.4865, 0.0113]","[2.0, 3.0]","[0.0, 0.0]","[2.0, 2.0]","[2.0, 2.0]","[-0.5167, 0.01]","[2.0, 3.0]","[0.0, 0.0]","[2.0, 2.0]","[2.0, 2.0]","[-0.4778, 0.0107]","[2.0, 3.0]","[0.0, 5.0]","[2.0, 2.0]","[2.0, 2.0]","[-0.6794, -0.0105]","[2.0, 3.0]","[0.0, 5.0]","[2.0, 1.0]","[2.0, 2.0]","[-1.1405, -0.0651]","[2.0, 3.0]","[0.0, 0.0]","[2.0, 1.0]","[2.0, 2.0]","[-0.876, 0.0137]","[2.0, 3.0]","[0.0, 0.0]","[2.0, 1.0]","[2.0, 2.0]","[-0.8116, 0.0659]","[2.0, 3.0]","[0.0, 0.0]","[2.0, 2.0]","[2.0, 2.0]","[-1.1104, 0.1935]","[2.0, 3.0]","[2.0, 5.0]","[2.0, 1.0]","[3.0, 2.0]","[-2.3816, 0.7304]","[2.0, 1.0]","[4.0, 5.0]","[2.0, 1.0]","[3.0, 2.0]","[-0.7683, 0.6909]","[3.0, 1.0]","[4.0, 5.0]","[2.0, 1.0]","[3.0, 2.0]","[-1.3045, 0.5183]","[2.0, 1.0]","[0.0, 0.0]","[2.0, 1.0]","[2.0, 2.0]","[-1.139, 0.1637]","[2.0, 1.0]","[4.0, 5.0]","[2.0, 1.0]","[3.0, 3.0]","[-0.7678, 0.8217]","[2.0, 1.0]","[4.0, 5.0]","[2.0, 1.0]","[3.0, 2.0]","[-1.2761, 0.4628]","[2.0, 1.0]","[4.0, 5.0]","[2.0, 1.0]","[3.0, 3.0]","[-0.7118, 0.6117]","[3.0, 1.0]","[0.0, 5.0]","[2.0, 1.0]","[2.0, 3.0]","[-0.1534, 0.8797]","[3.0, 1.0]","[3.0, 5.0]","[2.0, 1.0]","[2.0, 2.0]","[-1.2262, 0.2019]","[2.0, 1.0]","[2.0, 5.0]","[2.0, 1.0]","[3.0, 2.0]","[-2.1766, 0.2628]","[2.0, 1.0]","[4.0, 0.0]","[2.0, 1.0]","[2.0, 2.0]","[-0.6445, 0.2134]","[2.0, 3.0]","[0.0, 5.0]","[2.0, 1.0]","[2.0, 2.0]","[-0.6385, 0.3359]","[2.0, 1.0]","[4.0, 5.0]","[2.0, 1.0]","[2.0, 2.0]","[-0.7521, 0.0612]","[2.0, 3.0]","[4.0, 0.0]","[2.0, 1.0]","[2.0, 2.0]","[-0.6486, 0.1712]","[2.0, 1.0]","[4.0, 0.0]","[2.0, 2.0]","[2.0, 2.0]","[-0.6923, 0.0443]","[2.0, 3.0]","[4.0, 5.0]","[2.0, 1.0]","[2.0, 2.0]","[-0.5501, 0.3174]","[2.0, 1.0]"
5.0,"[0.0, 5.0, 5.0]","[1.0, 3.0, 3.0]","[3.0, 4.0, 4.0]","[-2.5165, 1.1186, 0.215]","[3.0, 1.0, 3.0]","[0.0, 5.0, 5.0]","[1.0, 3.0, 3.0]","[3.0, 4.0, 4.0]","[-2.1311, 0.9573, 0.199]","[3.0, 1.0, 3.0]","[0.0, 3.0, 5.0]","[3.0, 3.0, 3.0]","[3.0, 4.0, 4.0]","[-1.6267, 0.6732, 0.1301]","[3.0, 1.0, 3.0]","[0.0, 5.0, 5.0]","[1.0, 3.0, 3.0]","[3.0, 4.0, 4.0]","[-2.6473, 1.1689, 0.2183]","[3.0, 1.0, 3.0]","[0.0, 3.0, 5.0]","[5.0, 3.0, 3.0]","[3.0, 4.0, 4.0]","[-1.5629, 0.3918, -0.267]","[3.0, 1.0, 1.0]","[3.0, 4.0, 3.0]","[5.0, 3.0, 1.0]","[4.0, 4.0, 4.0]","[-2.623, -0.0558, -0.8793]","[3.0, 3.0, 3.0]","[3.0, 4.0, 5.0]","[1.0, 2.0, 1.0]","[2.0, 4.0, 4.0]","[-3.8133, -0.2264, -0.5296]","[3.0, 3.0, 3.0]","[0.0, 4.0, 5.0]","[1.0, 2.0, 1.0]","[3.0, 4.0, 4.0]","[-3.999, -0.4338, -0.13]","[4.0, 2.0, 3.0]","[0.0, 5.0, 5.0]","[1.0, 2.0, 3.0]","[3.0, 7.0, 5.0]","[-3.6565, -0.3347, 0.337]","[5.0, 2.0, 1.0]","[5.0, 5.0, 5.0]","[1.0, 2.0, 3.0]","[3.0, 7.0, 5.0]","[-3.2994, -0.0065, 0.8541]","[3.0, 3.0, 1.0]","[3.0, 0.0, 5.0]","[3.0, 2.0, 3.0]","[4.0, 3.0, 4.0]","[-0.4471, -1.2328, -1.0594]","[2.0, 4.0, 3.0]","[4.0, 0.0, 5.0]","[3.0, 2.0, 3.0]","[4.0, 3.0, 4.0]","[0.5137, -1.5941, -1.0078]","[1.0, 4.0, 1.0]","[5.0, 0.0, 5.0]","[4.0, 2.0, 3.0]","[4.0, 3.0, 4.0]","[-1.8884, -0.1707, -0.5121]","[2.0, 3.0, 1.0]","[3.0, 0.0, 5.0]","[3.0, 2.0, 3.0]","[4.0, 3.0, 4.0]","[-0.5146, -1.2336, -1.1858]","[1.0, 3.0, 1.0]","[3.0, 0.0, 5.0]","[3.0, 2.0, 3.0]","[4.0, 3.0, 4.0]","[0.2206, -1.5343, -0.9398]","[1.0, 4.0, 1.0]","[3.0, 0.0, 5.0]","[3.0, 2.0, 3.0]","[3.0, 3.0, 4.0]","[-1.1451, -0.9066, -1.1855]","[3.0, 3.0, 1.0]","[4.0, 0.0, 5.0]","[4.0, 2.0, 3.0]","[4.0, 3.0, 4.0]","[-0.9103, -1.0699, -1.1683]","[4.0, 3.0, 3.0]","[5.0, 0.0, 5.0]","[4.0, 2.0, 3.0]","[3.0, 3.0, 4.0]","[-1.3601, -0.682, -0.9084]","[2.0, 3.0, 1.0]","[3.0, 5.0, 5.0]","[1.0, 2.0, 5.0]","[3.0, 3.0, 5.0]","[-3.0069, -0.948, 0.933]","[3.0, 2.0, 1.0]","[5.0, 0.0, 5.0]","[2.0, 2.0, 3.0]","[9.0, 3.0, 4.0]","[1.9588, -1.3001, -0.6534]","[2.0, 3.0, 3.0]","[5.0, 0.0, 0.0]","[3.0, 2.0, 3.0]","[3.0, 3.0, 4.0]","[-1.0162, 0.4055, -0.9741]","[1.0, 4.0, 3.0]","[5.0, 0.0, 0.0]","[3.0, 2.0, 3.0]","[5.0, 3.0, 4.0]","[-0.7267, -0.3275, -1.1397]","[3.0, 3.0, 3.0]","[4.0, 0.0, 5.0]","[1.0, 2.0, 3.0]","[2.0, 3.0, 4.0]","[-2.2973, -0.8066, -0.8798]","[1.0, 4.0, 3.0]","[5.0, 0.0, 0.0]","[3.0, 2.0, 3.0]","[5.0, 3.0, 4.0]","[1.007, -1.2199, -1.0751]","[4.0, 3.0, 3.0]","[4.0, 0.0, 5.0]","[1.0, 2.0, 3.0]","[3.0, 3.0, 4.0]","[-0.8315, -0.9517, -1.0801]","[3.0, 3.0, 3.0]"
6.0,"[0.0, 3.0]","[3.0, 2.0]","[3.0, 3.0]","[-0.2172, -1.1369]","[1.0, 2.0]","[0.0, 3.0]","[3.0, 2.0]","[3.0, 3.0]","[-0.2282, -1.2911]","[1.0, 2.0]","[5.0, 4.0]","[3.0, 3.0]","[3.0, 3.0]","[-0.2443, -1.3059]","[1.0, 1.0]","[0.0, 3.0]","[3.0, 2.0]","[3.0, 4.0]","[-0.2138, -1.0682]","[1.0, 2.0]","[5.0, 4.0]","[3.0, 3.0]","[3.0, 6.0]","[-0.2678, -0.843]","[2.0, 1.0]","[4.0, 0.0]","[3.0, 5.0]","[4.0, 6.0]","[-0.8029, -0.0042]","[2.0, 1.0]","[4.0, 3.0]","[3.0, 3.0]","[5.0, 6.0]","[-0.0407, 0.5916]","[2.0, 1.0]","[5.0, 3.0]","[3.0, 1.0]","[3.0, 4.0]","[0.5999, 1.114]","[2.0, 1.0]","[5.0, 3.0]","[1.0, 3.0]","[4.0, 3.0]","[1.0076, 1.2379]","[2.0, 4.0]","[0.0, 3.0]","[1.0, 2.0]","[3.0, 3.0]","[0.9324, 0.045]","[2.0, 4.0]","[0.0, 0.0]","[3.0, 2.0]","[3.0, 4.0]","[-0.4874, 0.7817]","[3.0, 4.0]","[3.0, 4.0]","[2.0, 2.0]","[4.0, 3.0]","[-0.1395, -0.0595]","[3.0, 2.0]","[3.0, 3.0]","[2.0, 2.0]","[3.0, 4.0]","[-0.9623, 1.0781]","[3.0, 2.0]","[3.0, 3.0]","[2.0, 2.0]","[4.0, 4.0]","[-0.5349, 2.574]","[3.0, 2.0]","[0.0, 3.0]","[2.0, 2.0]","[4.0, 4.0]","[-0.1898, 0.4357]","[3.0, 3.0]","[3.0, 3.0]","[2.0, 2.0]","[4.0, 4.0]","[-1.0539, 2.4174]","[3.0, 2.0]","[0.0, 0.0]","[3.0, 2.0]","[3.0, 4.0]","[-0.756, 0.8885]","[3.0, 2.0]","[3.0, 3.0]","[2.0, 2.0]","[3.0, 4.0]","[-1.1837, 1.298]","[3.0, 2.0]","[0.0, 3.0]","[2.0, 2.0]","[3.0, 4.0]","[0.0365, -1.7375]","[2.0, 4.0]","[0.0, 0.0]","[3.0, 4.0]","[4.0, 5.0]","[-0.3669, -1.2442]","[1.0, 1.0]","[0.0, 3.0]","[3.0, 1.0]","[3.0, 6.0]","[-0.619, 0.424]","[3.0, 1.0]","[0.0, 3.0]","[3.0, 1.0]","[4.0, 3.0]","[-0.4121, 0.8739]","[4.0, 2.0]","[0.0, 0.0]","[3.0, 2.0]","[3.0, 7.0]","[-0.6672, 1.1545]","[4.0, 1.0]","[0.0, 3.0]","[3.0, 1.0]","[4.0, 3.0]","[-0.2759, 1.5657]","[1.0, 2.0]","[0.0, 0.0]","[3.0, 2.0]","[3.0, 7.0]","[-0.8041, 0.9596]","[3.0, 2.0]"
