Dataseed	datadirname	use_training_form	binning	ignore_last_minutes	moving_average	regression_window_in_minutes	regression_step_in_minutes	# insts (TRAIN)	# insts (TEST)	T(entropy,1,100.0,0.001)MAE	T(entropy,1,100.0,0.001)RMSE	T(entropy,1,100.0,0.001)n_nodes	T(entropy,1,100.0,0.001)n_leaves	T(entropy,1,100.0,0.001)height	T(entropy,1,100.0,0.001)modal_height	T(entropy,1,100.0,0.001)t	T(entropy,1,100.0,0.001)hash	T(entropy,1,50.0,0.001)MAE	T(entropy,1,50.0,0.001)RMSE	T(entropy,1,50.0,0.001)n_nodes	T(entropy,1,50.0,0.001)n_leaves	T(entropy,1,50.0,0.001)height	T(entropy,1,50.0,0.001)modal_height	T(entropy,1,50.0,0.001)t	T(entropy,1,50.0,0.001)hash	T(entropy,1,10.0,0.001)MAE	T(entropy,1,10.0,0.001)RMSE	T(entropy,1,10.0,0.001)n_nodes	T(entropy,1,10.0,0.001)n_leaves	T(entropy,1,10.0,0.001)height	T(entropy,1,10.0,0.001)modal_height	T(entropy,1,10.0,0.001)t	T(entropy,1,10.0,0.001)hash	T(entropy,1,1.0,0.001)MAE	T(entropy,1,1.0,0.001)RMSE	T(entropy,1,1.0,0.001)n_nodes	T(entropy,1,1.0,0.001)n_leaves	T(entropy,1,1.0,0.001)height	T(entropy,1,1.0,0.001)modal_height	T(entropy,1,1.0,0.001)t	T(entropy,1,1.0,0.001)hash	T(entropy,1,0.0,0.001)MAE	T(entropy,1,0.0,0.001)RMSE	T(entropy,1,0.0,0.001)n_nodes	T(entropy,1,0.0,0.001)n_leaves	T(entropy,1,0.0,0.001)height	T(entropy,1,0.0,0.001)modal_height	T(entropy,1,0.0,0.001)t	T(entropy,1,0.0,0.001)hash	T(entropy,1,0.01,0.001)MAE	T(entropy,1,0.01,0.001)RMSE	T(entropy,1,0.01,0.001)n_nodes	T(entropy,1,0.01,0.001)n_leaves	T(entropy,1,0.01,0.001)height	T(entropy,1,0.01,0.001)modal_height	T(entropy,1,0.01,0.001)t	T(entropy,1,0.01,0.001)hash	T(entropy,1,0.001,0.001)MAE	T(entropy,1,0.001,0.001)RMSE	T(entropy,1,0.001,0.001)n_nodes	T(entropy,1,0.001,0.001)n_leaves	T(entropy,1,0.001,0.001)height	T(entropy,1,0.001,0.001)modal_height	T(entropy,1,0.001,0.001)t	T(entropy,1,0.001,0.001)hash	RF(0.7,50,half,all)MAE	RF(0.7,50,half,all)RMSE	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_trees	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² MAE	RF(0.7,50,half,all)σ² RMSE	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_trees	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	RF(0.7,100,half,all)MAE	RF(0.7,100,half,all)RMSE	RF(0.7,100,half,all)oob_error	RF(0.7,100,half,all)n_trees	RF(0.7,100,half,all)n_nodes	RF(0.7,100,half,all)σ² MAE	RF(0.7,100,half,all)σ² RMSE	RF(0.7,100,half,all)σ² oob_error	RF(0.7,100,half,all)σ² n_trees	RF(0.7,100,half,all)σ² n_nodes	RF(0.7,100,half,all)t	RF(0.7,100,half,all)hash	
1	Siemens-Data-Measures	stump_with_memoization	nothing	10	(4,4)	60	10	1656	5520	11.499557165861509	12.582691631401143	1	1	0	0	19.683	2d8e1371a1efc31709ea50dd612118db05d9e45f407039f15c242302946dfb38	11.499557165861509	12.582691631401143	1	1	0	0	11.879	2d8e1371a1efc31709ea50dd612118db05d9e45f407039f15c242302946dfb38	11.499557165861509	12.582691631401143	1	1	0	0	12.171	2d8e1371a1efc31709ea50dd612118db05d9e45f407039f15c242302946dfb38	11.499557165861509	12.582691631401143	1	1	0	0	12.602	2d8e1371a1efc31709ea50dd612118db05d9e45f407039f15c242302946dfb38	11.526932367149758	12.754754646917434	3311	1656	11	11	1074.588	7224fa757cd1d29772f5e001bad676dc109d2bc1bfa4a939f38fa63298f3ec70	11.499557165861509	12.582691631401143	1	1	0	0	13.497	2d8e1371a1efc31709ea50dd612118db05d9e45f407039f15c242302946dfb38	11.499557165861509	12.582691631401143	1	1	0	0	13.286	2d8e1371a1efc31709ea50dd612118db05d9e45f407039f15c242302946dfb38	11.504715217391304	12.630679689955787	0.0	5000.0	8.33688e6	0.00041527384000355605	0.00046417835670836086	0.0	0.0	2.20892e6	0.0	("6a5f6902ac9ba33057ac57007821ec3d3bb2539bffbdaa32b8a0f595c8e92f3f", "bab84744af69aeeb849c17e0049856606464e2176a6935bb239b9f40eb39c53f", "98033a0276b861e71ae7f5a108ae91ef8d160b40337455cca0d3a5bf7758f88d", "45df0d06229e58312a25d52bc1a2b5a3c8e4fda4898607067d8c678b539ee2c9", "19f38a0010dab6d4fcdd6b5c6302ca0153184d8c7e987353cf4e0f3a282446a1")	11.507717089371981	12.634422874478593	NaN	10000.0	1.668068e7	0.00011998944786489708	0.00011599855058650797	NaN	0.0	5.46692e6	19291.219	("270fb7a4fb771c11f43bcae12d516e6a5cbfff91f2998dc2ab767de1e24f80fa", "f019bb9e677298a5bb30326ace4bb60184d539e44b37c26ffe268d1a53805705", "6b08654817b40cfd704d314e57ef5f0ce5e8b4497f0c40fcab6115ae7752aead", "4454f0673544527c8314dbf478a5af5c122318bfa8050b298b95b1587a4e18ea", "859d3c679b94cb75a2f3580a9397e81b2cb80aae653badd1e1a63f18208c5072")	
