Dataseed	minfreq	base_freq	base_freq_min	base_freq_max	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_ver_n_task_use_aug_dataset_dir_preprocess	nbands	wintime_steptime_dataset_kwargs	use_full_mfcc	test_operators	ontology	# insts (TRAIN)	# insts (TEST)	class_counts (TRAIN)	class_counts (TEST)	n_features	channel_size	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)train_accuracy	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)macro_sensitivity	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² train_accuracy	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	
1	20	autocor	200	600	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	95.92	34.78	67.39	67.39	63.04	71.74	69.05	66.0	65.91	77	5.484	ff0bc026768452d6b27bf411902437195b3aecfc39994c2c810144e7eb2c6e77	85.05	52.17	76.09	76.09	69.57	82.61	80.0	73.08	74.42	25	3.081	0f15d14bbf0bd883a642b4709ea276aa5201171fd259698350a8d8164a4885cd	78.26	50.0	75.0	75.0	63.04	86.96	82.86	70.18	71.6	9	1.937	1fcef5eebff46aafe9a6d64c0f8ae20d5dd4b085e44b3e628874c34edfff696e	94.57	30.43	65.22	65.22	63.04	67.39	65.91	64.58	64.44	65	4.229	85b8bfb4875aad189f67029e03b320e4b998b3f0c16a29a671de5805b1678b7e	85.6	52.17	76.09	76.09	69.57	82.61	80.0	73.08	74.42	27	3.021	9c667deef482641e3d6be87b25f639bf6f8c619a38823b7c85261c2430266316	78.26	50.0	75.0	75.0	63.04	86.96	82.86	70.18	71.6	9	1.937	1fcef5eebff46aafe9a6d64c0f8ae20d5dd4b085e44b3e628874c34edfff696e	99.46	45.22	72.61	72.61	63.48	81.74	77.85	69.14	69.85	23.8	282280.0	0.0	0.15	0.04	0.04	0.1	0.2	0.13	0.02	0.04	0.01	128720.0	84.777	("82d432134e97724d0cd02c1febf05c94cdae4cae90cb3386027b143be4f694c2", "6e204bdc823dca455bc0df76d630f89d4e4773485594f313021efcb11d4ab325", "05ca45cb78cc8ff01345483835174d59e6021fccaf8222953a4e96c8d4efddf9", "ee777e5925ca8533470d3fe534f6873300e9817bcd70617af3d98de774a171de", "2e7f689b042d32e2f0e97d76593cc18e4aa648a09a44fa6767cbd8068ed3973d")	
2	20	autocor	200	600	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	97.01	41.3	70.65	70.65	73.91	67.39	69.39	72.09	71.58	69	3.841	7f88477640be3d96b583c4ea35da0521195683a0d24a70278f145e6ea1b2120e	88.59	41.3	70.65	70.65	82.61	58.7	66.67	77.14	73.79	39	3.705	c5e2a50a3480c64946314bb677c930e481688b1f930b8dc396df11db1aff9340	82.61	45.65	72.83	72.83	78.26	67.39	70.59	75.61	74.23	21	3.082	6e4f5d72681a5db03847451d07feb6c1ac206b8576d21bc69532474686ddbf42	94.57	34.78	67.39	67.39	71.74	63.04	66.0	69.05	68.75	59	3.247	a3d52e1f3942b44d18aa71d87acdfdac93f7dbd41b85342f1351dfbb9c63e89e	87.5	36.96	68.48	68.48	82.61	54.35	64.41	75.76	72.38	35	3.502	036022dbe8b54bb184056a5b1b38076f3d2b2b889d816a32d02a0f008933c708	82.61	45.65	72.83	72.83	78.26	67.39	70.59	75.61	74.23	21	2.984	6e4f5d72681a5db03847451d07feb6c1ac206b8576d21bc69532474686ddbf42	99.62	54.78	77.39	77.39	72.17	82.61	80.54	74.84	76.12	27.55	290560.0	0.0	0.46	0.11	0.11	0.17	0.07	0.11	0.12	0.14	0.02	186680.0	94.45	("5fe2cc1b9c6c5e2576df9b24b2cbecfb38872d03d724894c070ac6e3120b3206", "1078a224a20b30618a9f6aa3bdd8083f1620dc43c33b4f2a40c1a685a5d8ad0b", "a3624b04cd72c8e59fd59e88a28641ab06a1c5bc9c563af15eb662b78fd8e6eb", "a0e32e88f36ae35ddf78110bcab0fb233ea4dc4a19d639bd894cf1b2fa7a6dc6", "92ef5ba7d9b37258a23b8a976cf1043a028213bdb0cce3de5c39a55f4017ca89")	
3	20	autocor	200	600	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	93.75	54.35	77.17	77.17	73.91	80.43	79.07	75.51	76.4	57	3.693	352c794d7be0658dd205fef9515ad0e473dbcd3c644f38364b15adcb4ca9fd02	87.77	54.35	77.17	77.17	78.26	76.09	76.6	77.78	77.42	33	3.576	8254963f7c5da6841c65472bb84e407c6bf5a00de4110118c5d0d939fbcd70f2	78.53	50.0	75.0	75.0	63.04	86.96	82.86	70.18	71.6	9	1.866	a66da6bc6d7de14dee2dad30673a3ea3c06a6f41e25009f7713fe425de7a5733	92.39	45.65	72.83	72.83	69.57	76.09	74.42	71.43	71.91	55	3.369	bc168981a03526dc294eb3fc9b0939f77887cabdf37d0566450f814c17445f1f	87.23	54.35	77.17	77.17	76.09	78.26	77.78	76.6	76.92	33	3.499	3dfc35a79b01a1a80a2b9b6c61d240f36c334dbadadd1c9cc770ffdd68e4b11f	78.53	50.0	75.0	75.0	63.04	86.96	82.86	70.18	71.6	9	1.864	a66da6bc6d7de14dee2dad30673a3ea3c06a6f41e25009f7713fe425de7a5733	99.29	44.78	72.39	72.39	70.87	73.91	73.48	71.69	72.01	25.38	281880.0	0.0	0.65	0.16	0.16	0.16	0.64	0.31	0.11	0.11	0.01	197120.0	83.814	("c609304e64b54c80c586a48b2a640db926c314dc7ae0e62ec646efa197ba0cf0", "1c28167ef9a77681bfed24f721098e3a6691d1f4e95444db7dd7af608dc95a2e", "86727a0453d3631e6f1fb8008b6926d70914d30f31bef4d138db269ef2c061fa", "88622a5339fad3fc71648ea7a99ccba09845c9c881fe3e44f26247e03b80308f", "1be0a47ba24869c17ed85a5fca2c0211258e821c899332f642d33b7620d9e105")	
4	20	autocor	200	600	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	93.75	45.65	72.83	72.83	73.91	71.74	72.34	73.33	73.12	59	3.614	e0c517a60fefef6008984217cedaa54cd192ad2d189c22b2ff055b5f947e359e	86.41	50.0	75.0	75.0	73.91	76.09	75.56	74.47	74.73	25	3.259	a3dc9c6f72fee284ae121dcb4da13d42fdbba9e62f066fc772ac50e629252593	82.07	26.09	63.04	63.04	60.87	65.22	63.64	62.5	62.22	17	2.854	bcd72f293e2ad951e8bec5361354c6bbd97595c59a4e75524234b08cb2d6ab0b	92.12	47.83	73.91	73.91	78.26	69.57	72.0	76.19	75.0	53	3.694	ab3a5b7b0bba0547664ad06bbcf98c15254308628e2ed29f357edcc96b2b210c	86.14	45.65	72.83	72.83	76.09	69.57	71.43	74.42	73.68	25	3.034	da52aed7c3d48ede6c1c4d1e53060eb296abdb2048332786c0ea24c217d35772	82.07	26.09	63.04	63.04	60.87	65.22	63.64	62.5	62.22	17	2.902	bcd72f293e2ad951e8bec5361354c6bbd97595c59a4e75524234b08cb2d6ab0b	99.57	48.26	74.13	74.13	70.43	77.83	76.17	72.52	73.12	25.49	274600.0	0.0	0.03	0.01	0.01	0.09	0.13	0.05	0.02	0.01	0.02	210400.0	79.291	("0c5459477062d1a6df7fbc16ab6b2421b5b329ec5ca96ff901ed1f5da3faf1bb", "67a472510a9baf90578d35b0318e4ec5fa8aa0d39fe939bae3604c9f999620e6", "5bb22e2be15ff5384b6016e202966ffb828586210fc705a01b0c50cf2435c238", "7f8699a7521c33e5cbe038aed9fe8418d3649677e429da8d4aa71f9df1939da1", "5e82af061ffb7648f6727a89762990a939ee47282373214ea5783e40557fd433")	
5	20	autocor	200	600	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	91.58	43.48	71.74	71.74	80.43	63.04	68.52	76.32	74.0	47	3.578	532c6aed69e2237b005e76691c729426daa49a9a20a0b6cd5bfef56cedc2bf4d	89.4	41.3	70.65	70.65	80.43	60.87	67.27	75.68	73.27	41	3.605	7796ea8015ef854a8b0e2b56cafce9561fceef74c13f7fa09bd6f53dc9520ac5	80.98	47.83	73.91	73.91	73.91	73.91	73.91	73.91	73.91	15	2.559	6bfcf43be960706547ba5ddecadfcd398c7d4548cddcf65e64686b00bfef70ce	90.49	43.48	71.74	71.74	80.43	63.04	68.52	76.32	74.0	41	3.481	776c0b4e59b28a1fe53e8f23ee883228fc127929ca12f3a42939f2441b605c29	88.32	41.3	70.65	70.65	80.43	60.87	67.27	75.68	73.27	37	3.681	ae1725e056ae6f6ec6256ede83da1293562935b3de131321095438b28522a6fc	80.98	47.83	73.91	73.91	73.91	73.91	73.91	73.91	73.91	15	2.454	6bfcf43be960706547ba5ddecadfcd398c7d4548cddcf65e64686b00bfef70ce	99.24	50.43	75.22	75.22	79.13	71.3	73.48	77.34	76.17	25.11	285720.0	0.0	0.25	0.06	0.06	0.04	0.2	0.1	0.04	0.04	0.01	35120.0	78.134	("f7b36f8ef4cd27a8b8b9a694eff3ddc25b11543db4329ce3ce493b8848b5ce02", "d2cafc3a0f9715aa222145d638f7829d4d5baa44a0a044ed960cf7e17fa2e354", "f9d7e636b2a8f82f772952cd166c29645f3410962da878980b92a04b2754c2ba", "2a09805fcc0177193bf397113403b63a091248d87618ec975094673742684b14", "7eaa359609b13ac101498e1b2c0a15c1fe113b59660372c76f5140d26a71aa04")	
6	20	autocor	200	600	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	94.84	58.7	79.35	79.35	78.26	80.43	80.0	78.72	79.12	71	3.848	c628b46b6f9e4b61185204988a59b3ee2bf0720b7aedc8501d6480013595f2d3	85.6	60.87	80.43	80.43	76.09	84.78	83.33	78.0	79.55	33	3.524	546dae89fe1722bf86fd563124e9b975796fa728a8759156412b48e8706ff567	82.34	63.04	81.52	81.52	78.26	84.78	83.72	79.59	80.9	19	3.103	5216525d8140af08d7788e33dd06e4c3fb1dc17d75adad3f9bf31b4d8e8ef40b	93.21	47.83	73.91	73.91	69.57	78.26	76.19	72.0	72.73	63	3.827	794800af45c055c0afdfd0cee1cdb01136cb1b0b0efe28595c651f8e28fda9db	85.05	63.04	81.52	81.52	78.26	84.78	83.72	79.59	80.9	29	3.462	69089584c8ffd61c907d365dc11a5946608bf22b064b385e7ef515d2c1d1f8d4	82.34	63.04	81.52	81.52	78.26	84.78	83.72	79.59	80.9	19	3.056	5216525d8140af08d7788e33dd06e4c3fb1dc17d75adad3f9bf31b4d8e8ef40b	99.51	58.7	79.35	79.35	76.96	81.74	81.01	78.08	78.85	27.12	287480.0	0.0	0.17	0.04	0.04	0.11	0.23	0.15	0.05	0.04	0.01	53920.0	87.731	("8e53ae86edf89473512e216591054351ff5311ad6be9b88e9b2f552bd54b326b", "32fe0e5bf96289992f1a922834d454565bc355dabcfd257139adb6f6518a7163", "b00abbda16172126619beb2edfff642a7101cd3d5a2439290e91e26042921302", "f3b25b9d65abc95567631ee5c9840819ae030424d345af0b284f28ea2af8ee68", "51dd01520c60557c5cb0d3aef8bf5911e7fbb30e284fbabd6ac018430585cf0f")	
7	20	autocor	200	600	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	94.84	36.96	68.48	68.48	63.04	73.91	70.73	66.67	66.67	55	4.911	40a93f24b9ba7c7e4c20d6f16e20a97f8a264442ae02bb87e3ac1cbabfa676f4	86.96	45.65	72.83	72.83	65.22	80.43	76.92	69.81	70.59	31	4.931	4161a91cb58f72138307c06f36e80f7d856574c7c93781c67431444799684eba	80.98	39.13	69.57	69.57	56.52	82.61	76.47	65.52	65.0	21	4.442	761e4b4d5ffa80c12bd713184e2e3f629e00c49b04b6367bbed16a9ee411b895	92.39	43.48	71.74	71.74	65.22	78.26	75.0	69.23	69.77	47	4.955	01b55d9bcedc897f503e37d22b41eddb3c761dbb0f63b83eeb00a50464721a65	86.41	47.83	73.91	73.91	67.39	80.43	77.5	71.15	72.09	29	4.911	d5ac9c128fe19a7c60fc2da95690770f59d7a8df07e0f89c1ec85e1340756bcb	80.98	41.3	70.65	70.65	58.7	82.61	77.14	66.67	66.67	21	4.459	254971748c18261ec6e526c6ee81662cb2528d00c6a54c6da2dea2e567b5a085	99.46	46.52	73.26	73.26	59.13	87.39	82.52	68.15	68.84	25.65	281600.0	0.0	0.13	0.03	0.03	0.08	0.08	0.1	0.02	0.05	0.02	131800.0	85.303	("7668f44919af9d53a7702498f974be0febe1862f9b7d103961566de23203bf13", "02bb51f0f7b18a1e057f32c9882690a237ad5a53f614c8249b8953fa3059b0db", "d7d0f8919d5687775a0ce267c9727494493367c2f3a67946a46d48d69b8de20c", "22ee2708e9035d3cd23d52f562b421544126baf78a58a955564b054a0c1cf697", "d5ff2d18c4e37496bcb2559eaed1481a7b81cf743739dbfe2fa2ac8a1a3f347f")	
8	20	autocor	200	600	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	94.57	52.17	76.09	76.09	73.91	78.26	77.27	75.0	75.56	63	3.815	fed5364885e6e1bb0f408f33d79629439088db1ce32a7ad9cef030cd6121201e	91.58	54.35	77.17	77.17	76.09	78.26	77.78	76.6	76.92	49	3.777	3dbd5efb4faeb39164107983ed3df99fc0cd5236ac043fe4778f33635efc2bff	85.6	60.87	80.43	80.43	71.74	89.13	86.84	75.93	78.57	27	3.341	bd08fe28b1c598b04570c52b901e362bc0058fc04b49b84df52758e69da60ee2	92.93	52.17	76.09	76.09	73.91	78.26	77.27	75.0	75.56	53	3.855	79fdaec7a71a9383ff7414e5fc6287bce5a735ac6a47c396bef1ca3c91f5d86d	90.76	54.35	77.17	77.17	76.09	78.26	77.78	76.6	76.92	43	3.629	a1e943c2cce4289c28ac590a6a8a1692e118fa5b15910eefde0b89e570635aed	85.33	60.87	80.43	80.43	71.74	89.13	86.84	75.93	78.57	27	3.289	76f51feb42f6aaa4a9446faec18ccdc6d6181a6240bb5e96f90983b920ada3d9	99.4	68.26	84.13	84.13	76.09	92.17	90.74	79.5	82.69	24.46	276560.0	0.0	0.13	0.03	0.03	0.19	0.04	0.04	0.08	0.06	0.02	191680.0	78.361	("8c74a9f293c661a702cbc7b198f4cd44029e5a9317f5f4e6e05f92095c1d3b1a", "2ca814042c4a151fccae8e146a0d6d549f5ded1c563f8890373bfdd24ab40238", "ab7394d145f88bf368180f624f9e16af3e45cc52926a149a483c340926cf4ef5", "61fae58ef6477b1414db1e8114eedef2b841586d3f91db5b87f8a5a36d90c29a", "b268182dbe1ac8c28424c191124431d9824acc076fffe309ebcc1431c7478f55")	
9	20	autocor	200	600	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	93.48	43.48	71.74	71.74	71.74	71.74	71.74	71.74	71.74	51	3.173	b8c21ab30ad7f03897a8a03ce23025e27eba816b14ac0dba17846c8ba9488983	88.32	47.83	73.91	73.91	73.91	73.91	73.91	73.91	73.91	39	3.429	8271838c46a6f4a26a429d3603c7887c8275d72d6b8a4e44a31e87173c8761fb	85.87	50.0	75.0	75.0	76.09	73.91	74.47	75.56	75.27	31	3.223	4fb65071320297ecc64a9eee22091069724aa81ea6ce6b51558bc07e3402b0c5	92.66	41.3	70.65	70.65	73.91	67.39	69.39	72.09	71.58	51	3.284	b67c4a809f37aab845ea75d466a14e1b3fa7ab6ef2b68f4b5f9f5542f1a74501	87.5	47.83	73.91	73.91	73.91	73.91	73.91	73.91	73.91	37	3.298	4aad65d05812b181062f32bb1d51d578ab95a254a042c45c836f99fe7c981b27	85.87	50.0	75.0	75.0	76.09	73.91	74.47	75.56	75.27	31	3.203	4fb65071320297ecc64a9eee22091069724aa81ea6ce6b51558bc07e3402b0c5	99.57	49.57	74.78	74.78	70.0	79.57	77.43	72.62	73.52	23.7	280120.0	0.0	0.25	0.06	0.06	0.06	0.09	0.09	0.05	0.06	0.04	140520.0	80.449	("e68bab989a42e16f0fe816d014c34a883b534380ae23491121371a1015b22a32", "54c59cfa931fb56cec0261138b5d7d760b116063ea25cce732677ac49189df2a", "4ebf463e8ac94f5051e3122725659443f955ca9d6644e8c8bf8c4c7d645a73eb", "32784d3c5a0768cd26ec6001be07a22fcf03285c2ce43cd634b0848663648b61", "f1d8ea10a9565bef2d7e1c3febe72b55d384e8c58150165be50ac1f1405413d0")	
10	20	autocor	200	600	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	95.38	56.52	78.26	78.26	78.26	78.26	78.26	78.26	78.26	63	4.204	9d680a5788cd801ed6d3eb26aad1d48c187b3bda40bfe5318ca2eca050b730f2	91.3	56.52	78.26	78.26	80.43	76.09	77.08	79.55	78.72	49	4.294	35813dc3dadd60beccef6935a97c7f019868c5b825befcc427ff4a75f941ee99	88.86	58.7	79.35	79.35	80.43	78.26	78.72	80.0	79.57	41	4.108	f3b1b7c3953207072ffa463944f0471adc81705b4aa784f1e602af3cb90cb78d	93.75	56.52	78.26	78.26	78.26	78.26	78.26	78.26	78.26	59	4.134	295b5485d5ecdec86fa6ba2b4990e7ff33a6ce484c163664ea97e41fe491f89f	90.22	56.52	78.26	78.26	80.43	76.09	77.08	79.55	78.72	47	4.111	718cc26349e6ff86df04371b50c281b59ca7161eba0d4460148c087659fae1c4	88.86	58.7	79.35	79.35	80.43	78.26	78.72	80.0	79.57	41	4.13	f3b1b7c3953207072ffa463944f0471adc81705b4aa784f1e602af3cb90cb78d	99.67	61.3	80.65	80.65	83.48	77.83	79.04	82.49	81.19	27.39	288240.0	0.0	0.17	0.04	0.04	0.04	0.08	0.05	0.04	0.04	0.03	148480.0	85.281	("7d94afbe7087619cb92623f7c95dca9bdf0fe7a81903a483dc78fb4090057131", "3a4a193951160a4e52b0586307a5476a0608630dde774bfd28e2387967ff7c22", "d1647e3a81cafebab2c9f657811992822afb034f010a01f5fa9f13887572f7bb", "ccee77e68f8e061f9419bec7cd009101ebb5099393046c08ff327f1e9260fcdd", "e49ffcdf088f2de8028f0836a6d033c50b73076e1220330ed5b29adf7508046f")	
1	20	fft	300	600	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	368	92	(184, 184)	(46, 46)	[60]	[(3,)]	95.92	34.78	67.39	67.39	63.04	71.74	69.05	66.0	65.91	77	5.433	31cdc939914ff6a7d7ddcfd1eba00f34040dc79e3921c36d93f5675384d4edba	85.05	52.17	76.09	76.09	69.57	82.61	80.0	73.08	74.42	25	2.963	8404f3506c35e9a186634e8371999e267a8599309c152790e79daac333f38c4e	78.26	50.0	75.0	75.0	63.04	86.96	82.86	70.18	71.6	9	2.036	133f991a569a4e5c8bed1357b137b8c8e4a61a2f3487087b7eea1e03ae2eb239	94.57	30.43	65.22	65.22	63.04	67.39	65.91	64.58	64.44	65	4.162	76f9fbf26265cb55d6032c53975ca8352dd131c2c4d1e8962e64b4e4051b19d0	85.6	52.17	76.09	76.09	69.57	82.61	80.0	73.08	74.42	27	3.058	ae630e47fd449194b4b78b5e71d5aad9a54da3317c07ce2dc920f9cc9b3d521e	78.26	50.0	75.0	75.0	63.04	86.96	82.86	70.18	71.6	9	1.87	133f991a569a4e5c8bed1357b137b8c8e4a61a2f3487087b7eea1e03ae2eb239	99.46	45.22	72.61	72.61	63.48	81.74	77.85	69.14	69.85	23.8	282440.0	0.0	0.15	0.04	0.04	0.1	0.2	0.13	0.02	0.04	0.02	123080.0	84.527	("6c027ab951430467c9fb6527983a685bc8b247c70a61c258128d37146cf0edc4", "f415d57dc34329b97aefd1dda1d0c9029f499b92dea24bfa65cae21603d43f24", "d416cdc2671b19c4e04ac4ec824a426cf606841a28db6b01be5db315169c9f8e", "abcfd82f29b3190b47b2a3b4fb4b0132eb1796c1fe3df7001482381c142c0460", "38203dfd2c1d16d6896cb72e21c2e223d158400dea6a4a7bc5b7e2ddee54d5f9")	
