class_names,EEG_B2-TR,EEG_B2-FM,EEG_B2-FMAI,EEG_B2-C,EEG_B2-LP,EEG_B3-TR,EEG_B3-FM,EEG_B3-FMAI,EEG_B3-C,EEG_B3-LP,EEG_B4-TR,EEG_B4-FM,EEG_B4-FMAI,EEG_B4-C,EEG_B4-LP,EEG_B1-TR,EEG_B1-FM,EEG_B1-FMAI,EEG_B1-C,EEG_B1-LP,EEG_B5-TR,EEG_B5-FM,EEG_B5-FMAI,EEG_B5-C,EEG_B5-LP,EEG_B6-TR,EEG_B6-FM,EEG_B6-FMAI,EEG_B6-C,EEG_B6-LP,EEG_B7-TR,EEG_B7-FM,EEG_B7-FMAI,EEG_B7-C,EEG_B7-LP,EEG_B8-TR,EEG_B8-FM,EEG_B8-FMAI,EEG_B8-C,EEG_B8-LP,EEG_B9-TR,EEG_B9-FM,EEG_B9-FMAI,EEG_B9-C,EEG_B9-LP,EEG_B24-TR,EEG_B24-FM,EEG_B24-FMAI,EEG_B24-C,EEG_B24-LP,EEG_B23-TR,EEG_B23-FM,EEG_B23-FMAI,EEG_B23-C,EEG_B23-LP,EEG_B19-TR,EEG_B19-FM,EEG_B19-FMAI,EEG_B19-C,EEG_B19-LP,EEG_B10-TR,EEG_B10-FM,EEG_B10-FMAI,EEG_B10-C,EEG_B10-LP,EEG_B20-TR,EEG_B20-FM,EEG_B20-FMAI,EEG_B20-C,EEG_B20-LP,EEG_B25-TR,EEG_B25-FM,EEG_B25-FMAI,EEG_B25-C,EEG_B25-LP,EEG_B26-TR,EEG_B26-FM,EEG_B26-FMAI,EEG_B26-C,EEG_B26-LP,EEG_B27-TR,EEG_B27-FM,EEG_B27-FMAI,EEG_B27-C,EEG_B27-LP,EEG_B35-TR,EEG_B35-FM,EEG_B35-FMAI,EEG_B35-C,EEG_B35-LP,EEG_B13-TR,EEG_B13-FM,EEG_B13-FMAI,EEG_B13-C,EEG_B13-LP,EEG_B15-TR,EEG_B15-FM,EEG_B15-FMAI,EEG_B15-C,EEG_B15-LP,EEG_B36-TR,EEG_B36-FM,EEG_B36-FMAI,EEG_B36-C,EEG_B36-LP,EEG_B17-TR,EEG_B17-FM,EEG_B17-FMAI,EEG_B17-C,EEG_B17-LP,EEG_B29-TR,EEG_B29-FM,EEG_B29-FMAI,EEG_B29-C,EEG_B29-LP,EEG_B21-TR,EEG_B21-FM,EEG_B21-FMAI,EEG_B21-C,EEG_B21-LP,EEG_B28-TR,EEG_B28-FM,EEG_B28-FMAI,EEG_B28-C,EEG_B28-LP
0.0,"[-2.5406, 0.1384, -1.2249]","[5.0, 1.0, 1.0]","[3.0, 3.0, 1.0]","[1.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[-2.4742, 0.1252, -1.2888]","[5.0, 1.0, 1.0]","[3.0, 3.0, 1.0]","[1.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[-2.2882, 0.0864, -1.4582]","[5.0, 1.0, 1.0]","[3.0, 3.0, 1.0]","[1.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[-2.5563, 0.1419, -1.2077]","[1.0, 1.0, 1.0]","[3.0, 3.0, 3.0]","[1.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[-1.9721, -0.1074, -1.9289]","[5.0, 1.0, 1.0]","[3.0, 1.0, 3.0]","[1.0, 2.0, 2.0]","[3.0, 2.0, 2.0]","[-1.8914, -0.1672, -2.0008]","[5.0, 1.0, 1.0]","[3.0, 1.0, 3.0]","[1.0, 2.0, 2.0]","[3.0, 2.0, 2.0]","[-2.0461, 0.0598, -1.0831]","[5.0, 1.0, 1.0]","[1.0, 3.0, 3.0]","[1.0, 2.0, 2.0]","[3.0, 2.0, 2.0]","[-2.2061, 0.0248, -1.0427]","[5.0, 1.0, 1.0]","[3.0, 1.0, 1.0]","[1.0, 2.0, 2.0]","[3.0, 2.0, 2.0]","[-2.3479, -0.1587, -1.2656]","[5.0, 1.0, 1.0]","[3.0, 3.0, 1.0]","[1.0, 2.0, 2.0]","[3.0, 2.0, 2.0]","[-2.505, 0.953, -1.9876]","[5.0, 1.0, 1.0]","[3.0, 3.0, 3.0]","[1.0, 2.0, 2.0]","[2.0, 3.0, 2.0]","[-2.4984, 0.0545, -2.3312]","[5.0, 1.0, 1.0]","[3.0, 3.0, 3.0]","[1.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[-2.3859, 0.0361, -2.6193]","[5.0, 1.0, 1.0]","[1.0, 3.0, 3.0]","[1.0, 2.0, 2.0]","[3.0, 2.0, 2.0]","[-2.485, -0.781, -2.2918]","[5.0, 1.0, 1.0]","[3.0, 1.0, 3.0]","[1.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[-2.3208, 0.3443, -2.3836]","[5.0, 1.0, 1.0]","[3.0, 3.0, 3.0]","[1.0, 2.0, 2.0]","[3.0, 3.0, 2.0]","[-2.3979, 0.12, -2.1383]","[5.0, 1.0, 1.0]","[3.0, 3.0, 1.0]","[1.0, 2.0, 2.0]","[3.0, 3.0, 2.0]","[-2.1953, 0.1958, -1.6797]","[5.0, 1.0, 1.0]","[1.0, 3.0, 1.0]","[1.0, 2.0, 2.0]","[2.0, 3.0, 2.0]","[-2.0575, 0.0765, -1.8083]","[5.0, 1.0, 1.0]","[1.0, 3.0, 1.0]","[1.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[-2.5138, 0.2201, -1.1885]","[1.0, 1.0, 1.0]","[3.0, 3.0, 1.0]","[1.0, 2.0, 2.0]","[2.0, 3.0, 2.0]","[-2.6409, 0.1214, -1.0848]","[5.0, 1.0, 1.0]","[3.0, 1.0, 1.0]","[1.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[-2.8682, -0.5967, -1.7935]","[1.0, 1.0, 1.0]","[3.0, 1.0, 3.0]","[1.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[-2.7403, 0.2145, -1.2369]","[1.0, 1.0, 1.0]","[3.0, 3.0, 1.0]","[1.0, 2.0, 2.0]","[2.0, 3.0, 2.0]","[-2.6975, 0.0487, -1.18]","[1.0, 1.0, 1.0]","[3.0, 3.0, 1.0]","[1.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[-2.3372, -0.6398, -2.2735]","[5.0, 1.0, 1.0]","[3.0, 1.0, 3.0]","[1.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[-2.3508, 0.3534, -1.6224]","[5.0, 1.0, 1.0]","[3.0, 3.0, 1.0]","[1.0, 2.0, 2.0]","[3.0, 3.0, 2.0]","[-2.0951, -0.9871, -2.2499]","[5.0, 1.0, 1.0]","[3.0, 1.0, 3.0]","[1.0, 2.0, 2.0]","[3.0, 2.0, 2.0]"
1.0,[-0.8569],[3.0],[1.0],[2.0],[3.0],[-1.1491],[3.0],[1.0],[2.0],[3.0],[-1.685],[3.0],[3.0],[2.0],[3.0],[-0.7889],[3.0],[1.0],[2.0],[3.0],[-2.0152],[3.0],[3.0],[2.0],[2.0],[-1.8726],[3.0],[3.0],[2.0],[2.0],[-1.0977],[5.0],[3.0],[2.0],[2.0],[-0.8919],[5.0],[1.0],[2.0],[2.0],[-0.8589],[3.0],[3.0],[2.0],[2.0],[0.6349],[3.0],[3.0],[3.0],[3.0],[0.8687],[3.0],[3.0],[3.0],[3.0],[1.1092],[1.0],[1.0],[2.0],[2.0],[-0.9149],[3.0],[1.0],[2.0],[3.0],[0.3287],[1.0],[1.0],[3.0],[2.0],[0.0162],[3.0],[1.0],[3.0],[3.0],[-0.2512],[3.0],[1.0],[3.0],[3.0],[-0.2044],[3.0],[1.0],[3.0],[3.0],[-0.7875],[3.0],[3.0],[2.0],[3.0],[-0.8961],[3.0],[3.0],[2.0],[3.0],[0.4288],[3.0],[3.0],[3.0],[3.0],[-0.5888],[3.0],[3.0],[3.0],[3.0],[1.1337],[3.0],[1.0],[3.0],[3.0],[-0.1923],[3.0],[3.0],[3.0],[3.0],[-0.2834],[3.0],[3.0],[3.0],[3.0],[0.0066],[3.0],[1.0],[3.0],[3.0]
2.0,"[-2.3644, -0.7092, -1.8602]","[5.0, 3.0, 1.0]","[1.0, 1.0, 3.0]","[1.0, 2.0, 2.0]","[2.0, 3.0, 2.0]","[-2.4964, -0.7043, -1.8659]","[5.0, 3.0, 1.0]","[1.0, 1.0, 3.0]","[1.0, 2.0, 2.0]","[3.0, 3.0, 2.0]","[-2.7056, -0.6909, -1.8873]","[5.0, 3.0, 1.0]","[3.0, 3.0, 3.0]","[1.0, 2.0, 2.0]","[2.0, 3.0, 2.0]","[-2.3197, -0.7107, -1.8589]","[5.0, 3.0, 1.0]","[1.0, 1.0, 3.0]","[1.0, 2.0, 2.0]","[2.0, 3.0, 2.0]","[-2.9652, -0.6502, -1.9976]","[1.0, 3.0, 1.0]","[3.0, 1.0, 3.0]","[1.0, 2.0, 2.0]","[2.0, 3.0, 2.0]","[-3.2727, -0.6461, -2.0468]","[1.0, 3.0, 1.0]","[3.0, 3.0, 3.0]","[1.0, 2.0, 2.0]","[2.0, 3.0, 2.0]","[-3.7253, -0.7363, -1.7706]","[1.0, 2.0, 1.0]","[3.0, 3.0, 3.0]","[1.0, 2.0, 2.0]","[2.0, 3.0, 2.0]","[-4.1107, -0.7231, -1.7277]","[1.0, 3.0, 1.0]","[1.0, 3.0, 3.0]","[1.0, 2.0, 2.0]","[2.0, 3.0, 2.0]","[-4.1335, -0.6369, -1.7022]","[1.0, 3.0, 1.0]","[1.0, 3.0, 3.0]","[1.0, 2.0, 2.0]","[2.0, 3.0, 2.0]","[1.9488, -0.7921, -2.7731]","[3.0, 2.0, 2.0]","[3.0, 3.0, 3.0]","[1.0, 2.0, 2.0]","[2.0, 3.0, 1.0]","[2.0573, -0.5604, 0.5026]","[3.0, 2.0, 1.0]","[3.0, 3.0, 1.0]","[1.0, 2.0, 2.0]","[2.0, 3.0, 2.0]","[-0.2719, -0.2264, -0.5129]","[3.0, 3.0, 1.0]","[1.0, 3.0, 1.0]","[2.0, 2.0, 2.0]","[3.0, 3.0, 2.0]","[-3.5884, -0.5715, -2.3018]","[1.0, 3.0, 1.0]","[3.0, 1.0, 3.0]","[2.0, 2.0, 2.0]","[2.0, 3.0, 2.0]","[-0.3348, -0.3206, 1.0784]","[3.0, 3.0, 1.0]","[1.0, 3.0, 3.0]","[2.0, 2.0, 2.0]","[3.0, 3.0, 2.0]","[1.811, -0.6881, -1.819]","[3.0, 3.0, 1.0]","[3.0, 3.0, 3.0]","[1.0, 2.0, 2.0]","[2.0, 3.0, 1.0]","[1.4339, -0.7003, -0.2203]","[5.0, 3.0, 1.0]","[3.0, 1.0, 3.0]","[2.0, 2.0, 2.0]","[2.0, 3.0, 2.0]","[1.0443, -0.7719, -0.8347]","[5.0, 3.0, 1.0]","[3.0, 1.0, 1.0]","[2.0, 2.0, 2.0]","[2.0, 3.0, 2.0]","[2.136, -0.7358, -0.1832]","[1.0, 3.0, 1.0]","[3.0, 1.0, 1.0]","[3.0, 2.0, 2.0]","[3.0, 3.0, 2.0]","[-3.8009, -0.4784, -1.5998]","[1.0, 3.0, 1.0]","[3.0, 1.0, 3.0]","[2.0, 2.0, 2.0]","[2.0, 3.0, 2.0]","[-1.3636, -0.6168, -1.9404]","[5.0, 2.0, 1.0]","[1.0, 3.0, 1.0]","[1.0, 2.0, 2.0]","[3.0, 3.0, 2.0]","[3.0399, -0.7388, -0.3605]","[1.0, 3.0, 1.0]","[3.0, 1.0, 1.0]","[3.0, 2.0, 2.0]","[3.0, 3.0, 2.0]","[-0.3565, -0.3926, -0.9519]","[3.0, 2.0, 1.0]","[1.0, 3.0, 1.0]","[2.0, 2.0, 2.0]","[3.0, 3.0, 2.0]","[-1.4109, -0.8496, -2.8623]","[1.0, 2.0, 1.0]","[3.0, 3.0, 3.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 1.0]","[-3.331, -0.3953, 0.0116]","[1.0, 3.0, 1.0]","[1.0, 1.0, 1.0]","[2.0, 2.0, 2.0]","[2.0, 3.0, 2.0]","[2.5505, -0.8038, -3.1822]","[1.0, 3.0, 1.0]","[1.0, 3.0, 3.0]","[2.0, 2.0, 2.0]","[2.0, 3.0, 1.0]"
3.0,"[2.8498, -1.8484]","[3.0, 3.0]","[3.0, 3.0]","[1.0, 2.0]","[1.0, 3.0]","[2.7569, -1.8098]","[3.0, 3.0]","[3.0, 3.0]","[1.0, 2.0]","[1.0, 3.0]","[2.3556, -1.7]","[3.0, 3.0]","[3.0, 3.0]","[1.0, 2.0]","[1.0, 3.0]","[2.8711, -1.8587]","[3.0, 3.0]","[3.0, 3.0]","[1.0, 2.0]","[1.0, 3.0]","[-0.4216, -1.2591]","[3.0, 3.0]","[3.0, 3.0]","[1.0, 2.0]","[1.0, 3.0]","[-0.1243, -0.5511]","[2.0, 3.0]","[3.0, 3.0]","[1.0, 2.0]","[2.0, 3.0]","[1.107, -1.3164]","[2.0, 3.0]","[3.0, 3.0]","[2.0, 2.0]","[2.0, 3.0]","[0.6898, -1.2359]","[2.0, 3.0]","[3.0, 3.0]","[2.0, 2.0]","[2.0, 3.0]","[-0.4852, -0.4221]","[1.0, 2.0]","[3.0, 3.0]","[2.0, 2.0]","[2.0, 3.0]","[2.1914, 2.8418]","[1.0, 2.0]","[3.0, 3.0]","[2.0, 3.0]","[3.0, 3.0]","[2.6752, 2.0874]","[1.0, 2.0]","[1.0, 3.0]","[2.0, 3.0]","[3.0, 3.0]","[2.3332, 1.7583]","[1.0, 2.0]","[1.0, 3.0]","[2.0, 3.0]","[3.0, 3.0]","[-2.2775, 2.0672]","[1.0, 2.0]","[1.0, 3.0]","[2.0, 3.0]","[2.0, 3.0]","[3.0611, 2.6098]","[1.0, 2.0]","[3.0, 3.0]","[2.0, 3.0]","[3.0, 3.0]","[1.9854, 1.3382]","[1.0, 2.0]","[3.0, 3.0]","[1.0, 2.0]","[3.0, 3.0]","[2.3676, -0.2839]","[1.0, 2.0]","[3.0, 3.0]","[1.0, 2.0]","[3.0, 3.0]","[2.1835, 0.2638]","[1.0, 2.0]","[3.0, 3.0]","[2.0, 2.0]","[2.0, 3.0]","[1.9295, -1.5276]","[3.0, 3.0]","[1.0, 3.0]","[1.0, 2.0]","[1.0, 3.0]","[3.6337, -1.2455]","[1.0, 3.0]","[1.0, 3.0]","[2.0, 2.0]","[3.0, 3.0]","[3.2895, 3.2035]","[1.0, 2.0]","[1.0, 3.0]","[2.0, 3.0]","[3.0, 3.0]","[2.134, -1.555]","[3.0, 3.0]","[1.0, 3.0]","[1.0, 2.0]","[1.0, 3.0]","[2.9406, 0.1392]","[1.0, 2.0]","[1.0, 3.0]","[2.0, 2.0]","[3.0, 3.0]","[0.8865, 2.9542]","[5.0, 2.0]","[3.0, 3.0]","[1.0, 3.0]","[1.0, 3.0]","[3.0981, 1.4329]","[1.0, 2.0]","[1.0, 3.0]","[2.0, 3.0]","[3.0, 3.0]","[1.7976, 3.386]","[1.0, 2.0]","[3.0, 3.0]","[2.0, 3.0]","[2.0, 3.0]"
4.0,"[-0.621, 0.026]","[1.0, 1.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-0.634, 0.0305]","[1.0, 1.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-0.6802, 0.0417]","[1.0, 1.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-0.6181, 0.0248]","[1.0, 1.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-0.8817, 0.0792]","[1.0, 1.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-1.274, 0.0958]","[1.0, 1.0]","[1.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-0.9363, 0.0466]","[1.0, 1.0]","[1.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-0.8617, 0.0627]","[1.0, 1.0]","[1.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-1.1769, 0.119]","[1.0, 1.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-1.9412, -0.1039]","[1.0, 1.0]","[3.0, 1.0]","[2.0, 1.0]","[2.0, 2.0]","[-1.6399, -0.278]","[1.0, 1.0]","[1.0, 1.0]","[2.0, 1.0]","[2.0, 2.0]","[-2.1825, 0.4346]","[1.0, 1.0]","[3.0, 1.0]","[2.0, 1.0]","[2.0, 2.0]","[-2.5393, 0.2756]","[2.0, 1.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-2.3333, 0.1182]","[1.0, 1.0]","[1.0, 1.0]","[2.0, 1.0]","[2.0, 2.0]","[-1.3124, 0.1452]","[1.0, 1.0]","[1.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-1.0094, 0.1535]","[1.0, 1.0]","[1.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-0.9181, 0.1971]","[1.0, 1.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-0.9918, 0.0063]","[1.0, 1.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-1.3185, 0.0171]","[1.0, 1.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-1.9134, 0.0537]","[1.0, 1.0]","[3.0, 1.0]","[2.0, 1.0]","[2.0, 2.0]","[-0.9525, 0.0149]","[1.0, 1.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-1.2129, 0.0542]","[1.0, 1.0]","[3.0, 1.0]","[2.0, 1.0]","[2.0, 2.0]","[-1.156, -0.2204]","[1.0, 1.0]","[1.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-1.6871, -0.114]","[1.0, 1.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-0.9862, 0.2733]","[1.0, 1.0]","[1.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]"
5.0,"[-1.6626, -0.7047, -1.2076]","[3.0, 3.0, 1.0]","[3.0, 1.0, 1.0]","[1.0, 2.0, 1.0]","[2.0, 3.0, 2.0]","[-1.813, -0.702, -1.1619]","[2.0, 3.0, 1.0]","[3.0, 3.0, 3.0]","[1.0, 2.0, 1.0]","[2.0, 3.0, 2.0]","[-1.9796, -0.6837, -1.0669]","[2.0, 3.0, 1.0]","[3.0, 3.0, 1.0]","[1.0, 2.0, 1.0]","[2.0, 3.0, 2.0]","[-1.6077, -0.7048, -1.2215]","[3.0, 3.0, 1.0]","[3.0, 1.0, 1.0]","[1.0, 2.0, 1.0]","[2.0, 3.0, 2.0]","[-1.9665, -0.6494, -0.8541]","[2.0, 3.0, 1.0]","[3.0, 3.0, 3.0]","[1.0, 2.0, 1.0]","[2.0, 3.0, 1.0]","[-1.7293, -3.4208, -0.0168]","[5.0, 2.0, 2.0]","[1.0, 3.0, 3.0]","[1.0, 2.0, 1.0]","[2.0, 2.0, 1.0]","[-1.7054, -3.22, -0.1386]","[5.0, 1.0, 2.0]","[3.0, 3.0, 3.0]","[1.0, 2.0, 1.0]","[2.0, 2.0, 1.0]","[-2.0237, -2.1676, -0.1622]","[5.0, 1.0, 2.0]","[1.0, 3.0, 3.0]","[1.0, 2.0, 1.0]","[2.0, 2.0, 1.0]","[-2.2207, -1.5743, 0.0017]","[5.0, 1.0, 2.0]","[1.0, 3.0, 3.0]","[1.0, 2.0, 1.0]","[2.0, 2.0, 1.0]","[-2.0817, -0.3609, -2.0758]","[3.0, 1.0, 1.0]","[3.0, 3.0, 3.0]","[1.0, 2.0, 1.0]","[2.0, 2.0, 1.0]","[-1.28, -0.4992, -2.0988]","[3.0, 1.0, 1.0]","[1.0, 3.0, 3.0]","[1.0, 2.0, 1.0]","[3.0, 2.0, 1.0]","[-1.3229, -0.3351, -1.7148]","[2.0, 1.0, 2.0]","[3.0, 1.0, 3.0]","[2.0, 2.0, 1.0]","[2.0, 2.0, 1.0]","[-1.8481, -1.7572, 0.0853]","[5.0, 1.0, 2.0]","[3.0, 1.0, 3.0]","[1.0, 2.0, 1.0]","[2.0, 2.0, 1.0]","[-0.8734, -0.4551, -1.8694]","[2.0, 1.0, 1.0]","[3.0, 1.0, 3.0]","[2.0, 2.0, 1.0]","[2.0, 2.0, 1.0]","[-2.4515, -0.4393, -2.0261]","[1.0, 1.0, 1.0]","[3.0, 3.0, 3.0]","[2.0, 2.0, 1.0]","[2.0, 2.0, 1.0]","[-2.7414, -0.5465, -2.0588]","[1.0, 1.0, 1.0]","[3.0, 3.0, 3.0]","[2.0, 2.0, 1.0]","[2.0, 2.0, 1.0]","[-2.4013, -0.5688, -2.1688]","[1.0, 1.0, 1.0]","[3.0, 3.0, 3.0]","[2.0, 2.0, 1.0]","[2.0, 2.0, 1.0]","[2.8109, -1.2143, -1.8195]","[1.0, 1.0, 1.0]","[1.0, 3.0, 3.0]","[2.0, 2.0, 1.0]","[2.0, 2.0, 1.0]","[-1.8795, -2.1207, -1.0799]","[2.0, 1.0, 2.0]","[1.0, 1.0, 3.0]","[1.0, 2.0, 1.0]","[2.0, 2.0, 1.0]","[-1.575, -0.8848, -1.3602]","[2.0, 1.0, 2.0]","[3.0, 1.0, 3.0]","[1.0, 2.0, 1.0]","[2.0, 2.0, 1.0]","[4.0506, -1.0921, -1.8795]","[1.0, 1.0, 1.0]","[1.0, 3.0, 3.0]","[2.0, 2.0, 1.0]","[2.0, 2.0, 1.0]","[-1.114, -0.798, -1.6264]","[2.0, 1.0, 2.0]","[3.0, 1.0, 3.0]","[2.0, 2.0, 1.0]","[2.0, 2.0, 1.0]","[1.5484, -0.7609, -2.2306]","[1.0, 1.0, 1.0]","[1.0, 3.0, 3.0]","[2.0, 2.0, 1.0]","[2.0, 2.0, 1.0]","[-0.6441, -0.6969, -2.0154]","[2.0, 1.0, 1.0]","[3.0, 3.0, 3.0]","[2.0, 2.0, 1.0]","[3.0, 2.0, 1.0]","[-0.3774, -0.5885, -2.2579]","[1.0, 1.0, 1.0]","[1.0, 3.0, 3.0]","[2.0, 2.0, 1.0]","[2.0, 2.0, 1.0]"
6.0,"[-0.8711, -1.6992]","[5.0, 3.0]","[1.0, 1.0]","[2.0, 1.0]","[2.0, 3.0]","[-0.8718, -1.6814]","[5.0, 3.0]","[1.0, 1.0]","[2.0, 1.0]","[2.0, 3.0]","[-0.8994, -1.8009]","[5.0, 3.0]","[1.0, 3.0]","[2.0, 1.0]","[2.0, 3.0]","[-0.872, -1.7148]","[5.0, 3.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 3.0]","[-1.2249, -2.321]","[5.0, 3.0]","[1.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-3.1673, -3.0708]","[1.0, 2.0]","[3.0, 3.0]","[1.0, 1.0]","[2.0, 2.0]","[-3.6055, -3.4485]","[1.0, 2.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-3.6832, -3.467]","[1.0, 2.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[-3.9231, -3.6538]","[1.0, 2.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 1.0]","[-2.5768, 2.2477]","[5.0, 2.0]","[1.0, 3.0]","[1.0, 3.0]","[3.0, 2.0]","[-2.4834, 2.6681]","[5.0, 2.0]","[1.0, 3.0]","[1.0, 3.0]","[2.0, 2.0]","[-3.1423, 1.2276]","[3.0, 1.0]","[1.0, 1.0]","[1.0, 2.0]","[2.0, 2.0]","[-3.956, -3.5462]","[1.0, 2.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 1.0]","[-2.9452, 0.6269]","[5.0, 2.0]","[3.0, 3.0]","[1.0, 2.0]","[1.0, 2.0]","[-2.5634, 1.851]","[5.0, 2.0]","[1.0, 3.0]","[1.0, 3.0]","[3.0, 2.0]","[-2.4916, 1.5331]","[5.0, 2.0]","[1.0, 3.0]","[1.0, 3.0]","[2.0, 2.0]","[-2.4542, 2.0753]","[5.0, 5.0]","[1.0, 3.0]","[1.0, 1.0]","[2.0, 1.0]","[-2.1464, -0.6731]","[5.0, 2.0]","[1.0, 3.0]","[1.0, 1.0]","[2.0, 2.0]","[-2.4739, -4.2858]","[5.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]","[2.0, 1.0]","[-3.9327, -2.2334]","[1.0, 3.0]","[3.0, 3.0]","[1.0, 1.0]","[1.0, 3.0]","[-2.0498, 1.1273]","[5.0, 2.0]","[1.0, 3.0]","[1.0, 1.0]","[2.0, 2.0]","[-3.1536, -4.6329]","[1.0, 1.0]","[1.0, 3.0]","[1.0, 3.0]","[2.0, 2.0]","[-2.4607, 0.4757]","[5.0, 2.0]","[1.0, 3.0]","[1.0, 1.0]","[3.0, 2.0]","[-2.592, 1.1982]","[5.0, 2.0]","[3.0, 3.0]","[1.0, 3.0]","[2.0, 2.0]","[-2.4736, 0.2766]","[5.0, 2.0]","[1.0, 3.0]","[1.0, 1.0]","[2.0, 2.0]"
