Dataseed	minfreq	base_freq	base_freq_min	base_freq_max	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_ver_n_task_use_aug_dataset_dir_preprocess	nbands	wintime_steptime_dataset_kwargs	use_full_mfcc	test_operators	ontology	# insts (TRAIN)	# insts (TEST)	class_counts (TRAIN)	class_counts (TEST)	n_features	channel_size	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)train_accuracy	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)macro_sensitivity	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² train_accuracy	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	
2	20.0	fft	100	700	semitone	16000	true	stump_with_memoization	("b",1,false,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	982	246	(491, 491)	(123, 123)	[60]	[(44,)]	94.3	43.09	71.54	71.54	77.24	65.85	69.34	74.31	73.08	99	183.977	d9d583837346783e1f40e6f1b5ad9847428005a071a27cc9aeb4074a791609bd	85.74	52.85	76.42	76.42	76.42	76.42	76.42	76.42	76.42	31	50.163	3d39240e25e9fbd18eed75fc8d2eb2b25b986ce4baa203870ab8c6cab6b26b56	77.19	51.22	75.61	75.61	74.8	76.42	76.03	75.2	75.41	7	8.546	ce6d8e194b4d1f2a5c0addba947cf12a1a79153c33ea3945507430bc2fbf5729	93.79	43.9	71.95	71.95	78.05	65.85	69.57	75.0	73.56	89	108.279	9b674d83c54f89aabb34db73e3c03979de13db8901e0efe1324035246136091c	85.74	52.85	76.42	76.42	76.42	76.42	76.42	76.42	76.42	31	50.81	3d39240e25e9fbd18eed75fc8d2eb2b25b986ce4baa203870ab8c6cab6b26b56	77.19	51.22	75.61	75.61	74.8	76.42	76.03	75.2	75.41	7	8.622	ce6d8e194b4d1f2a5c0addba947cf12a1a79153c33ea3945507430bc2fbf5729	99.53	58.54	79.27	79.27	76.75	81.79	80.87	77.87	78.74	18.29	501400.0	0.0	0.04	0.01	0.01	0.02	0.06	0.04	0.01	0.01	0.0	105800.0	4557.368	("70d4061fab7c3931e998359f95a4c9b9fce865cace560d62b814da6fc6977a9c", "cf665833a615d8bea8c85f6895622b87c36e91abcd23e9733c5ed53c060ccca2", "968c341fb551273392513480bcc29759abe077b84ed7de97ae6949fcf8a95190", "afe71e70f5304f1edeaf92e87784a9fb72895cde93f6727f6db38fb48413548f", "638057d4c281600c3b8b4c5f08f5d7f7cbdbb0cbd47af93ed5dc9c8f180f538a")	
3	20.0	fft	100	700	semitone	16000	true	stump_with_memoization	("b",1,false,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	982	246	(491, 491)	(123, 123)	[60]	[(44,)]	92.26	55.28	77.64	77.64	78.05	77.24	77.42	77.87	77.73	75	103.495	5b73ec205bdef642083ebe283ca647a683529051df332f5a1e1e472b2189e2e5	87.47	57.72	78.86	78.86	77.24	80.49	79.83	77.95	78.51	45	47.313	bd94e578975beda1781000be869bdb1355441d9b7fde882963bbb3d98994d07e	76.48	55.28	77.64	77.64	73.98	81.3	79.82	75.76	76.79	7	9.146	f2582c70599948f2e06821c9ede899038a2dadbaa855012bfed6035f3e30c9ad	91.65	54.47	77.24	77.24	77.24	77.24	77.24	77.24	77.24	71	49.714	9be2923447b991fca0818cf97b12657f89a6793f310a453aa0aa0e3f75588ce6	87.27	57.72	78.86	78.86	77.24	80.49	79.83	77.95	78.51	45	46.78	8e7d0c248f7aef7ae94c5e9e906fdb1f54e160033eeb187a73aeb22fe0ec2d76	76.48	55.28	77.64	77.64	73.98	81.3	79.82	75.76	76.79	7	8.925	f2582c70599948f2e06821c9ede899038a2dadbaa855012bfed6035f3e30c9ad	99.47	66.02	83.01	83.01	78.54	87.48	86.27	80.3	82.21	18.7	516800.0	0.0	0.01	0.0	0.0	0.01	0.02	0.01	0.0	0.0	0.0	245000.0	4665.455	("422cec499f33aeb770de6cab9a51e6200e1dc9f8c9afae7d0940871ec35a417a", "a1aaca245e83f25666cf2e54bbf5ec428d0c1deec6dc8daa2944fb5f46fef4f1", "3ed0bed1f5f41151b77de88fce97b0c23c0c7212dd233890a2dd44638fcb9f4e", "f2f381947149e69bde019434531646c0cb3f1ba0c4d0d4e53629b0629ec1443d", "a5e78f218e112bb61adbceb9bd293e8e9bd2237333e04483cf6d079a8198673c")	
4	20.0	fft	100	700	semitone	16000	true	stump_with_memoization	("b",1,false,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	982	246	(491, 491)	(123, 123)	[60]	[(44,)]	90.53	55.28	77.64	77.64	78.05	77.24	77.42	77.87	77.73	67	71.697	5420d5b86e47ff3ba34c6e08679d9c9e2c14ef3269d9ec9a92c016367610e80b	85.34	59.35	79.67	79.67	77.24	82.11	81.2	78.29	79.17	37	34.782	57b9d2c6c3b80857f2862699f8a97fda7af7824edb352d4b9c744b8a4079cd73	76.99	52.85	76.42	76.42	74.8	78.05	77.31	75.59	76.03	7	7.865	d7887e8b78b428aba612b0f1f96276671f3914bba6d8f0d32db8e9313e5cb7d3	90.63	56.91	78.46	78.46	78.86	78.05	78.23	78.69	78.54	63	50.694	3ff5ecc2e64df33b4428793ed23c06d69f6a44325414abd1194618b8f87099fb	85.34	59.35	79.67	79.67	77.24	82.11	81.2	78.29	79.17	33	34.559	dad08b280608b435fe3cf854b154999018dbc065f4e5c1458146610150b85681	76.99	52.85	76.42	76.42	74.8	78.05	77.31	75.59	76.03	7	7.864	d7887e8b78b428aba612b0f1f96276671f3914bba6d8f0d32db8e9313e5cb7d3	99.43	62.76	81.38	81.38	77.56	85.2	84.0	79.15	80.65	18.13	502800.0	0.0	0.04	0.01	0.01	0.01	0.03	0.03	0.01	0.01	0.0	202400.0	4373.976	("a44695fbd71b05157183516ae3e035e922a7dc6cee1dc9e807b9d59f67ffe8b1", "51bb345024595df9420cf598b115ea3e79dde07363514cbcccc6ddfbd67efccc", "7239d55991e7adeed1fbc40948a64264744fc37758ebbd172c0a5fce8d27b49e", "b28ee8973e3f017beb929bade225f51fecae1a652f68d2da90c6f2c2f88a24f4", "860b658fb6c692339a75256996aadf494652c840ce5120b9499b7ad55e722226")	
5	20.0	fft	100	700	semitone	16000	true	stump_with_memoization	("b",1,false,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	982	246	(491, 491)	(123, 123)	[60]	[(44,)]	95.82	46.34	73.17	73.17	77.24	69.11	71.43	75.22	74.22	113	106.698	0ca5468fe07e2200fc37762ffbd99b966e4e4486afc1882b8b63c082500edfb6	87.98	54.47	77.24	77.24	82.93	71.54	74.45	80.73	78.46	53	88.715	ef2925f3dea0575c63d9cd954ed601a30635d2bb60681048b4adae51be1ebcec	78.31	51.22	75.61	75.61	78.86	72.36	74.05	77.39	76.38	13	16.761	860e069dec8bf5b78afbf5103fff789516ab70406b2582a2b9d338ed1d1d7a2e	95.11	48.78	74.39	74.39	75.61	73.17	73.81	75.0	74.7	105	98.491	cd35b4f82fe3fe8a4d5831d6551029a611579cda99e7969dcc599ae02db9ebc4	87.88	54.47	77.24	77.24	82.11	72.36	74.81	80.18	78.29	53	87.69	5af46fc10e00167ba45ddf798c19560326fa11981132d54fb7d5824b9462f87d	78.31	51.22	75.61	75.61	78.86	72.36	74.05	77.39	76.38	13	16.349	860e069dec8bf5b78afbf5103fff789516ab70406b2582a2b9d338ed1d1d7a2e	99.55	68.13	84.07	84.07	80.16	87.97	86.99	81.62	83.42	19.27	514320.0	0.0	0.03	0.01	0.01	0.03	0.04	0.03	0.01	0.01	0.0	59920.0	4320.901	("ec9e4db1fd00923b46c823fadb8f1e4d09dc7f8e0130ccb708dea9a5c833a931", "f254b4be2efd3bb2630d17a68a92ec4a6ae3d184eca6d28bb361c7480af9cc67", "35944c7cc5fc6de130a1676ae160027e2d962888ee2650ac5035b6e5d4b92026", "d11eaf25d4ecedf7b5cc5ebc93c93bf578d91b6fe24842f47b7f5b27f53b8d3e", "6086ef1dbb3142be24c965a8c80869d1f130589354065c6eb054e9750f12652c")	
6	20.0	fft	100	700	semitone	16000	true	stump_with_memoization	("b",1,false,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	982	246	(491, 491)	(123, 123)	[60]	[(44,)]	93.99	48.78	74.39	74.39	74.8	73.98	74.19	74.59	74.49	93	147.35	83159f89114c4f335d55732620c8c1031455715d8fc2867071a41d032b42e26e	89.61	52.03	76.02	76.02	73.98	78.05	77.12	75.0	75.52	61	113.396	32a801034640d3e456fef3b78277f5e9e42f9673b6b928c6b19e2841afc1e15f	77.09	43.09	71.54	71.54	71.54	71.54	71.54	71.54	71.54	7	9.38	06c0568a200766dcc291e9b57d8b325b8a85abc90265e21072d58d8ecf8a44af	92.77	47.15	73.58	73.58	75.61	71.54	72.66	74.58	74.1	87	145.768	9aa4d8544e88f7c3e49d5d5ac2037eb0bd9bdb0878f7caf1ff7b61b694e6485b	89.0	50.41	75.2	75.2	75.61	74.8	75.0	75.41	75.3	55	113.379	3efc5350292171167e1cc611e546ba4a8718e03d19fa5dee5a95b933e589da2a	77.09	43.09	71.54	71.54	71.54	71.54	71.54	71.54	71.54	7	9.594	06c0568a200766dcc291e9b57d8b325b8a85abc90265e21072d58d8ecf8a44af	99.47	59.67	79.84	79.84	78.21	81.46	80.84	78.9	79.5	18.49	510840.0	0.0	0.02	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.0	442080.0	4220.527	("c7045e3883f74adfbad596a3a2cdee0d1251a1c0e76ce84445ef4962358707e4", "c754cd07df8d366fbb34f6f9276189858446b996abb4e6a32df209e6fb7d9350", "7b34fcf1842108e2eb47e46de8c16ef527415cf7c137b41fa4f9fa2d1ecb46b5", "f22587c425f8c52035e7cd106d00d2a7a58dc4988cd7ec2b1ffd962aa434035a", "6a2f190250a5824e66853fef07a6147fcebdd3ecda21a9405531950b120a4e70")	
7	20.0	fft	100	700	semitone	16000	true	stump_with_memoization	("b",1,false,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	982	246	(491, 491)	(123, 123)	[60]	[(44,)]	91.04	59.35	79.67	79.67	76.42	82.93	81.74	77.86	78.99	77	58.766	9e470b2cd6c4610366a55e2f86bb5106f51f6e76173232da8dc53a923afc48de	86.46	62.6	81.3	81.3	76.42	86.18	84.68	78.52	80.34	45	37.286	104f5dc82099e50036dd9afa38aa60fe4ffeab499bcdf9b8340188b97310b3d3	79.23	54.47	77.24	77.24	73.98	80.49	79.13	75.57	76.47	13	14.844	404886136d253af8405808238784d37ef0bb170c01c80338467f9ab92ddd8a55	90.73	60.16	80.08	80.08	76.42	83.74	82.46	78.03	79.32	65	56.444	72d373849eb14302a0c33af41827551bcb9ca7e7637c83814702369a547cb708	86.25	63.41	81.71	81.71	76.42	86.99	85.45	78.68	80.69	41	36.536	73e10a17db0f94752d34dece7722201830ff9af92e89985bef6070657cc0b8fb	79.23	54.47	77.24	77.24	73.98	80.49	79.13	75.57	76.47	13	15.007	404886136d253af8405808238784d37ef0bb170c01c80338467f9ab92ddd8a55	99.27	66.02	83.01	83.01	75.12	90.89	89.19	78.51	81.55	19.06	516120.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	267520.0	3998.736	("f493e616c5d489440a5afd0ba429758fac224733410ba91dabfba4e2689134d8", "b2269ca3dbdbd3598d8fae9427f5f4b7d82c9ff72e8ef0dfab6ed0422eec2000", "4c5e1034e5896d1a87b0b55cf3c00aacb2d21ea301c08a9957ecd41bb2834aec", "c66e34c1d5d9918f8c03b7342cf70c9096356134a2b59dfc26f1713453176c03", "d6c52cf50944f1d87dc4cde0ce490134da203578291b1001a660013e538e1ed6")	
8	20.0	fft	100	700	semitone	16000	true	stump_with_memoization	("b",1,false,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	982	246	(491, 491)	(123, 123)	[60]	[(44,)]	93.18	65.04	82.52	82.52	87.8	77.24	79.41	86.36	83.4	85	75.891	4cbc1a0abdfd5d81a8bd0c15afcd5bda682ccb6d8f5f2eb0664a5966e4b28915	89.1	64.23	82.11	82.11	82.93	81.3	81.6	82.64	82.26	61	59.458	a11ba15d7424332f2c8312d96a58006fff15837bfaf394e7ffe24bdb2b31d9ef	76.48	60.16	80.08	80.08	79.67	80.49	80.33	79.84	80.0	9	13.009	f72c89b1ca6783e4b64a16c820a4978bab523114617115aacd5838b80c077eac	93.48	60.16	80.08	80.08	86.99	73.17	76.43	84.91	81.37	93	77.019	d01e15cf012926617cfb8a08012a66bf467b54b8503e935fcc6a67d3b84740ab	88.8	63.41	81.71	81.71	82.93	80.49	80.95	82.5	81.93	61	59.678	5a34a05f0e3b270a55733ebc9eee897291b99711c762f35b4961d596f4aef485	76.48	60.16	80.08	80.08	79.67	80.49	80.33	79.84	80.0	9	12.905	f72c89b1ca6783e4b64a16c820a4978bab523114617115aacd5838b80c077eac	99.57	71.87	85.93	85.93	85.04	86.83	86.6	85.3	85.81	19.65	524040.0	0.0	0.07	0.02	0.02	0.02	0.03	0.03	0.01	0.02	0.0	226080.0	4300.087	("9160173885950e0bd7cdfd771e7b5e05463ea5b643686e31ef20c66d9aedd758", "a9850c85b0c974f8a29d4a527fed38b12e2fa93217985ef1e6c4249e1fa1799b", "25129b46de526c6e4f2a19b2dbe39a5856c054befde7394593eafc9e1d79249e", "a6bd0411b54bf321e2e85e3eb345f4ed4b949bc5219f5c9069ea31231195cc7c", "fd24ed879c4c4ec7c4fb199a86065e1632e26a4f9b627299fd8e67d4d032f0b0")	
9	20.0	fft	100	700	semitone	16000	true	stump_with_memoization	("b",1,false,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	982	246	(491, 491)	(123, 123)	[60]	[(44,)]	91.85	52.03	76.02	76.02	78.05	73.98	75.0	77.12	76.49	81	60.278	427fb1135e23fb9c65683d03f271fad0ad8d105f30696e2f3da421dcb6957f56	84.32	51.22	75.61	75.61	75.61	75.61	75.61	75.61	75.61	23	30.83	a09d5848c580b2f9f31c859ca6d17391b2eac7a54bc546d4675b4aa6f86a0086	77.29	52.85	76.42	76.42	76.42	76.42	76.42	76.42	76.42	7	8.033	aab669ef2724bd77db8c35587946e5f4a6d7d7e007c864d0a41b831e9854a24b	91.45	49.59	74.8	74.8	78.86	70.73	72.93	76.99	75.78	71	58.863	8c5b4debcd6f2b2b5cdde5ae2d6e0b799bf3f29e8998eed112ba88dbcd652b62	84.32	51.22	75.61	75.61	75.61	75.61	75.61	75.61	75.61	23	31.303	a09d5848c580b2f9f31c859ca6d17391b2eac7a54bc546d4675b4aa6f86a0086	77.29	52.85	76.42	76.42	76.42	76.42	76.42	76.42	76.42	7	8.15	aab669ef2724bd77db8c35587946e5f4a6d7d7e007c864d0a41b831e9854a24b	99.53	60.33	80.16	80.16	78.21	82.11	81.39	79.05	79.76	17.58	504800.0	0.0	0.03	0.01	0.01	0.03	0.0	0.0	0.02	0.01	0.0	180800.0	4065.577	("25872f78d733906a6ac7d0c67b14043905ebb0c8650b07005df9976d3f9756a6", "28f834a8fb680984a272a80229eb0ad2015a92d67e92646feb4532d7ff1a0cb0", "ae24224df997ca7daefea958f04516762d3bb2b7fdc408d570e77db3388c00d7", "5ed6d14bebfc2ae7f6e6341c68bdcc714ebc5d819cf34b25585a35aba7bad880", "ab2b19de0b0b75c2fd96429f3b66f4603a8556f60c8fe2dd7755318dd1a40f8a")	
10	20.0	fft	100	700	semitone	16000	true	stump_with_memoization	("b",1,false,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	982	246	(491, 491)	(123, 123)	[60]	[(44,)]	91.96	52.03	76.02	76.02	77.24	74.8	75.4	76.67	76.31	77	88.791	fde17a240252cd081e4c7275e37b39a03efe27fc4b6aea3667e176e8d4eea971	86.56	55.28	77.64	77.64	77.24	78.05	77.87	77.42	77.55	45	71.257	f7a0455c6fc3c891dcc1d9715a8eedeec142fef22698ba820c931ec80cff9adb	76.68	51.22	75.61	75.61	76.42	74.8	75.2	76.03	75.81	7	7.466	13ae02d845a50a9bbf854679791bd98ddd7baafada924a7b046c5d2f87229493	91.85	48.78	74.39	74.39	75.61	73.17	73.81	75.0	74.7	73	85.003	b56fe29d8f82ae41af796977e04b4ea4ecedb6f4fb1aed0d13f53d22d0a42b48	86.56	55.28	77.64	77.64	77.24	78.05	77.87	77.42	77.55	41	68.85	34d49782e7a3d4b8cd564c9e1b96a40504ea6d24ba5ccdb93eac0a6c33aefefb	76.68	51.22	75.61	75.61	76.42	74.8	75.2	76.03	75.81	7	7.568	13ae02d845a50a9bbf854679791bd98ddd7baafada924a7b046c5d2f87229493	99.53	60.16	80.08	80.08	77.24	82.93	81.91	78.46	79.5	18.11	500200.0	0.0	0.03	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	177000.0	4057.497	("e4f95f8740af0ce72e705eac665cfb1b5a148e401a075ced315f131e841efdc7", "577c010da1fd8d2ea9510ed24c2452cd0b20584e91dc2f5c7c7071b830294379", "2c0cd022812803686182f0650dfe4c329a9043b74986a584c2a69c4d25e46b6b", "ee3c4afacdf07e050cff758b29af265db27da77f675a06742373426161a2c7ca", "93c0f63e8eddddcaa96201166e55f1b0d806d6c70074ab070d66cd8714486f76")	
1	20.0	autocor	100	700	semitone	16000	true	stump_with_memoization	("b",1,false,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	982	246	(491, 491)	(123, 123)	[60]	[(44,)]	93.18	47.15	73.58	73.58	81.3	65.85	70.42	77.88	75.47	77	491.111	76e79e563b5c9781b6eafbc380ffef20d5e9d853f684e10ab993caa17013bf14	91.24	48.78	74.39	74.39	80.49	68.29	71.74	77.78	75.86	61	92.269	0e6a7b1d175e9a83a35290c78e8af725821d166fe3c4728743a37d3927841b5c	80.35	46.34	73.17	73.17	78.05	68.29	71.11	75.68	74.42	17	17.973	f461a64ffb20c62e456240a454081e8fcf485f2a199184eae013414746682ade	92.87	47.15	73.58	73.58	80.49	66.67	70.71	77.36	75.29	71	91.959	e2192f0721a9e41dc115b73866ee8ddaac003f444e5c26f586351e21739c6b22	90.94	48.78	74.39	74.39	79.67	69.11	72.06	77.27	75.68	59	91.34	061208bb0ea1601cba38f2ac64a66227360d392bc86430ee75b1cd81b3728d47	80.35	46.34	73.17	73.17	78.05	68.29	71.11	75.68	74.42	17	17.813	f461a64ffb20c62e456240a454081e8fcf485f2a199184eae013414746682ade	99.27	61.46	80.73	80.73	79.67	81.79	81.4	80.09	80.53	17.74	502120.0	0.0	0.03	0.01	0.01	0.0	0.02	0.01	0.0	0.01	0.01	324520.0	4633.191	("62830587bbc969a05c1e04c678bd385d0fa3aa395465b4d54d20158257a18740", "bb3e13adfd29604d754f2608beb39124945f74518e32a2bd6858381cc28e817e", "20e2f4bbbd7821cbb0942d5a0ab1719086d1ef23fcd6cd39e5bd12d8cef90d58", "094cfe8b0255c6903b24910fbfd1fec01545f34f1eb37d6d97bde439690309c0", "9083879e5ec80d365a5d495b4f411f54f66c7b8157e81d040362043a429cfb95")	
2	20.0	autocor	100	700	semitone	16000	true	stump_with_memoization	("b",1,false,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	982	246	(491, 491)	(123, 123)	[60]	[(44,)]	94.3	43.09	71.54	71.54	77.24	65.85	69.34	74.31	73.08	99	185.664	a55a4b7ea8a746fbff20218409cbf4fd6ea7e81f90bbebcb133ae06d1c43c18a	85.74	52.85	76.42	76.42	76.42	76.42	76.42	76.42	76.42	31	51.722	e823d16a8d392f18292d25478aceb2fa0cc6986e0f4c4ecf5eedc7dcd3dfa64c	77.19	51.22	75.61	75.61	74.8	76.42	76.03	75.2	75.41	7	8.713	a2a23b70249ebf9121e57e166a2fcafe03b7c47ca3d61e68bb65b77bda0ad7cb	93.79	43.9	71.95	71.95	78.05	65.85	69.57	75.0	73.56	89	108.937	9069d927bc6889e860a92a972b95aed81b6054db3aab5374d006e4f2919d8466	85.74	52.85	76.42	76.42	76.42	76.42	76.42	76.42	76.42	31	50.913	e823d16a8d392f18292d25478aceb2fa0cc6986e0f4c4ecf5eedc7dcd3dfa64c	77.19	51.22	75.61	75.61	74.8	76.42	76.03	75.2	75.41	7	8.793	a2a23b70249ebf9121e57e166a2fcafe03b7c47ca3d61e68bb65b77bda0ad7cb	99.53	58.54	79.27	79.27	76.75	81.79	80.87	77.87	78.74	18.27	501560.0	0.0	0.04	0.01	0.01	0.02	0.06	0.04	0.01	0.01	0.0	121480.0	4232.156	("75b795fa92cb92b66e225f74a9e01a53cdab71b435be94c4733d578be83e2a70", "8b0e0c1e02ce97570689f57bad4ef71a1d12a194fd620af8a74c4407f0452939", "b00816b461503228e7922ecf2a63bc8725aa95c30fd2eff03f23c20b21a41250", "619455e914e459e88f7379052441c07b70dfd888bb3c10001f3486b1f750f028", "fba64994569c9ff1b557b5e8a37fe73028de7aece10ac3a5ebabcb13d1d44db0")	
