TIMESTAMP	FILE NAME	COMP TIME	ARGS	
26/07/2021 16:05:36	dataset_62d28e65f83d757920cd3f506a075fa7c9acb6c063a81e6b318406f1f8fcb858.jld	00:00:05	((2, false), 3, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 75, ma_step = 50), Any[], false)	
26/07/2021 16:05:40	dataset_0d01008733c954b9ec1aadb4d9b33bf7eaed92f5b92358cc307e3f19d27c402e.jld	00:00:04	((3, false), 3, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 75, ma_step = 50), Any[], false)	
26/07/2021 16:05:49	dataset_5b18b4f3e097bd2cac95522098374813e90e815d95bc42167e06ab0a4cd6fb65.jld	00:00:08	((1, false), 1, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 45, ma_step = 30), Any[], false)	
26/07/2021 16:05:52	dataset_075d4f4ede401c24639e568fd75cfe54ed208830a7f8add5d03ad5ea8e9e3ab6.jld	00:00:03	((2, true), 1, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 45, ma_step = 30), Any[], false)	
26/07/2021 16:05:54	dataset_c76e5cfb4c3fee64c74be48f8b342b43f1188fa30924daa3eb2d00b163092c56.jld	00:00:02	((3, true), 1, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 45, ma_step = 30), Any[], false)	
26/07/2021 16:05:55	dataset_4d312679442e9818f656fb27b414f75a60529ba8ffd588e3686262c2b5c85afd.jld	00:00:02	((2, false), 1, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 45, ma_step = 30), Any[], false)	
26/07/2021 16:05:57	dataset_1001f961d855fc69e2249b3e7419d24dac0ff4b1096a2f9f00b73d4b2ead91a6.jld	00:00:01	((3, false), 1, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 45, ma_step = 30), Any[], false)	
26/07/2021 16:06:14	dataset_8ecbfdda203d4f5cf4b3fa301fb6a10776eddb68d8dac51cdf66eaaee8a9300f.jld	00:00:17	((1, false), 2, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 45, ma_step = 30), Any[], false)	
26/07/2021 16:06:20	dataset_20234ed3173541230a5aeb48413e1e46ded22b82704f9b7f536c6eb2553e3613.jld	00:00:07	((2, true), 2, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 45, ma_step = 30), Any[], false)	
26/07/2021 16:06:24	dataset_bbc0e330e38719da36e512bb8b7481114076f468ebae4550e872451c1c2471f1.jld	00:00:04	((3, true), 2, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 45, ma_step = 30), Any[], false)	
26/07/2021 16:06:28	dataset_3b91a7d19398bb862d012e629fb5da32c81fa5a16c6dcbf6051aef0099444465.jld	00:00:03	((2, false), 2, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 45, ma_step = 30), Any[], false)	
26/07/2021 16:06:31	dataset_ff0d98d315146f1679dd31f6f16f78e8b63c684b4bb933668f110ad6ef8f10a8.jld	00:00:03	((3, false), 2, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 45, ma_step = 30), Any[], false)	
26/07/2021 16:06:55	dataset_2dd12e44ed9479386bb317dfeb96d001d02a901cd9acbf35fac3e840e0d83fe4.jld	00:00:24	((1, false), 3, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 45, ma_step = 30), Any[], false)	
26/07/2021 16:07:04	dataset_9ed7bf1521d7b6f7a3dfa488ca4da49987f00faf209dde3dc6b343afacb79bff.jld	00:00:09	((2, true), 3, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 45, ma_step = 30), Any[], false)	
26/07/2021 16:07:10	dataset_31a78c7e53fb4d41ce413d1afe5e113f3ce99c7572191772c8b4cbf0d9e4f0c1.jld	00:00:06	((3, true), 3, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 45, ma_step = 30), Any[], false)	
26/07/2021 16:07:15	dataset_16743c1f6cb3128fd91d64bba6b3e94185fdb5c94d0b4741dc403ddbd08afafc.jld	00:00:05	((2, false), 3, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 45, ma_step = 30), Any[], false)	
26/07/2021 16:07:20	dataset_1bafa4bb513a5f65f7af77267d51f7a0855b183c96ae562e52ef4df922b8a793.jld	00:00:04	((3, false), 3, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 45, ma_step = 30), Any[], false)	
26/07/2021 16:17:45	dataset_8f66f78166ae0ef9ab9df9b8a0d1eb3144d6ebb63ddb2b0c4f083ac337821a38.jld	00:00:25	((1, false), 1, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 150, ma_step = 100), Any[], false)	
26/07/2021 16:17:49	dataset_a2fb9c746b22fcdbcb6528c417ad0ad1b1c6926737d31f764ed309b55ed10a6d.jld	00:00:04	((2, true), 1, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 150, ma_step = 100), Any[], false)	
26/07/2021 16:17:51	dataset_d19759f88bc7c27b7bcdffa0771ddc6763d0301f8e5f34fb312219b506730d64.jld	00:00:02	((3, true), 1, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 150, ma_step = 100), Any[], false)	
26/07/2021 16:17:53	dataset_e81ef4fc6e22f1c487eb96e24b9b2633165f4b98acb383c6854328d58853afa6.jld	00:00:02	((2, false), 1, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 150, ma_step = 100), Any[], false)	
26/07/2021 16:17:54	dataset_f4cdc9b142959d6f5b7da7e17efeab2a0d29eaf4cbac4b55ceba5e9b1fda701c.jld	00:00:01	((3, false), 1, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 150, ma_step = 100), Any[], false)	
