index,attributenamesnormsorted,attributeabbrsnormsorted,meanmvarnormsorted,minmvarnormsorted,maxmvarnormsorted,DNHistogramMode5varnormsorted,DNHistogramMode10varnormsorted,SBBinaryStatsmeanlongstretch1varnormsorted,DNOutlierIncludep001mdrmdvarnormsorted,DNOutlierIncluden001mdrmdvarnormsorted,COf1ecacvarnormsorted,COFirstMinacvarnormsorted,SPSummarieswelchrectarea51varnormsorted,SPSummarieswelchrectcentroidvarnormsorted,FCLocalSimplemean3stderrvarnormsorted,COtrev1numvarnormsorted,COHistogramAMIeven25varnormsorted,INAutoMutualInfoStats40gaussianfmmivarnormsorted,MDhrvclassicpnn40varnormsorted,SBBinaryStatsdifflongstretch0varnormsorted,SBMotifThreequantilehhvarnormsorted,FCLocalSimplemean1tauresratvarnormsorted,COEmbed2Disttaudexpfitmeandiffvarnormsorted,SCFluctAnal2dfa5012logipropr1varnormsorted,SCFluctAnal2rsrangefit501logipropr1varnormsorted,SBTransitionMatrix3acsumdiagcovvarnormsorted,PDPeriodicityWangth001varnormsorted,meannormsorted
35,EEG_B52,EEG_B52,0.0,0.0,1.253573572051144e-5,0.01372014418446286,0.012759068765967696,0.016554931515972225,0.015439250360397748,0.013781863676675651,0.017202369293737082,0.01865923016473581,0.01711878220319505,0.017798414781447804,0.017167266619836575,0.015359309065361332,0.017132653693682172,0.015537120867537437,0.016328559607691875,0.020195413841251057,0.01954291259629484,0.0165661444031592,0.01761209798167311,0.0,0.0,0.01613403443982034,0.01627135123787613,0.01323573820145986
36,EEG_B26,EEG_B26,0.0007020551851601827,0.0006410897817903972,0.0017721790365549583,0.020228399885760445,0.01809394861983518,0.020433628969976424,0.01808479167145401,0.025501032473245526,0.01255732434604658,0.011118337536879632,0.01519984571294606,0.015240401375560928,0.015225359986183202,0.0178339011056157,0.015613099696068352,0.01327971390134311,0.01434604083267988,0.013169903959466479,0.014373349162232645,0.017259398915293954,0.015493910982580258,0.0,0.0,0.01839480196709259,0.015612253479023357,0.013206990743311591
37,EEG_B39,EEG_B39,4.127038972202252e-5,0.0,5.313836039537179e-5,0.016446696353002204,0.02364918161176406,0.015799872180284166,0.015724510097903356,0.015006978877802548,0.015162669440298275,0.013926690055038144,0.015695493224456323,0.015682607025699936,0.01562367705082705,0.012784871595196853,0.017539710184915448,0.014953115085238427,0.019961277706572533,0.01804490314261007,0.015418019447751221,0.016823763182404857,0.018137067790934814,0.0,0.0,0.015395927015462012,0.015299661596652426,0.013086844056597284
38,EEG_B57,EEG_B57,0.0,0.0,3.13393393012786e-6,0.015595237493344571,0.01650162140086773,0.015953220788112527,0.01602495108947501,0.013905514316116136,0.015169423413322886,0.018465500452642877,0.015770978281456616,0.015903130010923167,0.01515876237009127,0.01371848467324618,0.017111814359988837,0.013886181444499778,0.02117579965514584,0.01889497840231595,0.017396378688906557,0.016569938724479198,0.016910522078954195,0.0,0.0,0.017547803196520214,0.01398008496606452,0.013025738389616168
39,EEG_B36,EEG_B36,4.127038972202252e-5,0.0,8.130913666232294e-5,0.01674334438917358,0.017904581877583065,0.018656829767272322,0.01700167886207456,0.021332556669845397,0.012253395559938108,0.0130403402068538,0.016332709800852867,0.013555001933839015,0.014121776610206522,0.014737249467802742,0.014358013409674887,0.018348049797723743,0.019468905171644933,0.01540972429461726,0.014601445449265602,0.016602218475458154,0.016925840394903812,0.0,0.0,0.016977039731128657,0.015611025823127941,0.012964172288774856
40,EEG_B46,EEG_B46,2.0749834832461255e-5,0.0,3.123545198867772e-5,0.014391185905550653,0.01100101651713538,0.014611931631640934,0.015801039304592993,0.01447051985220084,0.019903958503589676,0.014097296013901927,0.016839839368436575,0.017311813702573554,0.017209301875843155,0.015398458082195756,0.018195408087385873,0.015169710636365751,0.017118272535950902,0.0161546973601378,0.018089561137080316,0.017021702895133405,0.018458486652929356,0.0,0.0,0.016445158252133357,0.0162283832815365,0.012958789075325433
41,EEG_B60,EEG_B60,0.0,0.0,1.253573572051144e-5,0.01315099454175376,0.014539089023864424,0.016066260619025947,0.015299117442679477,0.013156330923507915,0.014617286118559239,0.016216487855113513,0.016913222341994022,0.017174430462269828,0.017849034856899915,0.014713055026473689,0.016844841970409113,0.016137170764734716,0.014643487432239486,0.01606266486885644,0.021117244679630123,0.017073184271272496,0.017271617882459005,0.0,0.0,0.017514267406562353,0.016935513077297567,0.012932313492052941
42,EEG_B35,EEG_B35,4.127038972202252e-5,0.0,0.00011574778078952973,0.0162047692082192,0.014440312314545853,0.016142204691474264,0.01637781417118132,0.021384320225685493,0.01363627153673149,0.013529034330215893,0.016635261134370777,0.01481859768635102,0.014052033717413882,0.016199914777263173,0.016697432654764633,0.017547448464297396,0.018102690450619546,0.015764239985884707,0.015857583924586426,0.01669909416287387,0.016706004182114344,0.0,0.0,0.01661305585383266,0.01547214724995873,0.012921489955715846
43,EEG_B40,EEG_B40,2.0749834832461255e-5,0.0,3.123545198867772e-5,0.01799209614472577,0.025327231350375966,0.014975002716461018,0.01569638599618866,0.013457866656461448,0.01238678652717461,0.01061434896256284,0.014809748867258778,0.016730312764998482,0.014906589199459553,0.013474389332118737,0.015331443532505368,0.017708290716153128,0.02160678316359883,0.018369467431389473,0.01612676669453883,0.015911465626556907,0.017025994915057272,0.0,0.0,0.016445755281564275,0.014046992212364818,0.012919828135133437
44,EEG_B51,EEG_B51,0.0,0.0,1.253573572051144e-5,0.014327651955137249,0.013242907648763264,0.014464716968125683,0.015022082547358402,0.014598462257826367,0.017891274542249463,0.017796914453765973,0.017271835798457404,0.016881271877703066,0.01734506230013134,0.015526630731451567,0.015002826704479395,0.0187078390743187,0.011837958632167724,0.015102041705421947,0.019758240954206596,0.01661873960622464,0.017228016640654428,0.0,0.0,0.01742249964268239,0.016717143784899937,0.01291106614246984
45,EEG_B43,EEG_B43,2.0749834832461255e-5,0.0,1.5600411442238725e-5,0.015250604601888719,0.015505188712478376,0.014301145119775508,0.016142547245528042,0.01396174585116903,0.016461120754283704,0.014563958844817393,0.017455171572247102,0.0171229323965158,0.016555280936634876,0.014473476258458065,0.015296452935372585,0.014001699071767739,0.01744539950504975,0.017073933131043384,0.01754494950985309,0.016026576830558012,0.017126245237533397,0.0,0.0,0.016747200366247123,0.016975565350885555,0.012802701779135279
