index,descriptornamesnormsorted,descriptorabbrsnormsorted,EEGB2normsorted,EEGB3normsorted,EEGB4normsorted,EEGB5normsorted,EEGB1normsorted,EEGB6normsorted,EEGB7normsorted,EEGB8normsorted,EEGB16normsorted,EEGB24normsorted,meannormsorted
0,CO_FirstMin_ac,FM,0.21984481323670815,0.26039255700472386,0.29467753880435776,0.2996202108794446,0.21728015018018212,0.22280110109210588,0.1996910355234874,0.24221015765723616,0.26333495001654605,0.20242683464138736,0.24222793490361796
1,PD_PeriodicityWang_th0_01,PM,0.2605333234275577,0.24479487681323267,0.23260926218179498,0.23156527399780302,0.2632238818019837,0.2444309996640668,0.24502437828800547,0.24433307451769007,0.20391187496514293,0.21167139180192257,0.23820983374591997
2,CO_trev_1_num,TR,0.1750768462112293,0.15580482406065302,0.13884812557525564,0.14719214269582429,0.1769482187982472,0.15681983870822702,0.16128680789523195,0.15230237615380343,0.15602121216487794,0.17570124877856982,0.15960016410419192
3,SB_BinaryStats_mean_longstretch1,C,0.08576210097236092,0.09562138562888298,0.08815119977887215,0.10460720425875303,0.08428501814935639,0.11823131094126518,0.12079631460101303,0.12633575944033357,0.14212442024402427,0.17092743049613027,0.11368421445109918
4,IN_AutoMutualInfoStats_40_gaussian_fmmi,FMAI,0.10339401770766041,0.10444735919664666,0.09861724667562685,0.08126347225491608,0.10317539216861436,0.09336350048396479,0.09923874776206207,0.08337111988377742,0.07535233759431968,0.07468543253246726,0.09169086262600556
5,SB_BinaryStats_diff_longstretch0,LP,0.06843931524475798,0.05781444609678639,0.06596662468133903,0.0512595764529063,0.06903700961555095,0.064922054610427,0.0806262607838726,0.060101197519029474,0.06455583742634262,0.06715204884925054,0.06498743712802628
6,CO_f1ecac,FC,0.018895919077882215,0.019006709848364018,0.022622943553941958,0.022782876105043644,0.018327566143624165,0.03066207501164091,0.022000373172625796,0.020669571273124947,0.022125899578029833,0.02521487016353514,0.02223088039278126
7,SP_Summaries_welch_rect_centroid,C,0.018137715567104095,0.016097251230239463,0.014738924249358928,0.014244568914123776,0.018808921211760272,0.014567548940453376,0.014488432571719213,0.015069391690210808,0.016966422968009206,0.014210533205135928,0.015732971054811508
8,DN_OutlierInclude_p_001_mdrmd,A,0.010490097412369967,0.009885559190146748,0.009282091242200691,0.010658683847162913,0.010436734492679576,0.012423064998978016,0.013061288194612239,0.013660153917580931,0.01390674759659082,0.013571491658795284,0.011737591255111719
9,DN_HistogramMode_5,Z5,0.008060779599272861,0.007375042110861402,0.006909730903291622,0.009481478944097465,0.007590142347106532,0.009771486221268182,0.01026736101794794,0.0094151788310042,0.009076546927585595,0.009527004359781792,0.008747475126221758
10,FC_LocalSimple_mean1_tauresrat,CC,0.009574890104159014,0.008571895552368203,0.007120312967000128,0.007163438732246846,0.00942923925779695,0.008040596576696833,0.007374410138302786,0.00829071372887911,0.007399212830225879,0.006695580027474245,0.007966028991514999
11,DN_HistogramMode_10,Z10,0.006399765866604034,0.005669727673428315,0.006566948483865688,0.006445520184198209,0.006601874328481485,0.008661593706547874,0.010534723629471488,0.00832429235531455,0.009249063981856613,0.010963994946295144,0.00794175051560634
