Dataseed	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_task_use_aug_n_ver_dataset_dir_preprocess	nbands	dataset_kwargs	use_full_mfcc	test_operators	ontology	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)train_accuracy	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)macro_sensitivity	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² train_accuracy	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	
5	fcmel	8000	false	stump_with_memoization	(1,false,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	94.68	29.1	64.55	64.55	69.4	59.7	63.27	66.12	66.19	193	32.619	bc726517a35e70a9917c52cf602bb8f721b52a4c8d4ed069fa7a93e77fe21eac	88.99	26.12	63.06	63.06	67.91	58.21	61.9	64.46	64.77	135	29.948	e747147c00a8d689851f8c63ee5bc7c9bf5b3e901e0c01c0a2915aba5b27960a	81.06	27.61	63.81	63.81	57.46	70.15	65.81	62.25	61.35	63	27.14	8c7b68c1252187f6f3736a159ebf36d56af8c30f3911ba98ae1bf34ad79f690a	93.19	22.39	61.19	61.19	69.4	52.99	59.62	63.39	64.14	181	31.443	08edde6f440e2de463457cc61224b7afdb20f7b74c26fc049fed6b38161dcf73	88.43	23.13	61.57	61.57	67.16	55.97	60.4	63.03	63.6	135	29.862	abafbbf5e1b89b9fd79568e83afa6e7abd30c0039febc7fec9b12f4fdca95adf	81.06	27.61	63.81	63.81	57.46	70.15	65.81	62.25	61.35	63	26.951	8c7b68c1252187f6f3736a159ebf36d56af8c30f3911ba98ae1bf34ad79f690a	99.79	46.87	73.43	73.43	72.39	74.48	74.0	72.96	73.16	27.34	798520.0	0.0	0.2	0.05	0.05	0.06	0.13	0.08	0.04	0.04	0.01	386920.0	1421.631	("af59cc44e161753fc2fffdf59658aeffb6e539dec79090cb847f73fda8742e4e", "7e8b1bf8b6cca0a0e09b5de36f762610f49e1a659e54e9b18eefc5cd5ad99843", "2750de50bdb51fc975099758d7563f342ad9e5c2e53e092357c5028b2e1b215c", "637cdcd4fd9fa8ced54a61a4019ca6e5537f879f1a42aeb4fa3a37eb2ff38c9a", "72c1c5c5639cda800d54e510b398a38925f6858eac61ad3ab69557e22b4771c5")	
6	fcmel	8000	false	stump_with_memoization	(1,false,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	94.68	33.58	66.79	66.79	64.18	69.4	67.72	65.96	65.9	159	31.132	644c89a6d5eec10d24c7e58d9623b5cd2e96f81b7173c7a34d83ddcaab6bbcbe	91.88	27.61	63.81	63.81	61.19	66.42	64.57	63.12	62.84	129	29.462	38d29e6e493c45df0eb6cc22ee7c6f4293d456f9caa7d3bc407ae2e78cb0dcfd	80.69	24.63	62.31	62.31	65.67	58.96	61.54	63.2	63.54	51	20.907	e701b8a14b92e88bd924d88e284ba57c047a4f2260e4fd992a820a4fb5ed7703	93.47	35.07	67.54	67.54	64.93	70.15	68.5	66.67	66.67	151	30.069	c7a012f2502d25820f7798e4bd55dc643e2b973726df3d54cc5547723f648445	90.76	28.36	64.18	64.18	61.19	67.16	65.08	63.38	63.08	123	29.439	e4c06f7d5f9d36460eca75851ddbcea418c1fc4ab9ff25e6a311c9b244cda1af	80.69	24.63	62.31	62.31	65.67	58.96	61.54	63.2	63.54	51	20.691	b3be3bded853dc195654b559bb49294b5250a4bdcb0d460b728298da0c376d30	99.72	49.4	74.7	74.7	69.4	80.0	77.65	72.36	73.27	25.12	785320.0	0.0	0.04	0.01	0.01	0.06	0.03	0.01	0.02	0.02	0.01	314920.0	1424.939	("e2ec9aa4700fa338c31cb689853a70184dfe632a2ca12cb376ffd26f7aacf877", "2fff7622ce155206debfd7f4b3b2e5237033f5e43e11aca022a600c27dd0a3d8", "f11119fd15c0f465e6d35cfcd83b52ddac106a3e7801149b915842028d244607", "f24ac747dd773d5ccc5a41b8942b2bfbb4678e42438fcd50ded8a101384f0a2a", "a8c9555ca39987b02ee386c3d53e5a7d9d070ad62358f2a71754fd78c7e76ca1")	
7	fcmel	8000	false	stump_with_memoization	(1,false,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	94.22	36.57	68.28	68.28	67.16	69.4	68.7	67.88	67.92	173	42.798	f95bd0ceec2d8b8914c43cf3e1adfb325fb097da4188e59f651bcf1819effaf5	89.83	32.84	66.42	66.42	67.91	64.93	65.94	66.92	66.91	127	41.061	89c2df2a5f31f62b9b035ad851c7b3255ee12a0c2e40526a8d6e99c39fc26314	81.53	20.9	60.45	60.45	57.46	63.43	61.11	59.86	59.23	67	38.146	2c872546fbbde49be079a4219898955e14b57fe08ac9488b48eda81f258eac43	93.56	32.84	66.42	66.42	64.18	68.66	67.19	65.71	65.65	181	42.084	d08c0c31065b1a49ff27b77a6767f17b111819bc37a7098b314f2f6acc9d26f4	89.93	31.34	65.67	65.67	67.91	63.43	65.0	66.41	66.42	133	40.873	bbdb9b4c2e897474cb2a557f9fe787622d0719d1013e325c621756c00198f0dd	81.44	23.13	61.57	61.57	58.96	64.18	62.2	60.99	60.54	67	38.009	3d66a5bda894967d48c3a174244b9a5066a6acb4321d0af04716ada9a7a2212a	99.78	48.51	74.25	74.25	73.28	75.22	74.75	73.8	74.0	26.45	791440.0	0.0	0.06	0.01	0.01	0.02	0.03	0.02	0.01	0.01	0.01	562880.0	1437.182	("95d6f85021c5811c27c2f9b508439f11c9906eb062f671bd589f3ca560b0ff2d", "d987a4aa28e454441423ec812a2ad0cd43de23698040c622dd92494ae679b6c5", "7d5c1969c2319e67ee44dfc41a468e1574439011ce5366edd4a00d88043bee6b", "dac4c105f839d90f121c53dd413f346631f3a3dc1d4ee169d7fc9a96d7693a3e", "6d6f4199f2c7f1167957f28001ce1b6c9186c3616ba93954191da4b040e69795")	
8	fcmel	8000	false	stump_with_memoization	(1,false,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	94.22	32.84	66.42	66.42	73.88	58.96	64.29	69.3	68.75	161	27.025	ff835ff0fed355719519253da67afef82c2bd8d1d6ad6bb29eaf65d010b7f7eb	87.97	29.85	64.93	64.93	72.39	57.46	62.99	67.54	67.36	105	23.104	4ab97f11b51eda807dc13f059a07c53bc48ed19f461a3872ff3cfbf20bb18427	78.92	30.6	65.3	65.3	69.4	61.19	64.14	66.67	66.67	49	21.551	b237dd4e892d64308aba812ac144f34ccf06fd67799d6d89466b4159c175f42c	93.0	31.34	65.67	65.67	73.88	57.46	63.46	68.75	68.28	145	26.124	09a179cd95ec00ff1cbd452258dd25ebf69951e1fb885b3532c15d841ba66fe6	87.31	26.87	63.43	63.43	70.9	55.97	61.69	65.79	65.97	99	23.281	8d3ac65d48aae408c17eb4ced328aa65a099c4e2b09def4a7bd2b48a567bccbf	78.82	29.85	64.93	64.93	68.66	61.19	63.89	66.13	66.19	49	21.545	abb70f3ddffb0fb987e23480c241ed4e56a4c63456f126e20e0503f4735d449c	99.78	49.85	74.93	74.93	76.27	73.58	74.26	75.64	75.25	25.19	786360.0	0.0	0.09	0.02	0.02	0.05	0.01	0.01	0.04	0.03	0.0	149480.0	1465.537	("d00610f4a4afd4ff5908a26574f23fa4b5c8074af4e2c90cb1387212b06e8e68", "8b52e49b33700926a8f367d15185404f7ce3b262971d5324fef0ea4185410856", "fedaeefb00f32f00b09b7f19bdeaef1ffc2efdea48f8b6053e2d5fb0cafdac9a", "86ac4b84f3300093b307686d1b6939fce4849a07d25a9578930e25c5ec22ed1e", "37ba4c43358ddf39730f6459a2a2703971d9f4503c35f48014be4a165a3e4295")	
9	fcmel	8000	false	stump_with_memoization	(1,false,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	95.06	27.61	63.81	63.81	67.16	60.45	62.94	64.8	64.98	181	27.92	63895bfd6954190c3de757c362797b7b3aaaa6bfd1234f2c462285aa252f3214	89.37	27.61	63.81	63.81	68.66	58.96	62.59	65.29	65.48	115	25.736	12261d9d2251ac62a368d29c0776c7debee7dd2c154d850f7ec773641f25a53d	83.49	24.63	62.31	62.31	67.91	56.72	61.07	63.87	64.31	73	25.314	57fb469c9231cefc62518740af25970cc1364310e225e04937d8df36f402b4ed	92.82	29.1	64.55	64.55	64.18	64.93	64.66	64.44	64.42	161	26.517	a4555375cdf797b2abe8f162d27d243605ae9d40459b315b71c54f6b6b9a92a8	88.71	29.85	64.93	64.93	68.66	61.19	63.89	66.13	66.19	115	26.016	8f286d0db9cfec96d96e001f8164f2d23620e9d19bd3e15a70c9287517889085	83.49	23.88	61.94	61.94	67.91	55.97	60.67	63.56	64.08	75	25.73	8ceda0f74338f91854f7d012d62795593bcc352d513a26d6f6d57df96d50112e	99.74	44.93	72.46	72.46	71.04	73.88	73.12	71.85	72.07	25.74	788560.0	0.0	0.03	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	628880.0	1411.172	("b299dc57ede93328703afe020db889a810b073ebd44136eca595d29afbdd8789", "743427d03f3ed4bd0d0064436266828a7efabc0f04f66b7b721d4d264aac33eb", "2325e5556e8a3f0031dd752a20d60190a0126f6129eeba70aad7ab0a420efd57", "b00a8a9d1ca0c1a357452e6ccf3ca0e8c3272bcf165c34ec305936cb650415cd", "f0245881acbee5321e09e9f90b33612187cc9db25b52d7e6817caa1830bfe94b")	
10	fcmel	8000	false	stump_with_memoization	(1,false,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	94.22	24.63	62.31	62.31	62.69	61.94	62.22	62.41	62.45	163	33.368	ec3e10de20b517f81633100c99c943af7891d25b19166bc7cf4282eeeeabce66	91.51	22.39	61.19	61.19	60.45	61.94	61.36	61.03	60.9	125	32.078	f599152efce5d9dd094ddf5f8bd1bc6632f36c169fe90308d01c05c1efbc6da1	82.84	20.9	60.45	60.45	53.73	67.16	62.07	59.21	57.6	63	30.388	1917269baabce4c8c000e8ec0abf13dab8699c3565852933068256a7fdaf11c5	92.82	24.63	62.31	62.31	66.42	58.21	61.38	63.41	63.8	143	33.048	d4ea6f01727b3a374d208f65ccb4bd3ab623728627aedec17e0694d6be5d55b4	91.14	20.15	60.07	60.07	60.45	59.7	60.0	60.15	60.22	117	31.989	bb28c428de03f337a6a2fbfe022a9a1fea5e9f7a4448f6d0113c995b0953ae83	82.74	21.64	60.82	60.82	54.48	67.16	62.39	59.6	58.17	63	30.111	a412d4750e49f4289c212bebf0932d28edca5b91436f4251813c9cb064c8e99e	99.78	43.43	71.72	71.72	69.7	73.73	72.62	70.9	71.12	26.4	791840.0	0.0	0.07	0.02	0.02	0.05	0.01	0.01	0.03	0.03	0.01	691880.0	1452.48	("004663833f2f818c2ea0ffa603ee385bb9d23a82e41ac9ab4987097f32b53001", "fd82aad6997abcfe5d21937b2db9fe165aa5b3aadd984035cda6eb15e422160c", "e3d893c6648b392d8a09ae71518e284f599e131df8a8d3af4b359a854dc4f7d7", "498d1592784b55caee0b581e7d686c610b19316b285ae8438d1b196c845ca1d1", "1830d20c5405762f5fc7449814e7acd64ddb884d2d098266452866516414fe09")	
1	fcmel	8000	false	stump_with_memoization	(2,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	93.18	40.0	70.0	70.0	40.0	100.0	100.0	62.5	57.14	7	0.032	b522d5f14ff266684809a734ad62987c97a03f7093db0aaadfb658813a623145	88.64	40.0	70.0	70.0	40.0	100.0	100.0	62.5	57.14	5	0.027	6f3449e0d0df0291e6c3b7776f3fd2d5c52231c57d5c29e08a7b92d519f23bcc	88.64	40.0	70.0	70.0	40.0	100.0	100.0	62.5	57.14	5	0.027	6f3449e0d0df0291e6c3b7776f3fd2d5c52231c57d5c29e08a7b92d519f23bcc	88.64	40.0	70.0	70.0	40.0	100.0	100.0	62.5	57.14	7	0.031	ac8dbbe35b0479032aebe35973244d4327afa8fc79d060316978ed7d3aa84a9d	88.64	40.0	70.0	70.0	40.0	100.0	100.0	62.5	57.14	5	0.046	6f3449e0d0df0291e6c3b7776f3fd2d5c52231c57d5c29e08a7b92d519f23bcc	88.64	40.0	70.0	70.0	40.0	100.0	100.0	62.5	57.14	5	0.027	6f3449e0d0df0291e6c3b7776f3fd2d5c52231c57d5c29e08a7b92d519f23bcc	99.09	68.0	84.0	84.0	84.0	84.0	85.33	83.67	84.32	16.89	41680.0	0.02	5.2	1.3	1.3	0.8	2.8	2.09	0.92	1.1	0.07	9720.0	2.566	("d5fa9838d97ba591df17ad80bf3125b35005cd83b9f6a1d3199df116ea700ace", "313d1ae47fc1a958e83731727371bb6060b8e1f139762b9a3c3c9c90734a6a2f", "ed0c91935e682cc1e29ada55ab0ee9c883384d673b17c20f187df51973fa7b7d", "966e25514f1aa72e04dac20d9f5286295d06f415e90d9784ad396c829aa1e936", "cd1e44153662b98fb25c3197dcc3d9a3a046ad112366d5ae71179be384418132")	
2	fcmel	8000	false	stump_with_memoization	(2,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	97.73	20.0	60.0	60.0	40.0	80.0	66.67	57.14	50.0	11	0.038	32be2200b7042bf71ef776ee7ad3e5a8fad9afbb66ba3e22c73549561a61f5bc	88.64	20.0	60.0	60.0	40.0	80.0	66.67	57.14	50.0	5	0.038	789cbd5c7e803d13ce70916065046c8536d0de7813a585358afe917452ba509f	81.82	0.0	50.0	50.0	20.0	80.0	50.0	50.0	28.57	3	0.015	f0f69332f292e2727596226dabd53cf67f7905684e2351c0a55192ea505b026d	90.91	0.0	50.0	50.0	40.0	60.0	50.0	50.0	44.44	9	0.035	bac3f13a66fc8f2f2eb8a6afb06695c48445b656c2181bcb8ab60146a27a7d5a	86.36	0.0	50.0	50.0	20.0	80.0	50.0	50.0	28.57	5	0.025	8b9f1552e044211396b75ae1736b026ad86d0a4ee6132957b148409304c58494	81.82	0.0	50.0	50.0	20.0	80.0	50.0	50.0	28.57	3	0.015	f0f69332f292e2727596226dabd53cf67f7905684e2351c0a55192ea505b026d	97.73	16.0	58.0	58.0	40.0	76.0	62.0	56.29	47.71	21.82	41320.0	0.03	0.8	0.2	0.2	2.0	0.8	0.53	0.14	1.33	0.07	7120.0	2.152	("b736fbc4aa8733d2d746a120d00a1a8bcd050f3a6d7917b0a8e8b549364c3f43", "aa9156e0e56b5ed98984e624c27989253946dc48aae845c959100d4b65c9ae58", "9740b6e0502f3c53f19b3684df8b810df51908ef2b4ec06fa8abf6f3170f7f7c", "42d8545b0b1f61d92fefef92c080d7764ac4bd4b737ebab972b0ccae95344abc", "94f017ba7d04d7bb0c1aab02ad1d615f793c601791f308d8875ecf0f8cfaa37d")	
3	fcmel	8000	false	stump_with_memoization	(2,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	88.64	40.0	70.0	70.0	40.0	100.0	100.0	62.5	57.14	3	0.016	60a915517c6f3db1ad0c2f642c8167efc78d22321c4a1cef2171565aac0c0646	88.64	40.0	70.0	70.0	40.0	100.0	100.0	62.5	57.14	3	0.016	60a915517c6f3db1ad0c2f642c8167efc78d22321c4a1cef2171565aac0c0646	88.64	40.0	70.0	70.0	40.0	100.0	100.0	62.5	57.14	3	0.015	60a915517c6f3db1ad0c2f642c8167efc78d22321c4a1cef2171565aac0c0646	88.64	40.0	70.0	70.0	40.0	100.0	100.0	62.5	57.14	3	0.015	60a915517c6f3db1ad0c2f642c8167efc78d22321c4a1cef2171565aac0c0646	88.64	40.0	70.0	70.0	40.0	100.0	100.0	62.5	57.14	3	0.029	60a915517c6f3db1ad0c2f642c8167efc78d22321c4a1cef2171565aac0c0646	88.64	40.0	70.0	70.0	40.0	100.0	100.0	62.5	57.14	3	0.016	60a915517c6f3db1ad0c2f642c8167efc78d22321c4a1cef2171565aac0c0646	97.73	40.0	70.0	70.0	40.0	100.0	100.0	62.5	57.14	16.82	37400.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	18200.0	2.311	("736d736e09a785e96a729c9be6d5c074294d5ebe69a7e5dc9ea9f29c5216108d", "a5543243a401820f6fa0ccdb2eefe5ec6771d508a5d90775c994df35411f9245", "8cd07d50cc64d3d09e150d8f38316d6fd4fda03edfc543c9076d0b2822378b0b", "8ee5056d54ee01838abd9a6efd3818ee593aecad11ea588e56441c47d49b9340", "3f6c35041e7f28ae33d1ae7fe01195f51c97ee8e578ffafec477c8dbb2f373b6")	
4	fcmel	8000	false	stump_with_memoization	(2,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	13	0.463	c87317cee804307fa80d04c38dcd3907bf3b89d6e7de0a7b8581c39ce69c86b8	95.45	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	9	0.366	6bb6c2ab56aeb7b476755f1e2d6243e71d5ed1f287564f4bb1fe3e844756000f	95.45	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	9	0.36	6bb6c2ab56aeb7b476755f1e2d6243e71d5ed1f287564f4bb1fe3e844756000f	95.45	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	11	0.422	4ccd61b37496fba9494ea0d07aea797eab065f47c7ef40ce7f97bb6e3fd9b254	95.45	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	9	0.346	6bb6c2ab56aeb7b476755f1e2d6243e71d5ed1f287564f4bb1fe3e844756000f	95.45	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	9	0.363	6bb6c2ab56aeb7b476755f1e2d6243e71d5ed1f287564f4bb1fe3e844756000f	98.64	68.0	84.0	84.0	88.0	80.0	81.0	89.33	83.88	33.53	42720.0	0.02	3.2	0.8	0.8	3.2	0.0	0.13	2.36	1.15	0.15	8920.0	2.607	("62b73295e9e7aa8d519d905bcd1b06de12b9c96cca3b27968601f2fd942e6538", "68b3571744f57a1cc4d6cfd35ee904aad4c5794abc06f98fc1a7bc045137918f", "e95fd42a1bb166505898c3c735537cb72ff436e2ba9b2fb550f37c7863e85676", "8abe5a9d389c4e7c279bf96ff811c50413e998e62ae8b6c8c42a86823b919ead", "cc2f8e084025e019d6888c933172a4a6340679800f0602837ca5fca1a8ebe0d6")	
5	fcmel	8000	false	stump_with_memoization	(2,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	93.18	60.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	7	0.155	40f5955f5d8ab50df02aa5f8bb0b49900f08f933825d521df7fc764d5d59e713	88.64	60.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	5	0.032	8f128cca20fea559c07d8abce7c4b25d06047884cec0022c0fe350e12c26891c	88.64	60.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	5	0.045	8f128cca20fea559c07d8abce7c4b25d06047884cec0022c0fe350e12c26891c	93.18	60.0	80.0	80.0	100.0	60.0	71.43	100.0	83.33	9	0.202	2c056bb303b162279513392f2fb27d7738f688d508acc7ee097417c1cbc135a0	88.64	60.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	5	0.026	8f128cca20fea559c07d8abce7c4b25d06047884cec0022c0fe350e12c26891c	88.64	60.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	5	0.026	8f128cca20fea559c07d8abce7c4b25d06047884cec0022c0fe350e12c26891c	100.0	72.0	86.0	86.0	96.0	76.0	80.0	95.0	87.27	23.18	43200.0	0.0	3.2	0.8	0.8	0.8	0.8	0.56	1.25	0.66	0.17	2400.0	2.648	("4508f8e57f398a56ae059797d1bc78bdb210d8b3c9b62489fe9a3789aef778f7", "6eea0a97d007cdb9404b4bf1b8378f9aca45a14d98b0cc0217903696728c2064", "508356963fe322d8d63fe5e1a94b9d4d7a954cef76a0aaeaae49dd559bdfba1a", "ced5c7fce7d9b644fc746077be2932c8e57a3205ae12fdf62de48114f558ab23", "54581c1a29a9aa18a30d9330377728d40349fe510fd40ee5fe28cd17e46b0a20")	
6	fcmel	8000	false	stump_with_memoization	(2,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	95.45	60.0	80.0	80.0	60.0	100.0	100.0	71.43	75.0	11	0.053	b41bbf1fb31adc98cee858582c0fd6099caecb17801a5e91ea3fe7b269e4e16f	95.45	60.0	80.0	80.0	60.0	100.0	100.0	71.43	75.0	11	0.039	b41bbf1fb31adc98cee858582c0fd6099caecb17801a5e91ea3fe7b269e4e16f	84.09	60.0	80.0	80.0	60.0	100.0	100.0	71.43	75.0	5	0.025	8b605ecf1f10e5362ae9c8f3516bd98516b4a88c1a35531a5d00d772a76dc601	95.45	60.0	80.0	80.0	60.0	100.0	100.0	71.43	75.0	9	0.038	ab599df9223d3d52a74ab68fba0090daff80403648896597e7bef75628c64954	95.45	60.0	80.0	80.0	60.0	100.0	100.0	71.43	75.0	9	0.051	ab599df9223d3d52a74ab68fba0090daff80403648896597e7bef75628c64954	84.09	60.0	80.0	80.0	60.0	100.0	100.0	71.43	75.0	5	0.025	8b605ecf1f10e5362ae9c8f3516bd98516b4a88c1a35531a5d00d772a76dc601	98.64	76.0	88.0	88.0	80.0	96.0	96.67	85.24	85.96	25.58	43480.0	0.02	2.8	0.7	0.7	4.0	0.8	0.56	2.05	1.18	0.09	29320.0	2.916	("1aa995853ae7d98d7d775e31e8a81b1c29e4925e1c2e2bcc96b877086f9322b2", "fd14c18eff1ac889659bb4614a6e9ac50bc256fc49534326628e6b5796592d5f", "ce1cbf3da10850e9eb074ea813edfbed06844ee8e1e3c532bd5e236b1d559afb", "75fe4d43b13242a0f80b503caaa1d9874a99aae7b6dda604907751049b49f3f2", "6cc106fe437bee12bf4c708dcf97d079652a9553444f7005c281d6a817674437")	
