Dataseed	Params-combination	T(entropy,2,0.01,0.4)	T(entropy,2,0.01,0.5)	T(entropy,2,0.01,0.6)	T(entropy,4,0.01,0.4)	T(entropy,4,0.01,0.5)	T(entropy,4,0.01,0.6)	RF(0.7,50,half,all)	RF(0.7,50,half,all)σ²	RF(0.7,50,half,all)t	
5	8000,stump_with_memoization,(2,true,"b",["Normalize"]),20,(50,100,75),false,TestOp_80	(98.84, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 13, 17.876, e60d4b3532c6d8369f8c7b5aa3e53d588a3fea498cc061a4bf2c2025d47d6f62)	(95.35, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 11, 3.891, dadb97df9f59f531c04aafb27935c56f2ea3143ec0fe84411d1c859abc9e220e)	(91.86, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 9, 3.769, 8ab70e00f7122e44fb461670234671109d9e7f5c9859e5fa66b7ce152c946a83)	(96.51, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 13, 3.671, d6794c170acecbfe9345a372ead0aaf3fa3b8a9b1c522676f6a585420ada4082)	(94.19, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 11, 3.945, 53727ac1ea8cbe81c1fc6a14aa0c0274c02f533697f994b999f03d6dfde75f48)	(91.86, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 9, 3.788, 8ab70e00f7122e44fb461670234671109d9e7f5c9859e5fa66b7ce152c946a83)	(100.0, 74.55, 87.27, 87.27, 83.64, 90.91, 89.97, 86.03, 86.23, 26.51, 67000.0)	(0.0, 2.23, 0.56, 0.56, 2.23, 0.0, 0.03, 1.35, 0.82, 0.13, 22400.0)	(132.235, ("5378bee29be659e1cc87fefe0cb886d66a962a03cf6f6348f6d7d6a20a8b5a82", "f15c298b55f823dd9151a37e193754c58ae40af61ae631d81cc3b4d9b1cd78d3", "a6cf063546dc59a12e5afe21dcbf6470f213b2b089a3b70849df7a3794c7a18f", "af375581bc367bdf12496500eba7691f6e7d10715dc474ee09ce8c9106a2283f", "89add78c0cbdb9452a9a9c4975406e20c545c103833c0003a0727f8f2752c3cb"))	
6	8000,stump_with_memoization,(2,true,"b",["Normalize"]),20,(50,100,75),false,TestOp_80	(97.67, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 13, 2.185, ca32921c8a0431fc80dcf59f0415dec949784b635b26652e21a397372c61d4d9)	(97.67, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 13, 1.304, ca32921c8a0431fc80dcf59f0415dec949784b635b26652e21a397372c61d4d9)	(87.21, 54.55, 77.27, 77.27, 54.55, 100.0, 100.0, 68.75, 70.59, 7, 0.842, fd70a61aa9c9dba807eb261b473ef81e329cec0cdf571e481ac4c7c363ad16cd)	(95.35, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 13, 1.254, 3cc38f4cd5562591640d595efd8dc04f60d4d117a6b8be30e611734d0ef024c8)	(95.35, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 13, 1.3, 3cc38f4cd5562591640d595efd8dc04f60d4d117a6b8be30e611734d0ef024c8)	(87.21, 54.55, 77.27, 77.27, 54.55, 100.0, 100.0, 68.75, 70.59, 7, 0.848, fd70a61aa9c9dba807eb261b473ef81e329cec0cdf571e481ac4c7c363ad16cd)	(100.0, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 28.51, 69600.0)	(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22, 30200.0)	(249.256, ("1e087a86f422be35ea9b0c7c1ac6e1635d748082963a06adb43c3ad1a4146c52", "89329db779f52bad0e31f8694035219f7317cfa147989b5d73e396f6c7c4ed61", "c7bf1efa0bb8821c17f6f355408795c79c186eaaaccedc08b414722fe9761626", "15743cd2663cc3cdb1143f51306871b4acadf8a60a6d54bf8521d0939c7abce2", "a409573ccb014fd1914629ad94d78592c4afae8d06e9ad49e7a87f60edc81fee"))	
7	8000,stump_with_memoization,(2,true,"b",["Normalize"]),20,(50,100,75),false,TestOp_80	(95.35, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 17, 10.153, 11174acca3981903198025a77eecb35bb6c294961e81bf816cbc043fa505a99f)	(93.02, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 13, 5.63, 9326d83904d8d6388974e3dc74622368929ee35a24ee49769ab02af11fe36b9e)	(81.4, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 5, 3.085, 1a9d927072d2febcf62b8fcbbab86b26a3843869daa0f2ece4430740ba64e7cd)	(95.35, 45.45, 72.73, 72.73, 81.82, 63.64, 69.23, 77.78, 75.0, 13, 5.842, 0e90bb14aa4518c29eaa54502b119dd166fd10acbf362da7c17d80eaf7980d41)	(93.02, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 11, 5.435, c59a53adf8e2532bfcbcf9adc9b14d69094616bfd5dae12eb11807a9a2360ae2)	(81.4, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 5, 3.347, 1a9d927072d2febcf62b8fcbbab86b26a3843869daa0f2ece4430740ba64e7cd)	(99.77, 72.73, 86.36, 86.36, 85.45, 87.27, 87.67, 86.9, 86.07, 24.01, 63760.0)	(0.0, 0.41, 0.1, 0.1, 1.07, 0.66, 0.26, 0.78, 0.16, 0.02, 17880.0)	(141.417, ("6ed3fa197d45eb9a14c878c836c421ebfa58bdf925ded12346826b981af59dbf", "f955c5e53076f3be9af2de6fe22e158e051da42fd33f6b86b30f5f31cb60efcd", "b4f0fb4f4186a0e1bf78e102db6fd68560929b35f57880ac847a21bc24ccc32f", "ff1bdb326d121b71516d7948f25df726c8ab8d246e08fa88995b3b56b672374d", "918f1583e8b529c24cf80e6a6568d0ecc00765e9238ed1fddd54b2c00eac5484"))	
8	8000,stump_with_memoization,(2,true,"b",["Normalize"]),20,(50,100,75),false,TestOp_80	(96.51, 45.45, 72.73, 72.73, 54.55, 90.91, 85.71, 66.67, 66.67, 15, 6.048, ebbbed9b6ea7f62b18293f607ad5fd8a5f0e31d957880e4946051521949995c9)	(93.02, 45.45, 72.73, 72.73, 54.55, 90.91, 85.71, 66.67, 66.67, 9, 4.208, 115de32a79ef8d9c2916368408940e84374dd7ec258a6fcdc7395e18884ee1f4)	(81.4, 18.18, 59.09, 59.09, 63.64, 54.55, 58.33, 60.0, 60.87, 5, 1.466, f9aa1def803398e3ce6901c7f7582447178b51752ed74f6539340e3625afe704)	(95.35, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 13, 4.281, 218e8525374ca74e3fc645897b8ac2e00b09eb46aa05b0f2b16a9dafcdf15f24)	(93.02, 45.45, 72.73, 72.73, 54.55, 90.91, 85.71, 66.67, 66.67, 9, 3.94, 115de32a79ef8d9c2916368408940e84374dd7ec258a6fcdc7395e18884ee1f4)	(81.4, 18.18, 59.09, 59.09, 63.64, 54.55, 58.33, 60.0, 60.87, 5, 1.858, f9aa1def803398e3ce6901c7f7582447178b51752ed74f6539340e3625afe704)	(99.77, 67.27, 83.64, 83.64, 72.73, 94.55, 93.46, 78.23, 81.32, 18.84, 67640.0)	(0.0, 1.07, 0.27, 0.27, 1.24, 0.25, 0.37, 0.58, 0.43, 0.02, 32080.0)	(186.79, ("d47148ed774bcf2816f6bdc2b5511e4bb01f026e0b460bc2c1ad29ba6f68a05f", "aa1108a3f22eb7ffca0348df33ec0da7f0713af967c81d0126c06b35d77e67be", "e0f982ce49616f68209f15f9aa31d6ad70dfe939f8a82d7c9ad38e41f071b904", "2f8ce14a9c1722df8c767840000d577583f23a1ba7d021090ec13f8667266e4e", "96a252d66c0c71492d30796f21d20a3c5f1f1f1d1e8ed79a39c88ef5254e3708"))	
9	8000,stump_with_memoization,(2,true,"b",["Normalize"]),20,(50,100,75),false,TestOp_80	(94.19, 18.18, 59.09, 59.09, 54.55, 63.64, 60.0, 58.33, 57.14, 13, 5.982, 5b8c60148199c3e44f5e1af7ac230f27c5f5fa20c5e3c84c4822eec93ca42741)	(94.19, 18.18, 59.09, 59.09, 54.55, 63.64, 60.0, 58.33, 57.14, 13, 3.423, 5b8c60148199c3e44f5e1af7ac230f27c5f5fa20c5e3c84c4822eec93ca42741)	(83.72, 0.0, 50.0, 50.0, 36.36, 63.64, 50.0, 50.0, 42.11, 7, 2.368, c546a79db4ccddc71567bce294015a86a3b7446aa2d7e650a429b1b227cf27c5)	(93.02, 18.18, 59.09, 59.09, 54.55, 63.64, 60.0, 58.33, 57.14, 13, 2.789, 2001e6c6156536df4c4f416ffaf1bdb584c02bccf1a0c97c0bca926958950eab)	(93.02, 18.18, 59.09, 59.09, 54.55, 63.64, 60.0, 58.33, 57.14, 13, 3.07, 2001e6c6156536df4c4f416ffaf1bdb584c02bccf1a0c97c0bca926958950eab)	(83.72, 0.0, 50.0, 50.0, 36.36, 63.64, 50.0, 50.0, 42.11, 7, 2.35, c546a79db4ccddc71567bce294015a86a3b7446aa2d7e650a429b1b227cf27c5)	(99.53, 63.64, 81.82, 81.82, 74.55, 89.09, 87.28, 78.0, 80.26, 28.37, 65800.0)	(0.0, 0.83, 0.21, 0.21, 0.58, 0.17, 0.18, 0.28, 0.3, 0.06, 34600.0)	(97.502, ("3a78eab4d374042afbee6fc5a93e76cfc321ebad25822e588dee36e4485da1ec", "5f9d38d20192945fa3f8bcefd896cebddd9ceca377315c65c132631de70a9c22", "ce4d6dc1d284b1213ed501e3d13835c3720a87ed0dda3a959dbac56af573803b", "e0eb9601187976678d466223adefd7e8f452bfb11abab33ff376d9be78aa9d79", "39f1ebb0c8e518f37166247426fa22128327506cf6475df6ec0c0e9492284bfd"))	
10	8000,stump_with_memoization,(2,true,"b",["Normalize"]),20,(50,100,75),false,TestOp_80	(96.51, 36.36, 68.18, 68.18, 54.55, 81.82, 75.0, 64.29, 63.16, 17, 5.106, d938643b58b9b0a25a4e00a75d6ea14e548633de082f7b25d8ec6fbc3285ab3e)	(96.51, 36.36, 68.18, 68.18, 54.55, 81.82, 75.0, 64.29, 63.16, 15, 2.696, 8a689b0e665f53e69c4a621d54293d48944fe83aa6a7a7aa950da3d19f116b78)	(84.88, 27.27, 63.64, 63.64, 45.45, 81.82, 71.43, 60.0, 55.56, 7, 3.577, 1484569247abf7caf8ef851b67a548574e33ca0b7838b72b841e0b9e67156a17)	(96.51, 36.36, 68.18, 68.18, 54.55, 81.82, 75.0, 64.29, 63.16, 15, 2.797, 8a689b0e665f53e69c4a621d54293d48944fe83aa6a7a7aa950da3d19f116b78)	(96.51, 36.36, 68.18, 68.18, 54.55, 81.82, 75.0, 64.29, 63.16, 15, 3.119, 8a689b0e665f53e69c4a621d54293d48944fe83aa6a7a7aa950da3d19f116b78)	(84.88, 27.27, 63.64, 63.64, 45.45, 81.82, 71.43, 60.0, 55.56, 7, 2.373, 1484569247abf7caf8ef851b67a548574e33ca0b7838b72b841e0b9e67156a17)	(99.53, 60.0, 80.0, 80.0, 63.64, 96.36, 95.28, 72.75, 75.97, 26.51, 69680.0)	(0.01, 0.25, 0.06, 0.06, 0.41, 0.25, 0.42, 0.09, 0.14, 0.12, 28920.0)	(97.581, ("8576a0a43fba2b08ebab17530af6e4b3b9bb1f09f87fb78516dabaf61bd850a1", "5a509bdb33a9399ee686b7168e8bf6b8a1780377207b4e81e48775b9e805231d", "04aba4c1afa94caf4d7a04fea6b48597303758d773ad0864655b37a5e8d19c7f", "4b8d1d5887c9482685dcd67ef14fd0b3e29bd2291d0e1e7bf34a375c23bc79cc", "6a85762d5796ef7e1f23b36f04d8c7f8d062dd0d44cf43945223854cdae7c45e"))	
1	8000,stump_with_memoization,(3,true,"b",["Normalize"]),20,(50,100,75),false,TestOp_80	(96.51, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 13, 85.671, 0b4bdd44c2c149c367a55131f4515abb26a68d39d1c5414bcd4d483cee7f25fa)	(96.51, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 13, 5.679, 0b4bdd44c2c149c367a55131f4515abb26a68d39d1c5414bcd4d483cee7f25fa)	(86.05, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 9, 4.731, c1c00893773497844a0fb7d934fcf6403de7d6e1555fa0befa29e30c19f665cb)	(95.35, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 13, 5.852, bf220e208183dbdfbccf878dddfad485d014866efbbeec803f6fe59f82281300)	(95.35, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 13, 5.677, bf220e208183dbdfbccf878dddfad485d014866efbbeec803f6fe59f82281300)	(86.05, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 9, 4.707, c1c00893773497844a0fb7d934fcf6403de7d6e1555fa0befa29e30c19f665cb)	(100.0, 81.82, 90.91, 90.91, 83.64, 98.18, 98.18, 86.28, 89.96, 20.93, 70680.0)	(0.0, 0.83, 0.21, 0.21, 0.99, 0.17, 0.17, 0.5, 0.31, 0.04, 31920.0)	(139.959, ("1afbfb50ff92b9b48b623727489f1e78a4dcf8a86f216269d63d18caaf9e18ec", "64cfaae41986811072ee6d0c5de117bb7744b5fc7a4db8733b3b0150ae8e4192", "d5fdc93b7d963579be864efdea9e25d438ceb2df909b3f7ccf813dbfba140498", "0bf38e528b81d8ecefa516eeb25f1659ac3ad9b1c871e4c496b5459e384e206b", "c30f3ca8935dd21e0bd8c1a41409342dcc51aac68958c73fcd28131756b8369f"))	
2	8000,stump_with_memoization,(3,true,"b",["Normalize"]),20,(50,100,75),false,TestOp_80	(91.86, 81.82, 90.91, 90.91, 100.0, 81.82, 84.62, 100.0, 91.67, 9, 26.85, 87bb6c8eaa3521d98bed9d6423d9c744634c6c3c55a9d0eb0de10df2f4d48070)	(91.86, 81.82, 90.91, 90.91, 100.0, 81.82, 84.62, 100.0, 91.67, 9, 4.018, 87bb6c8eaa3521d98bed9d6423d9c744634c6c3c55a9d0eb0de10df2f4d48070)	(91.86, 81.82, 90.91, 90.91, 100.0, 81.82, 84.62, 100.0, 91.67, 9, 4.023, 87bb6c8eaa3521d98bed9d6423d9c744634c6c3c55a9d0eb0de10df2f4d48070)	(91.86, 81.82, 90.91, 90.91, 100.0, 81.82, 84.62, 100.0, 91.67, 9, 3.777, 87bb6c8eaa3521d98bed9d6423d9c744634c6c3c55a9d0eb0de10df2f4d48070)	(91.86, 81.82, 90.91, 90.91, 100.0, 81.82, 84.62, 100.0, 91.67, 9, 3.718, 87bb6c8eaa3521d98bed9d6423d9c744634c6c3c55a9d0eb0de10df2f4d48070)	(91.86, 81.82, 90.91, 90.91, 100.0, 81.82, 84.62, 100.0, 91.67, 9, 4.071, 87bb6c8eaa3521d98bed9d6423d9c744634c6c3c55a9d0eb0de10df2f4d48070)	(99.07, 69.09, 84.55, 84.55, 87.27, 81.82, 82.73, 86.73, 84.9, 17.91, 66440.0)	(0.0, 0.25, 0.06, 0.06, 0.25, 0.0, 0.01, 0.2, 0.08, 0.05, 30880.0)	(130.695, ("ff9ff13514de7266882cb686d78ada1071b09a26683c2af16b66bd579444a503", "25a72eb47998fee8accb9a63f31b2e3f8e17d809e36c12fb53182b7a886bf471", "e34b3217d8004f80326940972339187f8ed8e135aea5be14b90a7b63a61ffb66", "e73fd639d7153be22bf6171ca8f30a8892bda60af8acf77c967253174bab6282", "cef2c2f55837b58e312fac5ab808fa5b3a01c268c0642b6a8b7f1803c4cc8789"))	
3	8000,stump_with_memoization,(3,true,"b",["Normalize"]),20,(50,100,75),false,TestOp_80	(98.84, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 17, 18.347, dfc7e9f7223ad801add222ea47d2a13bf5eccb6c67f7b0098c5f375a1beecde9)	(98.84, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 15, 5.152, 785d3eb4545c1c65cc7e6b0337fc3c7c6efbc7ec0e7c99c9cc71d5634db20b4f)	(98.84, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 15, 5.185, 785d3eb4545c1c65cc7e6b0337fc3c7c6efbc7ec0e7c99c9cc71d5634db20b4f)	(98.84, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 15, 5.212, 785d3eb4545c1c65cc7e6b0337fc3c7c6efbc7ec0e7c99c9cc71d5634db20b4f)	(98.84, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 15, 5.208, 785d3eb4545c1c65cc7e6b0337fc3c7c6efbc7ec0e7c99c9cc71d5634db20b4f)	(98.84, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 15, 5.153, 785d3eb4545c1c65cc7e6b0337fc3c7c6efbc7ec0e7c99c9cc71d5634db20b4f)	(100.0, 58.18, 79.09, 79.09, 67.27, 90.91, 87.84, 74.1, 75.81, 23.31, 66880.0)	(0.0, 1.49, 0.37, 0.37, 1.49, 0.0, 0.04, 0.53, 0.75, 0.18, 47520.0)	(123.092, ("416c3c38a940a035ce4633feaf6b638620591bfb3e5cd2da8cd633aef9b06847", "8845c42a4f5ba0fc43a04fa63c9024493bf4ee92e09a33dbb478bbb43fd4d191", "e5f4e852e5b4bd04bdab844cae0b3755d6d346ed16baad615112f46c2f78c166", "dcd1c33a55e78f533deb8d5469b15f6fee9f631e2e0c1da9e70a9e913f9a8509", "44ab32caebf030cf9163c509cda117e2e706bd5a442439f39a65ee2f63d9d9b9"))	
4	8000,stump_with_memoization,(3,true,"b",["Normalize"]),20,(50,100,75),false,TestOp_80	(96.51, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 15, 0.751, 10b423f8e972050540ad61adfb6056a2aa8deb501aff74906dde67ee1be0c09e)	(94.19, 45.45, 72.73, 72.73, 54.55, 90.91, 85.71, 66.67, 66.67, 13, 0.367, 0d94f62ce403ee8328958b806be98292880f2ace4f9d33eb6f00e99b206171b6)	(83.72, 36.36, 68.18, 68.18, 63.64, 72.73, 70.0, 66.67, 66.67, 7, 0.204, 4ddc6e7055fa5d30d01bf773e288356b8e4430b503d4f8bed7f82c45f9213326)	(91.86, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 15, 0.405, 2888db55657a8faffe1d68b68d05aa1cbdc1ce046c99d362e82703d00ce7490f)	(91.86, 36.36, 68.18, 68.18, 54.55, 81.82, 75.0, 64.29, 63.16, 13, 0.309, d25c32d1277722f285a7068e3813c861504c76dbd7c77a4e1b2a225f8d04458b)	(83.72, 36.36, 68.18, 68.18, 63.64, 72.73, 70.0, 66.67, 66.67, 7, 0.238, 4ddc6e7055fa5d30d01bf773e288356b8e4430b503d4f8bed7f82c45f9213326)	(99.77, 63.64, 81.82, 81.82, 65.45, 98.18, 97.78, 74.18, 78.07, 21.4, 67040.0)	(0.0, 0.41, 0.1, 0.1, 0.58, 0.17, 0.25, 0.14, 0.24, 0.09, 23880.0)	(101.437, ("6d64714ffbe42205711ec21d0df8c9f903bb62030e78e65ec840a4efe73233f4", "2265019855521ea56bf685cca7f135dfa5995343fef5dd8da843daa348b711f3", "4318a6aad4307b1492666a1691fb3a430e8cde8ee35e0c11b2d78374be5b218c", "1b3178bd7bd4ee616402d4415a7ea2f5e7c733e31ef01fc31e5b58d6792504ba", "044f1d489f4cc3576fb39145ed8eded91668f023115fb113b7dff7bc56d02162"))	
5	8000,stump_with_memoization,(3,true,"b",["Normalize"]),20,(50,100,75),false,TestOp_80	(97.67, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 13, 14.209, 14e24095648fc25521bd361b432878cc089f52091dcb755f81cc5b923d34888b)	(97.67, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 13, 6.765, 14e24095648fc25521bd361b432878cc089f52091dcb755f81cc5b923d34888b)	(93.02, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 11, 6.22, 650b887919b0e62015aebc1cbabe7ee06c38e0f39d547c1e7b7010641549a2db)	(97.67, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 13, 6.789, 14e24095648fc25521bd361b432878cc089f52091dcb755f81cc5b923d34888b)	(97.67, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 13, 6.807, 14e24095648fc25521bd361b432878cc089f52091dcb755f81cc5b923d34888b)	(93.02, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 11, 6.249, 650b887919b0e62015aebc1cbabe7ee06c38e0f39d547c1e7b7010641549a2db)	(99.3, 61.82, 80.91, 80.91, 78.18, 83.64, 82.74, 79.69, 80.21, 25.35, 67480.0)	(0.0, 2.23, 0.56, 0.56, 1.07, 0.58, 0.53, 0.68, 0.67, 0.09, 33720.0)	(83.76, ("a10942cec94bdf08c7c15264d3bddcda35d963655b7ca8123e33cfb58eea5070", "fcc3dfeace97796e7c13688a2d9a3bacf5b909cb2eac3a2d29ef5cd4e84217f8", "6c2c977a8e9656e406b049299f2819d54a849c57169d0807ff06172fcb1dd955", "d6c8d4843fe611650c14acb617614ca0b98820c5495f230c26a4e5fd5e9a574a", "761c7c47d769eece35c9af99841b0f20c01747bcf7dd0b861463d7740f571818"))	
6	8000,stump_with_memoization,(3,true,"b",["Normalize"]),20,(50,100,75),false,TestOp_80	(93.02, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 11, 2.63, a35ee9018cb6c109317922d54c8fcc91b6a5a4d0acebccbaa2b15222a6125ba4)	(89.53, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 9, 1.773, 7f8c362dc4dd676a118d350bf783f7ef2f3012f25c327aae1652f79c97af4a0a)	(82.56, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 5, 0.161, ccd0ae1ccc0f3da62888adc8812b4da293e25ac2aebe970f7b4010b6cd78d0cd)	(89.53, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 11, 2.025, 291e1ef38ffa0cc094eaf93b90c59cbae16d18cce801f26382548faa06603297)	(87.21, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 9, 1.726, 29b94dc1dcfb0eba7538ab187a8e600303ab1ea9229437d129243c98463d9022)	(82.56, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 5, 0.171, ccd0ae1ccc0f3da62888adc8812b4da293e25ac2aebe970f7b4010b6cd78d0cd)	(99.53, 87.27, 93.64, 93.64, 90.91, 96.36, 96.36, 91.36, 93.51, 20.98, 66680.0)	(0.0, 0.25, 0.06, 0.06, 0.0, 0.25, 0.25, 0.0, 0.06, 0.08, 11120.0)	(97.573, ("c4f3dfdd960293e802c7d9fbbf4909d0a428aad79ec444f0f9ec0c35de5a88d4", "c86087f8511a1870569a806629b0b595b96eb95c44d70faad047072a875646ff", "9e6aa8e2e412c6dfce441656e7fad083327576b069059d29f4ffa8ac69af5ed9", "b53b4cc11e999c529b7b8acc61f998641a88eaf8b35f5352e2769998c6de6c52", "af429cd286f061e972cd1f094ea1a905fc5a5f070bf3ceb21efaffe8f50c4a81"))	
7	8000,stump_with_memoization,(3,true,"b",["Normalize"]),20,(50,100,75),false,TestOp_80	(94.19, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 9, 5.354, a214f1dc438e7501a7e37f92a284258ffc69e0fe9200f876756afb5532dcfde3)	(90.7, 63.64, 81.82, 81.82, 100.0, 63.64, 73.33, 100.0, 84.62, 7, 3.048, 81d8cf546bff01671eb2ab02010ce45215f91412f08abdb54d6f5cff6a627d07)	(80.23, 45.45, 72.73, 72.73, 100.0, 45.45, 64.71, 100.0, 78.57, 5, 0.187, 1206509dc5722de46f481ca34fec6355fd03422bb71b17f645ff6f2ecf07b564)	(93.02, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 9, 4.719, b6609ef7e4ee8f009338cf43142b28f3a7de9e1973e5bfebcce8efc75e66c9fc)	(90.7, 63.64, 81.82, 81.82, 100.0, 63.64, 73.33, 100.0, 84.62, 7, 3.027, 81d8cf546bff01671eb2ab02010ce45215f91412f08abdb54d6f5cff6a627d07)	(80.23, 45.45, 72.73, 72.73, 100.0, 45.45, 64.71, 100.0, 78.57, 5, 0.186, 1206509dc5722de46f481ca34fec6355fd03422bb71b17f645ff6f2ecf07b564)	(99.53, 74.55, 87.27, 87.27, 90.91, 83.64, 84.85, 90.18, 87.75, 17.72, 62600.0)	(0.0, 0.17, 0.04, 0.04, 0.0, 0.17, 0.11, 0.0, 0.03, 0.09, 23400.0)	(104.147, ("377060a4d862385fcc54bb6178f33903c963830a54b99b6f4cfce942e12fb219", "c5ff327a63973fb961cfc82270a1569aa09fdf64e7679faf30b46c0b5032dd05", "f961df3c0b137bb8d3e14770de49c6d3df953c72f6d4b3bfa5b96a9bf7c35c63", "673ee30b7585e8ef18c0b8e8646dce49d857433260ef1ee4b9e1ee845a2bf8fc", "4c96293570af40623ebc68d81e0a9dbc998c4a095d9d88b67456d8c480f4c8e1"))	
8	8000,stump_with_memoization,(3,true,"b",["Normalize"]),20,(50,100,75),false,TestOp_80	(93.02, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 13, 3.869, 7bbcc75b0a63261f5ce1fb481cceab802e4eb3e9671a9dd063d334af27ccd60d)	(93.02, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 11, 3.563, 338f44c7984cff2343d561653661e7700f4e37e2d437ad863ee27bf94dd1f48f)	(77.91, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 5, 0.178, b55f62a6de3a20de8552e0e70a1fea5274b8a4f14a9e0e5336ad10dbb18a560e)	(90.7, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 11, 3.883, 0327efed8f52f169842b553f72b0b04e624560498432ceb81bdd73ee8c2c6f16)	(90.7, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 11, 3.84, 0327efed8f52f169842b553f72b0b04e624560498432ceb81bdd73ee8c2c6f16)	(77.91, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 5, 0.158, b55f62a6de3a20de8552e0e70a1fea5274b8a4f14a9e0e5336ad10dbb18a560e)	(100.0, 96.36, 98.18, 98.18, 96.36, 100.0, 100.0, 96.67, 98.1, 23.95, 70480.0)	(0.0, 0.25, 0.06, 0.06, 0.25, 0.0, 0.0, 0.21, 0.07, 0.15, 6120.0)	(83.209, ("832e75cebfbc9b0c72138c9409d7793aa1b1576526dbdc21431dfbb3e9fc3397", "2ad628f4fc1f9e8b9747277ec39a0f25d6032e95eef2f86dc28e913290d5a016", "fa4bc507805667dc6b445b69b3be550a12d93d58d09532b3ad45d604e914f94e", "f4496669d952a7047ee3f5276d4743207196f77bca469deb9b2094adf49bc5d2", "14a09ed43fe36a5a7172efa8dd1376b7725d19489a6672fdef98b6c7c486da8f"))	
