	Dataseed	n_task	aug	n_version	dataset_kwargs	Model	accuracy	Model_id
423	3	1	0	2	100	T(entropy,4,0.01,0.6)	71.43	3
424	4	1	0	2	100	RF(100,half,all)	71.07	7
425	4	1	0	2	100	RF(50,half,all)	71.79	6
426	4	1	0	2	100	T(,2,0.01,0.2)	69.64	4
427	4	1	0	2	100	T(,4,0.01,0.2)	76.79	5
428	4	1	0	2	100	T(entropy,2,0.01,0.2)	62.5	0
429	4	1	0	2	100	T(entropy,2,0.01,0.6)	71.43	1
430	4	1	0	2	100	T(entropy,4,0.01,0.2)	66.07	2
431	4	1	0	2	100	T(entropy,4,0.01,0.6)	71.43	3
432	5	1	0	2	100	RF(100,half,all)	80.71	7
433	5	1	0	2	100	RF(50,half,all)	80.71	6
434	5	1	0	2	100	T(,2,0.01,0.2)	80.36	4
435	5	1	0	2	100	T(,4,0.01,0.2)	80.36	5
436	5	1	0	2	100	T(entropy,2,0.01,0.2)	73.21	0
437	5	1	0	2	100	T(entropy,2,0.01,0.6)	78.57	1
438	5	1	0	2	100	T(entropy,4,0.01,0.2)	73.21	2
439	5	1	0	2	100	T(entropy,4,0.01,0.6)	78.57	3
440	6	1	0	2	100	RF(100,half,all)	74.64	7
441	6	1	0	2	100	RF(50,half,all)	74.64	6
442	6	1	0	2	100	T(,2,0.01,0.2)	66.07	4
443	6	1	0	2	100	T(,4,0.01,0.2)	73.21	5
444	6	1	0	2	100	T(entropy,2,0.01,0.2)	71.43	0
445	6	1	0	2	100	T(entropy,2,0.01,0.6)	71.43	1
446	6	1	0	2	100	T(entropy,4,0.01,0.2)	71.43	2
447	6	1	0	2	100	T(entropy,4,0.01,0.6)	71.43	3
448	7	1	0	2	100	RF(100,half,all)	73.93	7
449	7	1	0	2	100	RF(50,half,all)	75.0	6
450	7	1	0	2	100	T(,2,0.01,0.2)	66.07	4
451	7	1	0	2	100	T(,4,0.01,0.2)	60.71	5
452	7	1	0	2	100	T(entropy,2,0.01,0.2)	64.29	0
453	7	1	0	2	100	T(entropy,2,0.01,0.6)	75.0	1
454	7	1	0	2	100	T(entropy,4,0.01,0.2)	58.93	2
455	7	1	0	2	100	T(entropy,4,0.01,0.6)	75.0	3
456	8	1	0	2	100	RF(100,half,all)	68.93	7
457	8	1	0	2	100	RF(50,half,all)	67.86	6
458	8	1	0	2	100	T(,2,0.01,0.2)	67.86	4
459	8	1	0	2	100	T(,4,0.01,0.2)	69.64	5
460	8	1	0	2	100	T(entropy,2,0.01,0.2)	67.86	0
461	8	1	0	2	100	T(entropy,2,0.01,0.6)	75.0	1
462	8	1	0	2	100	T(entropy,4,0.01,0.2)	69.64	2
463	8	1	0	2	100	T(entropy,4,0.01,0.6)	75.0	3
464	9	1	0	2	100	RF(100,half,all)	70.0	7
465	9	1	0	2	100	RF(50,half,all)	72.14	6
466	9	1	0	2	100	T(,2,0.01,0.2)	67.86	4
467	9	1	0	2	100	T(,4,0.01,0.2)	64.29	5
468	9	1	0	2	100	T(entropy,2,0.01,0.2)	60.71	0
469	9	1	0	2	100	T(entropy,2,0.01,0.6)	69.64	1
470	9	1	0	2	100	T(entropy,4,0.01,0.2)	60.71	2
471	9	1	0	2	100	T(entropy,4,0.01,0.6)	69.64	3
472	10	1	0	2	100	RF(100,half,all)	81.07	7
473	10	1	0	2	100	RF(50,half,all)	80.0	6
474	10	1	0	2	100	T(,2,0.01,0.2)	75.0	4
475	10	1	0	2	100	T(,4,0.01,0.2)	73.21	5
476	10	1	0	2	100	T(entropy,2,0.01,0.2)	73.21	0
477	10	1	0	2	100	T(entropy,2,0.01,0.6)	75.0	1
478	10	1	0	2	100	T(entropy,4,0.01,0.2)	71.43	2
479	10	1	0	2	100	T(entropy,4,0.01,0.6)	75.0	3
480	1	2	1	2	100	RF(100,half,all)	90.0	7
481	1	2	1	2	100	RF(50,half,all)	90.0	6
482	1	2	1	2	100	T(,2,0.01,0.2)	77.27	4
483	1	2	1	2	100	T(,4,0.01,0.2)	77.27	5
484	1	2	1	2	100	T(entropy,2,0.01,0.2)	90.91	0
485	1	2	1	2	100	T(entropy,2,0.01,0.6)	90.91	1
486	1	2	1	2	100	T(entropy,4,0.01,0.2)	90.91	2
487	1	2	1	2	100	T(entropy,4,0.01,0.6)	90.91	3
488	2	2	1	2	100	RF(100,half,all)	92.73	7
489	2	2	1	2	100	RF(50,half,all)	91.82	6
490	2	2	1	2	100	T(,2,0.01,0.2)	81.82	4
491	2	2	1	2	100	T(,4,0.01,0.2)	59.09	5
492	2	2	1	2	100	T(entropy,2,0.01,0.2)	68.18	0
493	2	2	1	2	100	T(entropy,2,0.01,0.6)	86.36	1
494	2	2	1	2	100	T(entropy,4,0.01,0.2)	63.64	2
495	2	2	1	2	100	T(entropy,4,0.01,0.6)	86.36	3
496	3	2	1	2	100	RF(100,half,all)	83.64	7
497	3	2	1	2	100	RF(50,half,all)	81.82	6
498	3	2	1	2	100	T(,2,0.01,0.2)	77.27	4
499	3	2	1	2	100	T(,4,0.01,0.2)	68.18	5
500	3	2	1	2	100	T(entropy,2,0.01,0.2)	77.27	0
501	3	2	1	2	100	T(entropy,2,0.01,0.6)	86.36	1
502	3	2	1	2	100	T(entropy,4,0.01,0.2)	68.18	2
503	3	2	1	2	100	T(entropy,4,0.01,0.6)	86.36	3
504	4	2	1	2	100	RF(100,half,all)	66.36	7
505	4	2	1	2	100	RF(50,half,all)	64.55	6
506	4	2	1	2	100	T(,2,0.01,0.2)	63.64	4
507	4	2	1	2	100	T(,4,0.01,0.2)	63.64	5
508	4	2	1	2	100	T(entropy,2,0.01,0.2)	63.64	0
509	4	2	1	2	100	T(entropy,2,0.01,0.6)	54.55	1
510	4	2	1	2	100	T(entropy,4,0.01,0.2)	63.64	2
511	4	2	1	2	100	T(entropy,4,0.01,0.6)	54.55	3
512	5	2	1	2	100	RF(100,half,all)	70.0	7
513	5	2	1	2	100	RF(50,half,all)	69.09	6
514	5	2	1	2	100	T(,2,0.01,0.2)	68.18	4
515	5	2	1	2	100	T(,4,0.01,0.2)	59.09	5
516	5	2	1	2	100	T(entropy,2,0.01,0.2)	77.27	0
517	5	2	1	2	100	T(entropy,2,0.01,0.6)	68.18	1
518	5	2	1	2	100	T(entropy,4,0.01,0.2)	68.18	2
519	5	2	1	2	100	T(entropy,4,0.01,0.6)	68.18	3
520	6	2	1	2	100	RF(100,half,all)	68.18	7
521	6	2	1	2	100	RF(50,half,all)	69.09	6
522	6	2	1	2	100	T(,2,0.01,0.2)	50.0	4
523	6	2	1	2	100	T(,4,0.01,0.2)	50.0	5
524	6	2	1	2	100	T(entropy,2,0.01,0.2)	54.55	0
525	6	2	1	2	100	T(entropy,2,0.01,0.6)	63.64	1
526	6	2	1	2	100	T(entropy,4,0.01,0.2)	54.55	2
527	6	2	1	2	100	T(entropy,4,0.01,0.6)	63.64	3
528	7	2	1	2	100	RF(100,half,all)	81.82	7
529	7	2	1	2	100	RF(50,half,all)	82.73	6
530	7	2	1	2	100	T(,2,0.01,0.2)	68.18	4
531	7	2	1	2	100	T(,4,0.01,0.2)	68.18	5
532	7	2	1	2	100	T(entropy,2,0.01,0.2)	77.27	0
533	7	2	1	2	100	T(entropy,2,0.01,0.6)	68.18	1
534	7	2	1	2	100	T(entropy,4,0.01,0.2)	77.27	2
535	7	2	1	2	100	T(entropy,4,0.01,0.6)	68.18	3
536	8	2	1	2	100	RF(100,half,all)	70.0	7
537	8	2	1	2	100	RF(50,half,all)	67.27	6
538	8	2	1	2	100	T(,2,0.01,0.2)	63.64	4
539	8	2	1	2	100	T(,4,0.01,0.2)	63.64	5
540	8	2	1	2	100	T(entropy,2,0.01,0.2)	68.18	0
541	8	2	1	2	100	T(entropy,2,0.01,0.6)	59.09	1
542	8	2	1	2	100	T(entropy,4,0.01,0.2)	68.18	2
543	8	2	1	2	100	T(entropy,4,0.01,0.6)	59.09	3
544	9	2	1	2	100	RF(100,half,all)	72.73	7
545	9	2	1	2	100	RF(50,half,all)	68.18	6
546	9	2	1	2	100	T(,2,0.01,0.2)	72.73	4
547	9	2	1	2	100	T(,4,0.01,0.2)	81.82	5
548	9	2	1	2	100	T(entropy,2,0.01,0.2)	68.18	0
549	9	2	1	2	100	T(entropy,2,0.01,0.6)	63.64	1
550	9	2	1	2	100	T(entropy,4,0.01,0.2)	72.73	2
551	9	2	1	2	100	T(entropy,4,0.01,0.6)	63.64	3
552	10	2	1	2	100	RF(100,half,all)	74.55	7
553	10	2	1	2	100	RF(50,half,all)	73.64	6
554	10	2	1	2	100	T(,2,0.01,0.2)	72.73	4
555	10	2	1	2	100	T(,4,0.01,0.2)	68.18	5
556	10	2	1	2	100	T(entropy,2,0.01,0.2)	59.09	0
557	10	2	1	2	100	T(entropy,2,0.01,0.6)	59.09	1
558	10	2	1	2	100	T(entropy,4,0.01,0.2)	50.0	2
559	10	2	1	2	100	T(entropy,4,0.01,0.6)	59.09	3
560	1	3	1	2	100	RF(100,half,all)	91.82	7
561	1	3	1	2	100	RF(50,half,all)	90.91	6
562	1	3	1	2	100	T(,2,0.01,0.2)	77.27	4
563	1	3	1	2	100	T(,4,0.01,0.2)	81.82	5
564	1	3	1	2	100	T(entropy,2,0.01,0.2)	77.27	0
565	1	3	1	2	100	T(entropy,2,0.01,0.6)	72.73	1
566	1	3	1	2	100	T(entropy,4,0.01,0.2)	81.82	2
567	1	3	1	2	100	T(entropy,4,0.01,0.6)	72.73	3
568	2	3	1	2	100	RF(100,half,all)	78.18	7
569	2	3	1	2	100	RF(50,half,all)	80.0	6
570	2	3	1	2	100	T(,2,0.01,0.2)	77.27	4
571	2	3	1	2	100	T(,4,0.01,0.2)	72.73	5
572	2	3	1	2	100	T(entropy,2,0.01,0.2)	81.82	0
573	2	3	1	2	100	T(entropy,2,0.01,0.6)	59.09	1
574	2	3	1	2	100	T(entropy,4,0.01,0.2)	77.27	2
575	2	3	1	2	100	T(entropy,4,0.01,0.6)	59.09	3
576	3	3	1	2	100	RF(100,half,all)	70.91	7
577	3	3	1	2	100	RF(50,half,all)	70.91	6
578	3	3	1	2	100	T(,2,0.01,0.2)	90.91	4
579	3	3	1	2	100	T(,4,0.01,0.2)	81.82	5
580	3	3	1	2	100	T(entropy,2,0.01,0.2)	81.82	0
581	3	3	1	2	100	T(entropy,2,0.01,0.6)	68.18	1
582	3	3	1	2	100	T(entropy,4,0.01,0.2)	81.82	2
583	3	3	1	2	100	T(entropy,4,0.01,0.6)	68.18	3
584	4	3	1	2	100	RF(100,half,all)	80.91	7
585	4	3	1	2	100	RF(50,half,all)	80.0	6
586	4	3	1	2	100	T(,2,0.01,0.2)	68.18	4
587	4	3	1	2	100	T(,4,0.01,0.2)	68.18	5
588	4	3	1	2	100	T(entropy,2,0.01,0.2)	63.64	0
589	4	3	1	2	100	T(entropy,2,0.01,0.6)	63.64	1
590	4	3	1	2	100	T(entropy,4,0.01,0.2)	63.64	2
591	4	3	1	2	100	T(entropy,4,0.01,0.6)	63.64	3
592	5	3	1	2	100	RF(100,half,all)	75.45	7
593	5	3	1	2	100	RF(50,half,all)	76.36	6
594	5	3	1	2	100	T(,2,0.01,0.2)	77.27	4
595	5	3	1	2	100	T(,4,0.01,0.2)	81.82	5
596	5	3	1	2	100	T(entropy,2,0.01,0.2)	72.73	0
597	5	3	1	2	100	T(entropy,2,0.01,0.6)	59.09	1
598	5	3	1	2	100	T(entropy,4,0.01,0.2)	77.27	2
599	5	3	1	2	100	T(entropy,4,0.01,0.6)	59.09	3
600	6	3	1	2	100	RF(100,half,all)	72.73	7
601	6	3	1	2	100	RF(50,half,all)	73.64	6
602	6	3	1	2	100	T(,2,0.01,0.2)	72.73	4
603	6	3	1	2	100	T(,4,0.01,0.2)	68.18	5
604	6	3	1	2	100	T(entropy,2,0.01,0.2)	72.73	0
605	6	3	1	2	100	T(entropy,2,0.01,0.6)	54.55	1
606	6	3	1	2	100	T(entropy,4,0.01,0.2)	68.18	2
607	6	3	1	2	100	T(entropy,4,0.01,0.6)	54.55	3
608	7	3	1	2	100	RF(100,half,all)	63.64	7
609	7	3	1	2	100	RF(50,half,all)	70.0	6
610	7	3	1	2	100	T(,2,0.01,0.2)	50.0	4
611	7	3	1	2	100	T(,4,0.01,0.2)	50.0	5
612	7	3	1	2	100	T(entropy,2,0.01,0.2)	45.45	0
613	7	3	1	2	100	T(entropy,2,0.01,0.6)	50.0	1
614	7	3	1	2	100	T(entropy,4,0.01,0.2)	45.45	2
615	7	3	1	2	100	T(entropy,4,0.01,0.6)	50.0	3
616	8	3	1	2	100	RF(100,half,all)	70.0	7
617	8	3	1	2	100	RF(50,half,all)	69.09	6
618	8	3	1	2	100	T(,2,0.01,0.2)	63.64	4
619	8	3	1	2	100	T(,4,0.01,0.2)	63.64	5
620	8	3	1	2	100	T(entropy,2,0.01,0.2)	63.64	0
621	8	3	1	2	100	T(entropy,2,0.01,0.6)	68.18	1
622	8	3	1	2	100	T(entropy,4,0.01,0.2)	59.09	2
623	8	3	1	2	100	T(entropy,4,0.01,0.6)	68.18	3
624	9	3	1	2	100	RF(100,half,all)	72.73	7
625	9	3	1	2	100	RF(50,half,all)	72.73	6
626	9	3	1	2	100	T(,2,0.01,0.2)	59.09	4
627	9	3	1	2	100	T(,4,0.01,0.2)	72.73	5
628	9	3	1	2	100	T(entropy,2,0.01,0.2)	81.82	0
629	9	3	1	2	100	T(entropy,2,0.01,0.6)	54.55	1
630	9	3	1	2	100	T(entropy,4,0.01,0.2)	81.82	2
631	9	3	1	2	100	T(entropy,4,0.01,0.6)	54.55	3
632	10	3	1	2	100	RF(100,half,all)	70.91	7
633	10	3	1	2	100	RF(50,half,all)	69.09	6
634	10	3	1	2	100	T(,2,0.01,0.2)	81.82	4
635	10	3	1	2	100	T(,4,0.01,0.2)	72.73	5
636	10	3	1	2	100	T(entropy,2,0.01,0.2)	81.82	0
637	10	3	1	2	100	T(entropy,2,0.01,0.6)	68.18	1
638	10	3	1	2	100	T(entropy,4,0.01,0.2)	77.27	2
639	10	3	1	2	100	T(entropy,4,0.01,0.6)	68.18	3
640	1	2	0	2	100	RF(100,half,all)	71.67	7
641	1	2	0	2	100	RF(50,half,all)	65.0	6
642	1	2	0	2	100	T(,2,0.01,0.2)	50.0	4
643	1	2	0	2	100	T(,4,0.01,0.2)	41.67	5
644	1	2	0	2	100	T(entropy,2,0.01,0.2)	41.67	0
645	1	2	0	2	100	T(entropy,2,0.01,0.6)	83.33	1
646	1	2	0	2	100	T(entropy,4,0.01,0.2)	41.67	2
647	1	2	0	2	100	T(entropy,4,0.01,0.6)	83.33	3
648	2	2	0	2	100	RF(100,half,all)	70.0	7
649	2	2	0	2	100	RF(50,half,all)	66.67	6
650	2	2	0	2	100	T(,2,0.01,0.2)	58.33	4
651	2	2	0	2	100	T(,4,0.01,0.2)	58.33	5
652	2	2	0	2	100	T(entropy,2,0.01,0.2)	58.33	0
653	2	2	0	2	100	T(entropy,2,0.01,0.6)	83.33	1
654	2	2	0	2	100	T(entropy,4,0.01,0.2)	58.33	2
655	2	2	0	2	100	T(entropy,4,0.01,0.6)	83.33	3
656	3	2	0	2	100	RF(100,half,all)	91.67	7
657	3	2	0	2	100	RF(50,half,all)	91.67	6
658	3	2	0	2	100	T(,2,0.01,0.2)	50.0	4
659	3	2	0	2	100	T(,4,0.01,0.2)	58.33	5
660	3	2	0	2	100	T(entropy,2,0.01,0.2)	58.33	0
661	3	2	0	2	100	T(entropy,2,0.01,0.6)	83.33	1
662	3	2	0	2	100	T(entropy,4,0.01,0.2)	33.33	2
663	3	2	0	2	100	T(entropy,4,0.01,0.6)	83.33	3
664	4	2	0	2	100	RF(100,half,all)	66.67	7
665	4	2	0	2	100	RF(50,half,all)	68.33	6
666	4	2	0	2	100	T(,2,0.01,0.2)	50.0	4
667	4	2	0	2	100	T(,4,0.01,0.2)	41.67	5
668	4	2	0	2	100	T(entropy,2,0.01,0.2)	50.0	0
669	4	2	0	2	100	T(entropy,2,0.01,0.6)	66.67	1
670	4	2	0	2	100	T(entropy,4,0.01,0.2)	41.67	2
671	4	2	0	2	100	T(entropy,4,0.01,0.6)	66.67	3
672	5	2	0	2	100	RF(100,half,all)	61.67	7
673	5	2	0	2	100	RF(50,half,all)	60.0	6
674	5	2	0	2	100	T(,2,0.01,0.2)	75.0	4
675	5	2	0	2	100	T(,4,0.01,0.2)	75.0	5
676	5	2	0	2	100	T(entropy,2,0.01,0.2)	58.33	0
677	5	2	0	2	100	T(entropy,2,0.01,0.6)	75.0	1
678	5	2	0	2	100	T(entropy,4,0.01,0.2)	75.0	2
679	5	2	0	2	100	T(entropy,4,0.01,0.6)	75.0	3
680	6	2	0	2	100	RF(100,half,all)	66.67	7
681	6	2	0	2	100	RF(50,half,all)	68.33	6
682	6	2	0	2	100	T(,2,0.01,0.2)	75.0	4
683	6	2	0	2	100	T(,4,0.01,0.2)	66.67	5
684	6	2	0	2	100	T(entropy,2,0.01,0.2)	75.0	0
685	6	2	0	2	100	T(entropy,2,0.01,0.6)	75.0	1
686	6	2	0	2	100	T(entropy,4,0.01,0.2)	66.67	2
687	6	2	0	2	100	T(entropy,4,0.01,0.6)	75.0	3
688	7	2	0	2	100	RF(100,half,all)	46.67	7
689	7	2	0	2	100	RF(50,half,all)	51.67	6
690	7	2	0	2	100	T(,2,0.01,0.2)	50.0	4
691	7	2	0	2	100	T(,4,0.01,0.2)	50.0	5
692	7	2	0	2	100	T(entropy,2,0.01,0.2)	50.0	0
693	7	2	0	2	100	T(entropy,2,0.01,0.6)	66.67	1
694	7	2	0	2	100	T(entropy,4,0.01,0.2)	50.0	2
695	7	2	0	2	100	T(entropy,4,0.01,0.6)	66.67	3
696	8	2	0	2	100	RF(100,half,all)	81.67	7
697	8	2	0	2	100	RF(50,half,all)	88.33	6
698	8	2	0	2	100	T(,2,0.01,0.2)	83.33	4
699	8	2	0	2	100	T(,4,0.01,0.2)	83.33	5
700	8	2	0	2	100	T(entropy,2,0.01,0.2)	83.33	0
701	8	2	0	2	100	T(entropy,2,0.01,0.6)	75.0	1
702	8	2	0	2	100	T(entropy,4,0.01,0.2)	83.33	2
703	8	2	0	2	100	T(entropy,4,0.01,0.6)	75.0	3
704	9	2	0	2	100	RF(100,half,all)	90.0	7
705	9	2	0	2	100	RF(50,half,all)	90.0	6
706	9	2	0	2	100	T(,2,0.01,0.2)	75.0	4
707	9	2	0	2	100	T(,4,0.01,0.2)	66.67	5
708	9	2	0	2	100	T(entropy,2,0.01,0.2)	66.67	0
709	9	2	0	2	100	T(entropy,2,0.01,0.6)	83.33	1
710	9	2	0	2	100	T(entropy,4,0.01,0.2)	50.0	2
711	9	2	0	2	100	T(entropy,4,0.01,0.6)	83.33	3
712	10	2	0	2	100	RF(100,half,all)	51.67	7
713	10	2	0	2	100	RF(50,half,all)	55.0	6
714	10	2	0	2	100	T(,2,0.01,0.2)	41.67	4
715	10	2	0	2	100	T(,4,0.01,0.2)	41.67	5
716	10	2	0	2	100	T(entropy,2,0.01,0.2)	41.67	0
717	10	2	0	2	100	T(entropy,2,0.01,0.6)	66.67	1
718	10	2	0	2	100	T(entropy,4,0.01,0.2)	41.67	2
719	10	2	0	2	100	T(entropy,4,0.01,0.6)	66.67	3
720	1	3	0	2	100	RF(100,half,all)	57.5	7
721	1	3	0	2	100	RF(50,half,all)	55.0	6
722	1	3	0	2	100	T(,2,0.01,0.2)	50.0	4
723	1	3	0	2	100	T(,4,0.01,0.2)	50.0	5
724	1	3	0	2	100	T(entropy,2,0.01,0.2)	50.0	0
725	1	3	0	2	100	T(entropy,2,0.01,0.6)	50.0	1
726	1	3	0	2	100	T(entropy,4,0.01,0.2)	50.0	2
727	1	3	0	2	100	T(entropy,4,0.01,0.6)	50.0	3
728	2	3	0	2	100	RF(100,half,all)	35.0	7
729	2	3	0	2	100	RF(50,half,all)	27.5	6
730	2	3	0	2	100	T(,2,0.01,0.2)	50.0	4
731	2	3	0	2	100	T(,4,0.01,0.2)	62.5	5
732	2	3	0	2	100	T(entropy,2,0.01,0.2)	75.0	0
733	2	3	0	2	100	T(entropy,2,0.01,0.6)	62.5	1
734	2	3	0	2	100	T(entropy,4,0.01,0.2)	62.5	2
735	2	3	0	2	100	T(entropy,4,0.01,0.6)	62.5	3
736	3	3	0	2	100	RF(100,half,all)	57.5	7
737	3	3	0	2	100	RF(50,half,all)	57.5	6
738	3	3	0	2	100	T(,2,0.01,0.2)	50.0	4
739	3	3	0	2	100	T(,4,0.01,0.2)	50.0	5
740	3	3	0	2	100	T(entropy,2,0.01,0.2)	62.5	0
741	3	3	0	2	100	T(entropy,2,0.01,0.6)	50.0	1
742	3	3	0	2	100	T(entropy,4,0.01,0.2)	62.5	2
743	3	3	0	2	100	T(entropy,4,0.01,0.6)	50.0	3
744	4	3	0	2	100	RF(100,half,all)	65.0	7
745	4	3	0	2	100	RF(50,half,all)	62.5	6
746	4	3	0	2	100	T(,2,0.01,0.2)	50.0	4
747	4	3	0	2	100	T(,4,0.01,0.2)	62.5	5
748	4	3	0	2	100	T(entropy,2,0.01,0.2)	75.0	0
749	4	3	0	2	100	T(entropy,2,0.01,0.6)	87.5	1
750	4	3	0	2	100	T(entropy,4,0.01,0.2)	87.5	2
751	4	3	0	2	100	T(entropy,4,0.01,0.6)	87.5	3
752	5	3	0	2	100	RF(100,half,all)	62.5	7
753	5	3	0	2	100	RF(50,half,all)	62.5	6
754	5	3	0	2	100	T(,2,0.01,0.2)	37.5	4
755	5	3	0	2	100	T(,4,0.01,0.2)	50.0	5
756	5	3	0	2	100	T(entropy,2,0.01,0.2)	37.5	0
757	5	3	0	2	100	T(entropy,2,0.01,0.6)	50.0	1
758	5	3	0	2	100	T(entropy,4,0.01,0.2)	50.0	2
759	5	3	0	2	100	T(entropy,4,0.01,0.6)	50.0	3
760	6	3	0	2	100	RF(100,half,all)	42.5	7
761	6	3	0	2	100	RF(50,half,all)	45.0	6
762	6	3	0	2	100	T(,2,0.01,0.2)	62.5	4
763	6	3	0	2	100	T(,4,0.01,0.2)	62.5	5
764	6	3	0	2	100	T(entropy,2,0.01,0.2)	62.5	0
765	6	3	0	2	100	T(entropy,2,0.01,0.6)	62.5	1
766	6	3	0	2	100	T(entropy,4,0.01,0.2)	62.5	2
767	6	3	0	2	100	T(entropy,4,0.01,0.6)	62.5	3
768	7	3	0	2	100	RF(100,half,all)	60.0	7
769	7	3	0	2	100	RF(50,half,all)	60.0	6
770	7	3	0	2	100	T(,2,0.01,0.2)	75.0	4
771	7	3	0	2	100	T(,4,0.01,0.2)	75.0	5
772	7	3	0	2	100	T(entropy,2,0.01,0.2)	75.0	0
773	7	3	0	2	100	T(entropy,2,0.01,0.6)	62.5	1
774	7	3	0	2	100	T(entropy,4,0.01,0.2)	75.0	2
775	7	3	0	2	100	T(entropy,4,0.01,0.6)	62.5	3
776	8	3	0	2	100	RF(100,half,all)	75.0	7
777	8	3	0	2	100	RF(50,half,all)	80.0	6
778	8	3	0	2	100	T(,2,0.01,0.2)	50.0	4
779	8	3	0	2	100	T(,4,0.01,0.2)	62.5	5
780	8	3	0	2	100	T(entropy,2,0.01,0.2)	50.0	0
781	8	3	0	2	100	T(entropy,2,0.01,0.6)	62.5	1
782	8	3	0	2	100	T(entropy,4,0.01,0.2)	62.5	2
783	8	3	0	2	100	T(entropy,4,0.01,0.6)	62.5	3
784	9	3	0	2	100	RF(100,half,all)	37.5	7
785	9	3	0	2	100	RF(50,half,all)	40.0	6
786	9	3	0	2	100	T(,2,0.01,0.2)	37.5	4
787	9	3	0	2	100	T(,4,0.01,0.2)	37.5	5
788	9	3	0	2	100	T(entropy,2,0.01,0.2)	50.0	0
789	9	3	0	2	100	T(entropy,2,0.01,0.6)	50.0	1
790	9	3	0	2	100	T(entropy,4,0.01,0.2)	62.5	2
791	9	3	0	2	100	T(entropy,4,0.01,0.6)	50.0	3
792	10	3	0	2	100	RF(100,half,all)	60.0	7
793	10	3	0	2	100	RF(50,half,all)	60.0	6
794	10	3	0	2	100	T(,2,0.01,0.2)	62.5	4
795	10	3	0	2	100	T(,4,0.01,0.2)	62.5	5
796	10	3	0	2	100	T(entropy,2,0.01,0.2)	37.5	0
797	10	3	0	2	100	T(entropy,2,0.01,0.6)	37.5	1
798	10	3	0	2	100	T(entropy,4,0.01,0.2)	37.5	2
799	10	3	0	2	100	T(entropy,4,0.01,0.6)	37.5	3
800	1	1	0	3	100	RF(100,half,all)	73.57	7
801	1	1	0	3	100	RF(50,half,all)	76.07	6
802	1	1	0	3	100	T(,2,0.01,0.2)	58.93	4
803	1	1	0	3	100	T(,4,0.01,0.2)	60.71	5
804	1	1	0	3	100	T(entropy,2,0.01,0.2)	58.93	0
805	1	1	0	3	100	T(entropy,2,0.01,0.6)	66.07	1
806	1	1	0	3	100	T(entropy,4,0.01,0.2)	58.93	2
807	1	1	0	3	100	T(entropy,4,0.01,0.6)	66.07	3
808	2	1	0	3	100	RF(100,half,all)	69.64	7
809	2	1	0	3	100	RF(50,half,all)	66.07	6
810	2	1	0	3	100	T(,2,0.01,0.2)	44.64	4
811	2	1	0	3	100	T(,4,0.01,0.2)	57.14	5
812	2	1	0	3	100	T(entropy,2,0.01,0.2)	57.14	0
813	2	1	0	3	100	T(entropy,2,0.01,0.6)	57.14	1
814	2	1	0	3	100	T(entropy,4,0.01,0.2)	57.14	2
815	2	1	0	3	100	T(entropy,4,0.01,0.6)	57.14	3
816	3	1	0	3	100	RF(100,half,all)	70.71	7
817	3	1	0	3	100	RF(50,half,all)	68.93	6
818	3	1	0	3	100	T(,2,0.01,0.2)	69.64	4
819	3	1	0	3	100	T(,4,0.01,0.2)	66.07	5
820	3	1	0	3	100	T(entropy,2,0.01,0.2)	62.5	0
821	3	1	0	3	100	T(entropy,2,0.01,0.6)	71.43	1
822	3	1	0	3	100	T(entropy,4,0.01,0.2)	62.5	2
823	3	1	0	3	100	T(entropy,4,0.01,0.6)	71.43	3
824	4	1	0	3	100	RF(100,half,all)	71.79	7
825	4	1	0	3	100	RF(50,half,all)	71.07	6
826	4	1	0	3	100	T(,2,0.01,0.2)	66.07	4
827	4	1	0	3	100	T(,4,0.01,0.2)	66.07	5
828	4	1	0	3	100	T(entropy,2,0.01,0.2)	60.71	0
829	4	1	0	3	100	T(entropy,2,0.01,0.6)	71.43	1
830	4	1	0	3	100	T(entropy,4,0.01,0.2)	66.07	2
831	4	1	0	3	100	T(entropy,4,0.01,0.6)	71.43	3
832	5	1	0	3	100	RF(100,half,all)	78.57	7
833	5	1	0	3	100	RF(50,half,all)	76.79	6
834	5	1	0	3	100	T(,2,0.01,0.2)	78.57	4
835	5	1	0	3	100	T(,4,0.01,0.2)	76.79	5
836	5	1	0	3	100	T(entropy,2,0.01,0.2)	62.5	0
837	5	1	0	3	100	T(entropy,2,0.01,0.6)	71.43	1
838	5	1	0	3	100	T(entropy,4,0.01,0.2)	69.64	2
839	5	1	0	3	100	T(entropy,4,0.01,0.6)	71.43	3
840	6	1	0	3	100	RF(100,half,all)	76.79	7
841	6	1	0	3	100	RF(50,half,all)	74.29	6
842	6	1	0	3	100	T(,2,0.01,0.2)	71.43	4
843	6	1	0	3	100	T(,4,0.01,0.2)	71.43	5
844	6	1	0	3	100	T(entropy,2,0.01,0.2)	69.64	0
845	6	1	0	3	100	T(entropy,2,0.01,0.6)	73.21	1
846	6	1	0	3	100	T(entropy,4,0.01,0.2)	71.43	2
847	6	1	0	3	100	T(entropy,4,0.01,0.6)	73.21	3
848	7	1	0	3	100	RF(100,half,all)	81.43	7
849	7	1	0	3	100	RF(50,half,all)	80.71	6
850	7	1	0	3	100	T(,2,0.01,0.2)	67.86	4
851	7	1	0	3	100	T(,4,0.01,0.2)	69.64	5
