	Dataseed	n_task	aug	n_version	dataset_kwargs	Model	accuracy	Model_id
852	7	1	0	3	100	T(entropy,2,0.01,0.2)	71.43	0
853	7	1	0	3	100	T(entropy,2,0.01,0.6)	75.0	1
854	7	1	0	3	100	T(entropy,4,0.01,0.2)	69.64	2
855	7	1	0	3	100	T(entropy,4,0.01,0.6)	75.0	3
856	8	1	0	3	100	RF(100,half,all)	72.5	7
857	8	1	0	3	100	RF(50,half,all)	73.57	6
858	8	1	0	3	100	T(,2,0.01,0.2)	76.79	4
859	8	1	0	3	100	T(,4,0.01,0.2)	73.21	5
860	8	1	0	3	100	T(entropy,2,0.01,0.2)	73.21	0
861	8	1	0	3	100	T(entropy,2,0.01,0.6)	75.0	1
862	8	1	0	3	100	T(entropy,4,0.01,0.2)	76.79	2
863	8	1	0	3	100	T(entropy,4,0.01,0.6)	75.0	3
864	9	1	0	3	100	RF(100,half,all)	69.29	7
865	9	1	0	3	100	RF(50,half,all)	69.29	6
866	9	1	0	3	100	T(,2,0.01,0.2)	62.5	4
867	9	1	0	3	100	T(,4,0.01,0.2)	64.29	5
868	9	1	0	3	100	T(entropy,2,0.01,0.2)	62.5	0
869	9	1	0	3	100	T(entropy,2,0.01,0.6)	69.64	1
870	9	1	0	3	100	T(entropy,4,0.01,0.2)	62.5	2
871	9	1	0	3	100	T(entropy,4,0.01,0.6)	69.64	3
872	10	1	0	3	100	RF(100,half,all)	82.14	7
873	10	1	0	3	100	RF(50,half,all)	82.5	6
874	10	1	0	3	100	T(,2,0.01,0.2)	73.21	4
875	10	1	0	3	100	T(,4,0.01,0.2)	64.29	5
876	10	1	0	3	100	T(entropy,2,0.01,0.2)	69.64	0
877	10	1	0	3	100	T(entropy,2,0.01,0.6)	66.07	1
878	10	1	0	3	100	T(entropy,4,0.01,0.2)	67.86	2
879	10	1	0	3	100	T(entropy,4,0.01,0.6)	66.07	3
880	1	2	1	3	100	RF(100,half,all)	85.45	7
881	1	2	1	3	100	RF(50,half,all)	86.36	6
882	1	2	1	3	100	T(,2,0.01,0.2)	72.73	4
883	1	2	1	3	100	T(,4,0.01,0.2)	72.73	5
884	1	2	1	3	100	T(entropy,2,0.01,0.2)	81.82	0
885	1	2	1	3	100	T(entropy,2,0.01,0.6)	90.91	1
886	1	2	1	3	100	T(entropy,4,0.01,0.2)	77.27	2
887	1	2	1	3	100	T(entropy,4,0.01,0.6)	90.91	3
888	2	2	1	3	100	RF(100,half,all)	95.45	7
889	2	2	1	3	100	RF(50,half,all)	95.45	6
890	2	2	1	3	100	T(,2,0.01,0.2)	100.0	4
891	2	2	1	3	100	T(,4,0.01,0.2)	100.0	5
892	2	2	1	3	100	T(entropy,2,0.01,0.2)	100.0	0
893	2	2	1	3	100	T(entropy,2,0.01,0.6)	95.45	1
894	2	2	1	3	100	T(entropy,4,0.01,0.2)	100.0	2
895	2	2	1	3	100	T(entropy,4,0.01,0.6)	95.45	3
896	3	2	1	3	100	RF(100,half,all)	92.73	7
897	3	2	1	3	100	RF(50,half,all)	91.82	6
898	3	2	1	3	100	T(,2,0.01,0.2)	86.36	4
899	3	2	1	3	100	T(,4,0.01,0.2)	81.82	5
900	3	2	1	3	100	T(entropy,2,0.01,0.2)	77.27	0
901	3	2	1	3	100	T(entropy,2,0.01,0.6)	81.82	1
902	3	2	1	3	100	T(entropy,4,0.01,0.2)	81.82	2
903	3	2	1	3	100	T(entropy,4,0.01,0.6)	81.82	3
904	4	2	1	3	100	RF(100,half,all)	89.09	7
905	4	2	1	3	100	RF(50,half,all)	87.27	6
906	4	2	1	3	100	T(,2,0.01,0.2)	81.82	4
907	4	2	1	3	100	T(,4,0.01,0.2)	86.36	5
908	4	2	1	3	100	T(entropy,2,0.01,0.2)	81.82	0
909	4	2	1	3	100	T(entropy,2,0.01,0.6)	77.27	1
910	4	2	1	3	100	T(entropy,4,0.01,0.2)	86.36	2
911	4	2	1	3	100	T(entropy,4,0.01,0.6)	77.27	3
912	5	2	1	3	100	RF(100,half,all)	73.64	7
913	5	2	1	3	100	RF(50,half,all)	70.91	6
914	5	2	1	3	100	T(,2,0.01,0.2)	59.09	4
915	5	2	1	3	100	T(,4,0.01,0.2)	59.09	5
916	5	2	1	3	100	T(entropy,2,0.01,0.2)	72.73	0
917	5	2	1	3	100	T(entropy,2,0.01,0.6)	72.73	1
918	5	2	1	3	100	T(entropy,4,0.01,0.2)	72.73	2
919	5	2	1	3	100	T(entropy,4,0.01,0.6)	72.73	3
920	6	2	1	3	100	RF(100,half,all)	69.09	7
921	6	2	1	3	100	RF(50,half,all)	69.09	6
922	6	2	1	3	100	T(,2,0.01,0.2)	40.91	4
923	6	2	1	3	100	T(,4,0.01,0.2)	40.91	5
924	6	2	1	3	100	T(entropy,2,0.01,0.2)	40.91	0
925	6	2	1	3	100	T(entropy,2,0.01,0.6)	59.09	1
926	6	2	1	3	100	T(entropy,4,0.01,0.2)	40.91	2
927	6	2	1	3	100	T(entropy,4,0.01,0.6)	59.09	3
928	7	2	1	3	100	RF(100,half,all)	76.36	7
929	7	2	1	3	100	RF(50,half,all)	77.27	6
930	7	2	1	3	100	T(,2,0.01,0.2)	68.18	4
931	7	2	1	3	100	T(,4,0.01,0.2)	68.18	5
932	7	2	1	3	100	T(entropy,2,0.01,0.2)	59.09	0
933	7	2	1	3	100	T(entropy,2,0.01,0.6)	77.27	1
934	7	2	1	3	100	T(entropy,4,0.01,0.2)	59.09	2
935	7	2	1	3	100	T(entropy,4,0.01,0.6)	77.27	3
936	8	2	1	3	100	RF(100,half,all)	71.82	7
937	8	2	1	3	100	RF(50,half,all)	66.36	6
938	8	2	1	3	100	T(,2,0.01,0.2)	54.55	4
939	8	2	1	3	100	T(,4,0.01,0.2)	59.09	5
940	8	2	1	3	100	T(entropy,2,0.01,0.2)	54.55	0
941	8	2	1	3	100	T(entropy,2,0.01,0.6)	59.09	1
942	8	2	1	3	100	T(entropy,4,0.01,0.2)	59.09	2
943	8	2	1	3	100	T(entropy,4,0.01,0.6)	59.09	3
944	9	2	1	3	100	RF(100,half,all)	81.82	7
945	9	2	1	3	100	RF(50,half,all)	80.0	6
946	9	2	1	3	100	T(,2,0.01,0.2)	68.18	4
947	9	2	1	3	100	T(,4,0.01,0.2)	68.18	5
948	9	2	1	3	100	T(entropy,2,0.01,0.2)	72.73	0
949	9	2	1	3	100	T(entropy,2,0.01,0.6)	68.18	1
950	9	2	1	3	100	T(entropy,4,0.01,0.2)	72.73	2
951	9	2	1	3	100	T(entropy,4,0.01,0.6)	68.18	3
952	10	2	1	3	100	RF(100,half,all)	89.09	7
953	10	2	1	3	100	RF(50,half,all)	87.27	6
954	10	2	1	3	100	T(,2,0.01,0.2)	86.36	4
955	10	2	1	3	100	T(,4,0.01,0.2)	86.36	5
956	10	2	1	3	100	T(entropy,2,0.01,0.2)	90.91	0
957	10	2	1	3	100	T(entropy,2,0.01,0.6)	81.82	1
958	10	2	1	3	100	T(entropy,4,0.01,0.2)	90.91	2
959	10	2	1	3	100	T(entropy,4,0.01,0.6)	81.82	3
960	1	3	1	3	100	RF(100,half,all)	86.36	7
961	1	3	1	3	100	RF(50,half,all)	87.27	6
962	1	3	1	3	100	T(,2,0.01,0.2)	77.27	4
963	1	3	1	3	100	T(,4,0.01,0.2)	77.27	5
964	1	3	1	3	100	T(entropy,2,0.01,0.2)	72.73	0
965	1	3	1	3	100	T(entropy,2,0.01,0.6)	54.55	1
966	1	3	1	3	100	T(entropy,4,0.01,0.2)	72.73	2
967	1	3	1	3	100	T(entropy,4,0.01,0.6)	54.55	3
968	2	3	1	3	100	RF(100,half,all)	80.0	7
969	2	3	1	3	100	RF(50,half,all)	82.73	6
970	2	3	1	3	100	T(,2,0.01,0.2)	72.73	4
971	2	3	1	3	100	T(,4,0.01,0.2)	72.73	5
972	2	3	1	3	100	T(entropy,2,0.01,0.2)	77.27	0
973	2	3	1	3	100	T(entropy,2,0.01,0.6)	59.09	1
974	2	3	1	3	100	T(entropy,4,0.01,0.2)	77.27	2
975	2	3	1	3	100	T(entropy,4,0.01,0.6)	59.09	3
976	3	3	1	3	100	RF(100,half,all)	88.18	7
977	3	3	1	3	100	RF(50,half,all)	84.55	6
978	3	3	1	3	100	T(,2,0.01,0.2)	90.91	4
979	3	3	1	3	100	T(,4,0.01,0.2)	81.82	5
980	3	3	1	3	100	T(entropy,2,0.01,0.2)	86.36	0
981	3	3	1	3	100	T(entropy,2,0.01,0.6)	77.27	1
982	3	3	1	3	100	T(entropy,4,0.01,0.2)	77.27	2
983	3	3	1	3	100	T(entropy,4,0.01,0.6)	77.27	3
984	4	3	1	3	100	RF(100,half,all)	86.36	7
985	4	3	1	3	100	RF(50,half,all)	82.73	6
986	4	3	1	3	100	T(,2,0.01,0.2)	54.55	4
987	4	3	1	3	100	T(,4,0.01,0.2)	59.09	5
988	4	3	1	3	100	T(entropy,2,0.01,0.2)	86.36	0
989	4	3	1	3	100	T(entropy,2,0.01,0.6)	50.0	1
990	4	3	1	3	100	T(entropy,4,0.01,0.2)	81.82	2
991	4	3	1	3	100	T(entropy,4,0.01,0.6)	50.0	3
992	5	3	1	3	100	RF(100,half,all)	80.91	7
993	5	3	1	3	100	RF(50,half,all)	80.0	6
994	5	3	1	3	100	T(,2,0.01,0.2)	86.36	4
995	5	3	1	3	100	T(,4,0.01,0.2)	81.82	5
996	5	3	1	3	100	T(entropy,2,0.01,0.2)	77.27	0
997	5	3	1	3	100	T(entropy,2,0.01,0.6)	72.73	1
998	5	3	1	3	100	T(entropy,4,0.01,0.2)	81.82	2
999	5	3	1	3	100	T(entropy,4,0.01,0.6)	72.73	3
1000	6	3	1	3	100	RF(100,half,all)	83.64	7
1001	6	3	1	3	100	RF(50,half,all)	87.27	6
1002	6	3	1	3	100	T(,2,0.01,0.2)	86.36	4
1003	6	3	1	3	100	T(,4,0.01,0.2)	81.82	5
1004	6	3	1	3	100	T(entropy,2,0.01,0.2)	72.73	0
1005	6	3	1	3	100	T(entropy,2,0.01,0.6)	68.18	1
1006	6	3	1	3	100	T(entropy,4,0.01,0.2)	72.73	2
1007	6	3	1	3	100	T(entropy,4,0.01,0.6)	68.18	3
1008	7	3	1	3	100	RF(100,half,all)	75.45	7
1009	7	3	1	3	100	RF(50,half,all)	72.73	6
1010	7	3	1	3	100	T(,2,0.01,0.2)	59.09	4
1011	7	3	1	3	100	T(,4,0.01,0.2)	59.09	5
1012	7	3	1	3	100	T(entropy,2,0.01,0.2)	63.64	0
1013	7	3	1	3	100	T(entropy,2,0.01,0.6)	63.64	1
1014	7	3	1	3	100	T(entropy,4,0.01,0.2)	68.18	2
1015	7	3	1	3	100	T(entropy,4,0.01,0.6)	63.64	3
1016	8	3	1	3	100	RF(100,half,all)	70.91	7
1017	8	3	1	3	100	RF(50,half,all)	72.73	6
1018	8	3	1	3	100	T(,2,0.01,0.2)	59.09	4
1019	8	3	1	3	100	T(,4,0.01,0.2)	68.18	5
1020	8	3	1	3	100	T(entropy,2,0.01,0.2)	59.09	0
1021	8	3	1	3	100	T(entropy,2,0.01,0.6)	54.55	1
1022	8	3	1	3	100	T(entropy,4,0.01,0.2)	68.18	2
1023	8	3	1	3	100	T(entropy,4,0.01,0.6)	54.55	3
1024	9	3	1	3	100	RF(100,half,all)	83.64	7
1025	9	3	1	3	100	RF(50,half,all)	85.45	6
1026	9	3	1	3	100	T(,2,0.01,0.2)	68.18	4
1027	9	3	1	3	100	T(,4,0.01,0.2)	72.73	5
1028	9	3	1	3	100	T(entropy,2,0.01,0.2)	86.36	0
1029	9	3	1	3	100	T(entropy,2,0.01,0.6)	54.55	1
1030	9	3	1	3	100	T(entropy,4,0.01,0.2)	81.82	2
1031	9	3	1	3	100	T(entropy,4,0.01,0.6)	54.55	3
1032	10	3	1	3	100	RF(100,half,all)	83.64	7
1033	10	3	1	3	100	RF(50,half,all)	82.73	6
1034	10	3	1	3	100	T(,2,0.01,0.2)	77.27	4
1035	10	3	1	3	100	T(,4,0.01,0.2)	81.82	5
1036	10	3	1	3	100	T(entropy,2,0.01,0.2)	72.73	0
1037	10	3	1	3	100	T(entropy,2,0.01,0.6)	72.73	1
1038	10	3	1	3	100	T(entropy,4,0.01,0.2)	77.27	2
1039	10	3	1	3	100	T(entropy,4,0.01,0.6)	72.73	3
1040	1	2	0	3	100	RF(100,half,all)	88.33	7
1041	1	2	0	3	100	RF(50,half,all)	85.0	6
1042	1	2	0	3	100	T(,2,0.01,0.2)	83.33	4
1043	1	2	0	3	100	T(,4,0.01,0.2)	83.33	5
1044	1	2	0	3	100	T(entropy,2,0.01,0.2)	83.33	0
1045	1	2	0	3	100	T(entropy,2,0.01,0.6)	83.33	1
1046	1	2	0	3	100	T(entropy,4,0.01,0.2)	83.33	2
1047	1	2	0	3	100	T(entropy,4,0.01,0.6)	83.33	3
1048	2	2	0	3	100	RF(100,half,all)	73.33	7
1049	2	2	0	3	100	RF(50,half,all)	73.33	6
1050	2	2	0	3	100	T(,2,0.01,0.2)	58.33	4
1051	2	2	0	3	100	T(,4,0.01,0.2)	58.33	5
1052	2	2	0	3	100	T(entropy,2,0.01,0.2)	66.67	0
1053	2	2	0	3	100	T(entropy,2,0.01,0.6)	50.0	1
1054	2	2	0	3	100	T(entropy,4,0.01,0.2)	58.33	2
1055	2	2	0	3	100	T(entropy,4,0.01,0.6)	58.33	3
1056	3	2	0	3	100	RF(100,half,all)	86.67	7
1057	3	2	0	3	100	RF(50,half,all)	91.67	6
1058	3	2	0	3	100	T(,2,0.01,0.2)	83.33	4
1059	3	2	0	3	100	T(,4,0.01,0.2)	91.67	5
1060	3	2	0	3	100	T(entropy,2,0.01,0.2)	75.0	0
1061	3	2	0	3	100	T(entropy,2,0.01,0.6)	83.33	1
1062	3	2	0	3	100	T(entropy,4,0.01,0.2)	58.33	2
1063	3	2	0	3	100	T(entropy,4,0.01,0.6)	83.33	3
1064	4	2	0	3	100	RF(100,half,all)	71.67	7
1065	4	2	0	3	100	RF(50,half,all)	61.67	6
1066	4	2	0	3	100	T(,2,0.01,0.2)	58.33	4
1067	4	2	0	3	100	T(,4,0.01,0.2)	66.67	5
1068	4	2	0	3	100	T(entropy,2,0.01,0.2)	58.33	0
1069	4	2	0	3	100	T(entropy,2,0.01,0.6)	75.0	1
1070	4	2	0	3	100	T(entropy,4,0.01,0.2)	58.33	2
1071	4	2	0	3	100	T(entropy,4,0.01,0.6)	75.0	3
1072	5	2	0	3	100	RF(100,half,all)	65.0	7
1073	5	2	0	3	100	RF(50,half,all)	68.33	6
1074	5	2	0	3	100	T(,2,0.01,0.2)	50.0	4
1075	5	2	0	3	100	T(,4,0.01,0.2)	50.0	5
1076	5	2	0	3	100	T(entropy,2,0.01,0.2)	83.33	0
1077	5	2	0	3	100	T(entropy,2,0.01,0.6)	75.0	1
1078	5	2	0	3	100	T(entropy,4,0.01,0.2)	58.33	2
1079	5	2	0	3	100	T(entropy,4,0.01,0.6)	75.0	3
1080	6	2	0	3	100	RF(100,half,all)	66.67	7
1081	6	2	0	3	100	RF(50,half,all)	68.33	6
1082	6	2	0	3	100	T(,2,0.01,0.2)	58.33	4
1083	6	2	0	3	100	T(,4,0.01,0.2)	50.0	5
1084	6	2	0	3	100	T(entropy,2,0.01,0.2)	66.67	0
1085	6	2	0	3	100	T(entropy,2,0.01,0.6)	58.33	1
1086	6	2	0	3	100	T(entropy,4,0.01,0.2)	41.67	2
1087	6	2	0	3	100	T(entropy,4,0.01,0.6)	58.33	3
1088	7	2	0	3	100	RF(100,half,all)	68.33	7
1089	7	2	0	3	100	RF(50,half,all)	68.33	6
1090	7	2	0	3	100	T(,2,0.01,0.2)	66.67	4
1091	7	2	0	3	100	T(,4,0.01,0.2)	75.0	5
1092	7	2	0	3	100	T(entropy,2,0.01,0.2)	75.0	0
1093	7	2	0	3	100	T(entropy,2,0.01,0.6)	75.0	1
1094	7	2	0	3	100	T(entropy,4,0.01,0.2)	75.0	2
1095	7	2	0	3	100	T(entropy,4,0.01,0.6)	75.0	3
1096	8	2	0	3	100	RF(100,half,all)	73.33	7
1097	8	2	0	3	100	RF(50,half,all)	71.67	6
1098	8	2	0	3	100	T(,2,0.01,0.2)	66.67	4
1099	8	2	0	3	100	T(,4,0.01,0.2)	66.67	5
1100	8	2	0	3	100	T(entropy,2,0.01,0.2)	50.0	0
1101	8	2	0	3	100	T(entropy,2,0.01,0.6)	83.33	1
1102	8	2	0	3	100	T(entropy,4,0.01,0.2)	66.67	2
1103	8	2	0	3	100	T(entropy,4,0.01,0.6)	83.33	3
1104	9	2	0	3	100	RF(100,half,all)	80.0	7
1105	9	2	0	3	100	RF(50,half,all)	81.67	6
1106	9	2	0	3	100	T(,2,0.01,0.2)	91.67	4
1107	9	2	0	3	100	T(,4,0.01,0.2)	83.33	5
1108	9	2	0	3	100	T(entropy,2,0.01,0.2)	91.67	0
1109	9	2	0	3	100	T(entropy,2,0.01,0.6)	83.33	1
1110	9	2	0	3	100	T(entropy,4,0.01,0.2)	83.33	2
1111	9	2	0	3	100	T(entropy,4,0.01,0.6)	83.33	3
1112	10	2	0	3	100	RF(100,half,all)	75.0	7
1113	10	2	0	3	100	RF(50,half,all)	71.67	6
1114	10	2	0	3	100	T(,2,0.01,0.2)	66.67	4
1115	10	2	0	3	100	T(,4,0.01,0.2)	66.67	5
1116	10	2	0	3	100	T(entropy,2,0.01,0.2)	50.0	0
1117	10	2	0	3	100	T(entropy,2,0.01,0.6)	66.67	1
1118	10	2	0	3	100	T(entropy,4,0.01,0.2)	66.67	2
1119	10	2	0	3	100	T(entropy,4,0.01,0.6)	66.67	3
1120	1	3	0	3	100	RF(100,half,all)	57.5	7
1121	1	3	0	3	100	RF(50,half,all)	52.5	6
1122	1	3	0	3	100	T(,2,0.01,0.2)	50.0	4
1123	1	3	0	3	100	T(,4,0.01,0.2)	50.0	5
1124	1	3	0	3	100	T(entropy,2,0.01,0.2)	50.0	0
1125	1	3	0	3	100	T(entropy,2,0.01,0.6)	50.0	1
1126	1	3	0	3	100	T(entropy,4,0.01,0.2)	50.0	2
1127	1	3	0	3	100	T(entropy,4,0.01,0.6)	50.0	3
1128	2	3	0	3	100	RF(100,half,all)	52.5	7
1129	2	3	0	3	100	RF(50,half,all)	55.0	6
1130	2	3	0	3	100	T(,2,0.01,0.2)	50.0	4
1131	2	3	0	3	100	T(,4,0.01,0.2)	37.5	5
1132	2	3	0	3	100	T(entropy,2,0.01,0.2)	37.5	0
1133	2	3	0	3	100	T(entropy,2,0.01,0.6)	50.0	1
1134	2	3	0	3	100	T(entropy,4,0.01,0.2)	37.5	2
1135	2	3	0	3	100	T(entropy,4,0.01,0.6)	50.0	3
1136	3	3	0	3	100	RF(100,half,all)	45.0	7
1137	3	3	0	3	100	RF(50,half,all)	45.0	6
1138	3	3	0	3	100	T(,2,0.01,0.2)	50.0	4
1139	3	3	0	3	100	T(,4,0.01,0.2)	50.0	5
1140	3	3	0	3	100	T(entropy,2,0.01,0.2)	50.0	0
1141	3	3	0	3	100	T(entropy,2,0.01,0.6)	50.0	1
1142	3	3	0	3	100	T(entropy,4,0.01,0.2)	50.0	2
1143	3	3	0	3	100	T(entropy,4,0.01,0.6)	50.0	3
1144	4	3	0	3	100	RF(100,half,all)	62.5	7
1145	4	3	0	3	100	RF(50,half,all)	57.5	6
1146	4	3	0	3	100	T(,2,0.01,0.2)	62.5	4
1147	4	3	0	3	100	T(,4,0.01,0.2)	50.0	5
1148	4	3	0	3	100	T(entropy,2,0.01,0.2)	62.5	0
1149	4	3	0	3	100	T(entropy,2,0.01,0.6)	50.0	1
1150	4	3	0	3	100	T(entropy,4,0.01,0.2)	50.0	2
1151	4	3	0	3	100	T(entropy,4,0.01,0.6)	50.0	3
1152	5	3	0	3	100	RF(100,half,all)	52.5	7
1153	5	3	0	3	100	RF(50,half,all)	57.5	6
1154	5	3	0	3	100	T(,2,0.01,0.2)	25.0	4
1155	5	3	0	3	100	T(,4,0.01,0.2)	50.0	5
1156	5	3	0	3	100	T(entropy,2,0.01,0.2)	25.0	0
1157	5	3	0	3	100	T(entropy,2,0.01,0.6)	50.0	1
1158	5	3	0	3	100	T(entropy,4,0.01,0.2)	50.0	2
1159	5	3	0	3	100	T(entropy,4,0.01,0.6)	50.0	3
1160	6	3	0	3	100	RF(100,half,all)	65.0	7
1161	6	3	0	3	100	RF(50,half,all)	65.0	6
1162	6	3	0	3	100	T(,2,0.01,0.2)	50.0	4
1163	6	3	0	3	100	T(,4,0.01,0.2)	62.5	5
1164	6	3	0	3	100	T(entropy,2,0.01,0.2)	50.0	0
1165	6	3	0	3	100	T(entropy,2,0.01,0.6)	62.5	1
1166	6	3	0	3	100	T(entropy,4,0.01,0.2)	62.5	2
1167	6	3	0	3	100	T(entropy,4,0.01,0.6)	62.5	3
1168	7	3	0	3	100	RF(100,half,all)	55.0	7
1169	7	3	0	3	100	RF(50,half,all)	62.5	6
1170	7	3	0	3	100	T(,2,0.01,0.2)	87.5	4
1171	7	3	0	3	100	T(,4,0.01,0.2)	62.5	5
1172	7	3	0	3	100	T(entropy,2,0.01,0.2)	87.5	0
1173	7	3	0	3	100	T(entropy,2,0.01,0.6)	62.5	1
1174	7	3	0	3	100	T(entropy,4,0.01,0.2)	62.5	2
1175	7	3	0	3	100	T(entropy,4,0.01,0.6)	62.5	3
1176	8	3	0	3	100	RF(100,half,all)	80.0	7
1177	8	3	0	3	100	RF(50,half,all)	80.0	6
1178	8	3	0	3	100	T(,2,0.01,0.2)	50.0	4
1179	8	3	0	3	100	T(,4,0.01,0.2)	62.5	5
1180	8	3	0	3	100	T(entropy,2,0.01,0.2)	50.0	0
1181	8	3	0	3	100	T(entropy,2,0.01,0.6)	62.5	1
1182	8	3	0	3	100	T(entropy,4,0.01,0.2)	62.5	2
1183	8	3	0	3	100	T(entropy,4,0.01,0.6)	62.5	3
1184	9	3	0	3	100	RF(100,half,all)	65.0	7
1185	9	3	0	3	100	RF(50,half,all)	60.0	6
1186	9	3	0	3	100	T(,2,0.01,0.2)	37.5	4
1187	9	3	0	3	100	T(,4,0.01,0.2)	37.5	5
1188	9	3	0	3	100	T(entropy,2,0.01,0.2)	50.0	0
1189	9	3	0	3	100	T(entropy,2,0.01,0.6)	62.5	1
1190	9	3	0	3	100	T(entropy,4,0.01,0.2)	50.0	2
1191	9	3	0	3	100	T(entropy,4,0.01,0.6)	62.5	3
1192	10	3	0	3	100	RF(100,half,all)	42.5	7
1193	10	3	0	3	100	RF(50,half,all)	45.0	6
1194	10	3	0	3	100	T(,2,0.01,0.2)	50.0	4
1195	10	3	0	3	100	T(,4,0.01,0.2)	50.0	5
1196	10	3	0	3	100	T(entropy,2,0.01,0.2)	50.0	0
1197	10	3	0	3	100	T(entropy,2,0.01,0.6)	50.0	1
1198	10	3	0	3	100	T(entropy,4,0.01,0.2)	50.0	2
1199	10	3	0	3	100	T(entropy,4,0.01,0.6)	50.0	3
1200	1	1	0	1	75	RF(100,half,all)	79.64	7
1201	1	1	0	1	75	RF(50,half,all)	76.79	6
1202	1	1	0	1	75	T(,2,0.01,0.2)	67.86	4
1203	1	1	0	1	75	T(,4,0.01,0.2)	62.5	5
1204	1	1	0	1	75	T(entropy,2,0.01,0.2)	64.29	0
1205	1	1	0	1	75	T(entropy,2,0.01,0.6)	69.64	1
1206	1	1	0	1	75	T(entropy,4,0.01,0.2)	64.29	2
1207	1	1	0	1	75	T(entropy,4,0.01,0.6)	69.64	3
1208	2	1	0	1	75	RF(100,half,all)	67.86	7
1209	2	1	0	1	75	RF(50,half,all)	69.29	6
1210	2	1	0	1	75	T(,2,0.01,0.2)	64.29	4
1211	2	1	0	1	75	T(,4,0.01,0.2)	64.29	5
1212	2	1	0	1	75	T(entropy,2,0.01,0.2)	60.71	0
1213	2	1	0	1	75	T(entropy,2,0.01,0.6)	64.29	1
1214	2	1	0	1	75	T(entropy,4,0.01,0.2)	58.93	2
1215	2	1	0	1	75	T(entropy,4,0.01,0.6)	64.29	3
1216	3	1	0	1	75	RF(100,half,all)	70.36	7
1217	3	1	0	1	75	RF(50,half,all)	71.07	6
1218	3	1	0	1	75	T(,2,0.01,0.2)	66.07	4
1219	3	1	0	1	75	T(,4,0.01,0.2)	60.71	5
1220	3	1	0	1	75	T(entropy,2,0.01,0.2)	67.86	0
1221	3	1	0	1	75	T(entropy,2,0.01,0.6)	69.64	1
1222	3	1	0	1	75	T(entropy,4,0.01,0.2)	66.07	2
1223	3	1	0	1	75	T(entropy,4,0.01,0.6)	69.64	3
1224	4	1	0	1	75	RF(100,half,all)	71.43	7
1225	4	1	0	1	75	RF(50,half,all)	72.86	6
1226	4	1	0	1	75	T(,2,0.01,0.2)	67.86	4
1227	4	1	0	1	75	T(,4,0.01,0.2)	67.86	5
1228	4	1	0	1	75	T(entropy,2,0.01,0.2)	53.57	0
1229	4	1	0	1	75	T(entropy,2,0.01,0.6)	57.14	1
1230	4	1	0	1	75	T(entropy,4,0.01,0.2)	51.79	2
1231	4	1	0	1	75	T(entropy,4,0.01,0.6)	57.14	3
1232	5	1	0	1	75	RF(100,half,all)	71.07	7
1233	5	1	0	1	75	RF(50,half,all)	71.43	6
1234	5	1	0	1	75	T(,2,0.01,0.2)	67.86	4
1235	5	1	0	1	75	T(,4,0.01,0.2)	69.64	5
1236	5	1	0	1	75	T(entropy,2,0.01,0.2)	58.93	0
1237	5	1	0	1	75	T(entropy,2,0.01,0.6)	64.29	1
1238	5	1	0	1	75	T(entropy,4,0.01,0.2)	62.5	2
1239	5	1	0	1	75	T(entropy,4,0.01,0.6)	64.29	3
1240	6	1	0	1	75	RF(100,half,all)	81.07	7
1241	6	1	0	1	75	RF(50,half,all)	79.29	6
1242	6	1	0	1	75	T(,2,0.01,0.2)	64.29	4
1243	6	1	0	1	75	T(,4,0.01,0.2)	66.07	5
1244	6	1	0	1	75	T(entropy,2,0.01,0.2)	67.86	0
1245	6	1	0	1	75	T(entropy,2,0.01,0.6)	76.79	1
1246	6	1	0	1	75	T(entropy,4,0.01,0.2)	64.29	2
1247	6	1	0	1	75	T(entropy,4,0.01,0.6)	76.79	3
1248	7	1	0	1	75	RF(100,half,all)	75.71	7
1249	7	1	0	1	75	RF(50,half,all)	76.79	6
1250	7	1	0	1	75	T(,2,0.01,0.2)	62.5	4
1251	7	1	0	1	75	T(,4,0.01,0.2)	69.64	5
1252	7	1	0	1	75	T(entropy,2,0.01,0.2)	66.07	0
1253	7	1	0	1	75	T(entropy,2,0.01,0.6)	71.43	1
1254	7	1	0	1	75	T(entropy,4,0.01,0.2)	71.43	2
1255	7	1	0	1	75	T(entropy,4,0.01,0.6)	71.43	3
1256	8	1	0	1	75	RF(100,half,all)	70.36	7
1257	8	1	0	1	75	RF(50,half,all)	69.29	6
1258	8	1	0	1	75	T(,2,0.01,0.2)	66.07	4
1259	8	1	0	1	75	T(,4,0.01,0.2)	64.29	5
1260	8	1	0	1	75	T(entropy,2,0.01,0.2)	67.86	0
1261	8	1	0	1	75	T(entropy,2,0.01,0.6)	76.79	1
1262	8	1	0	1	75	T(entropy,4,0.01,0.2)	60.71	2
1263	8	1	0	1	75	T(entropy,4,0.01,0.6)	76.79	3
1264	9	1	0	1	75	RF(100,half,all)	68.21	7
1265	9	1	0	1	75	RF(50,half,all)	67.86	6
1266	9	1	0	1	75	T(,2,0.01,0.2)	51.79	4
1267	9	1	0	1	75	T(,4,0.01,0.2)	57.14	5
1268	9	1	0	1	75	T(entropy,2,0.01,0.2)	67.86	0
1269	9	1	0	1	75	T(entropy,2,0.01,0.6)	64.29	1
1270	9	1	0	1	75	T(entropy,4,0.01,0.2)	64.29	2
1271	9	1	0	1	75	T(entropy,4,0.01,0.6)	64.29	3
