	use_training_form	n_task	aug	n_version	nbands	dataset_kwargs	use_full_mfcc	preprocess_wavs	test_operators	Model	accuracy
36	stump_with_memoization	2	1	1	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(0.7,100,half,all)	82.99999999999999
37	stump_with_memoization	2	1	1	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(0.7,50,half,all)	82.271
38	stump_with_memoization	2	1	1	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(1.0,100,half,all)	81.363
39	stump_with_memoization	2	1	1	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(1.0,50,half,all)	81.091
40	stump_with_memoization	2	1	1	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	T(entropy,2,0.01,0.6)	85.907
41	stump_with_memoization	2	1	1	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	T(entropy,4,0.01,0.6)	85.907
42	stump_with_memoization	2	1	1	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(0.7,100,half,all)	82.728
43	stump_with_memoization	2	1	1	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(0.7,50,half,all)	82.27199999999999
44	stump_with_memoization	2	1	1	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(1.0,100,half,all)	80.999
45	stump_with_memoization	2	1	1	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(1.0,50,half,all)	81.18099999999998
46	stump_with_memoization	2	1	1	40	75	False	"Any[""Normalize""]"	TestOp_80	T(entropy,2,0.01,0.6)	85.907
47	stump_with_memoization	2	1	1	40	75	False	"Any[""Normalize""]"	TestOp_80	T(entropy,4,0.01,0.6)	85.907
48	stump_with_memoization	2	1	2	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(0.7,100,half,all)	81.63600000000001
49	stump_with_memoization	2	1	2	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(0.7,50,half,all)	81.18099999999998
50	stump_with_memoization	2	1	2	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(1.0,100,half,all)	80.90799999999999
51	stump_with_memoization	2	1	2	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(1.0,50,half,all)	80.272
52	stump_with_memoization	2	1	2	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	T(entropy,2,0.01,0.6)	91.816
53	stump_with_memoization	2	1	2	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	T(entropy,4,0.01,0.6)	91.816
54	stump_with_memoization	2	1	2	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(0.7,100,half,all)	82.90799999999999
55	stump_with_memoization	2	1	2	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(0.7,50,half,all)	82.54599999999999
56	stump_with_memoization	2	1	2	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(1.0,100,half,all)	81.271
57	stump_with_memoization	2	1	2	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(1.0,50,half,all)	80.727
58	stump_with_memoization	2	1	2	40	75	False	"Any[""Normalize""]"	TestOp_80	T(entropy,2,0.01,0.6)	89.54400000000001
59	stump_with_memoization	2	1	2	40	75	False	"Any[""Normalize""]"	TestOp_80	T(entropy,4,0.01,0.6)	89.54400000000001
60	stump_with_memoization	2	1	3	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(0.7,100,half,all)	82.63499999999999
61	stump_with_memoization	2	1	3	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(0.7,50,half,all)	82.09
62	stump_with_memoization	2	1	3	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(1.0,100,half,all)	81.63699999999999
63	stump_with_memoization	2	1	3	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(1.0,50,half,all)	81.455
64	stump_with_memoization	2	1	3	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	T(entropy,2,0.01,0.6)	90.453
65	stump_with_memoization	2	1	3	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	T(entropy,4,0.01,0.6)	90.453
66	stump_with_memoization	2	1	3	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(0.7,100,half,all)	82.18199999999999
67	stump_with_memoization	2	1	3	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(0.7,50,half,all)	81.81700000000001
68	stump_with_memoization	2	1	3	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(1.0,100,half,all)	81.635
69	stump_with_memoization	2	1	3	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(1.0,50,half,all)	81.181
70	stump_with_memoization	2	1	3	40	75	False	"Any[""Normalize""]"	TestOp_80	T(entropy,2,0.01,0.6)	89.089
71	stump_with_memoization	2	1	3	40	75	False	"Any[""Normalize""]"	TestOp_80	T(entropy,4,0.01,0.6)	89.089
72	stump_with_memoization	3	1	1	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(0.7,100,half,all)	75.636
73	stump_with_memoization	3	1	1	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(0.7,50,half,all)	76.09099999999998
74	stump_with_memoization	3	1	1	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(1.0,100,half,all)	74.90899999999999
75	stump_with_memoization	3	1	1	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(1.0,50,half,all)	74.999
76	stump_with_memoization	3	1	1	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	T(entropy,2,0.01,0.6)	71.362
77	stump_with_memoization	3	1	1	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	T(entropy,4,0.01,0.6)	75.001
78	stump_with_memoization	3	1	1	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(0.7,100,half,all)	74.909
79	stump_with_memoization	3	1	1	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(0.7,50,half,all)	75.18199999999999
80	stump_with_memoization	3	1	1	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(1.0,100,half,all)	74.727
81	stump_with_memoization	3	1	1	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(1.0,50,half,all)	73.635
82	stump_with_memoization	3	1	1	40	75	False	"Any[""Normalize""]"	TestOp_80	T(entropy,2,0.01,0.6)	72.727
83	stump_with_memoization	3	1	1	40	75	False	"Any[""Normalize""]"	TestOp_80	T(entropy,4,0.01,0.6)	74.99999999999999
84	stump_with_memoization	3	1	2	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(0.7,100,half,all)	74.72800000000001
85	stump_with_memoization	3	1	2	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(0.7,50,half,all)	74.81800000000001
86	stump_with_memoization	3	1	2	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(1.0,100,half,all)	74.819
87	stump_with_memoization	3	1	2	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(1.0,50,half,all)	75.09199999999998
88	stump_with_memoization	3	1	2	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	T(entropy,2,0.01,0.6)	75.001
89	stump_with_memoization	3	1	2	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	T(entropy,4,0.01,0.6)	73.637
90	stump_with_memoization	3	1	2	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(0.7,100,half,all)	79.09
91	stump_with_memoization	3	1	2	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(0.7,50,half,all)	78.99900000000001
92	stump_with_memoization	3	1	2	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(1.0,100,half,all)	78.81800000000001
93	stump_with_memoization	3	1	2	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(1.0,50,half,all)	78.727
94	stump_with_memoization	3	1	2	40	75	False	"Any[""Normalize""]"	TestOp_80	T(entropy,2,0.01,0.6)	77.729
95	stump_with_memoization	3	1	2	40	75	False	"Any[""Normalize""]"	TestOp_80	T(entropy,4,0.01,0.6)	75.91
96	stump_with_memoization	3	1	3	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(0.7,100,half,all)	74.454
97	stump_with_memoization	3	1	3	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(0.7,50,half,all)	74.72600000000001
98	stump_with_memoization	3	1	3	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(1.0,100,half,all)	74.45599999999999
99	stump_with_memoization	3	1	3	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	RF(1.0,50,half,all)	75.00099999999999
100	stump_with_memoization	3	1	3	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	T(entropy,2,0.01,0.6)	78.182
101	stump_with_memoization	3	1	3	40	75	False	"Any[""NG"",""Normalize""]"	TestOp_80	T(entropy,4,0.01,0.6)	75.45400000000001
102	stump_with_memoization	3	1	3	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(0.7,100,half,all)	78.81899999999999
103	stump_with_memoization	3	1	3	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(0.7,50,half,all)	79.36499999999998
104	stump_with_memoization	3	1	3	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(1.0,100,half,all)	77.455
105	stump_with_memoization	3	1	3	40	75	False	"Any[""Normalize""]"	TestOp_80	RF(1.0,50,half,all)	77.99999999999999
106	stump_with_memoization	3	1	3	40	75	False	"Any[""Normalize""]"	TestOp_80	T(entropy,2,0.01,0.6)	77.727
107	stump_with_memoization	3	1	3	40	75	False	"Any[""Normalize""]"	TestOp_80	T(entropy,4,0.01,0.6)	76.365
