index,descriptornamesnormsorted,descriptorabbrsnormsorted,EEGB2normsorted,EEGB3normsorted,EEGB4normsorted,EEGB1normsorted,EEGB5normsorted,EEGB6normsorted,EEGB7normsorted,EEGB8normsorted,EEGB9normsorted,EEGB10normsorted,EEGB23normsorted,EEGB21normsorted,EEGB17normsorted,EEGB20normsorted,EEGB22normsorted,EEGB19normsorted,EEGB24normsorted,EEGB18normsorted,EEGB11normsorted,EEGB37normsorted,EEGB33normsorted,EEGB34normsorted,EEGB26normsorted,EEGB35normsorted,EEGB25normsorted,meannormsorted
0,PD_PeriodicityWang_th0_01,PM,0.30475402102058147,0.29603391280730723,0.2918768555557553,0.30203576078929056,0.2694611041115087,0.25982733264651287,0.25567031995706774,0.23999380362237083,0.24847636664919184,0.24422205262212557,0.21114726312272247,0.23439852531338487,0.21899027806775703,0.23903808407269966,0.22282430039673506,0.23465633602784947,0.2298216084009017,0.228645525402846,0.24592504882554733,0.2593426099031649,0.28363667214460514,0.2577303786967622,0.23693240716101116,0.2613706429036414,0.2646399904731928,0.2536580480277813
1,CO_FirstMin_ac,FM,0.2268324792570834,0.22229498667141867,0.22598161794249633,0.23233520060714719,0.2549556580371206,0.23735901983947047,0.22714524500969716,0.21777529031042656,0.21870410262417495,0.22300685136465245,0.2436439006300074,0.2464186794020118,0.2180643697576033,0.25163070753444955,0.24579046781311933,0.25071502103810894,0.2060069583617348,0.21743297715672705,0.20111449454719632,0.22468044004771753,0.15315166090137916,0.21704570764284867,0.21117541369842904,0.253339565540455,0.17725790006014955,0.22415434863182504
2,SB_BinaryStats_mean_longstretch1,C,0.09370070448008924,0.09458647738204484,0.11097345042272881,0.08984380941098426,0.11835466147623558,0.145008706721838,0.13855239746856227,0.1377632474973955,0.14138285061516348,0.16408733802000533,0.17243585893912652,0.16262355745165735,0.20646273863137365,0.1587909362921574,0.16211366899058727,0.1692468851058346,0.1864073941502119,0.1736276032707533,0.16009077627089027,0.16951705924477067,0.13880941034055597,0.14507029612669523,0.16964448781729272,0.13459348195474416,0.171429102406968,0.14860467601954666
3,CO_trev_1_num,TR,0.15072843771110703,0.1412418191149732,0.13889769425588733,0.15108998790916,0.13857160821604889,0.1307235994253871,0.14248900838408382,0.15217110973269993,0.15094494143589648,0.14748053856849802,0.1181071475366815,0.126090380144137,0.11958331331246398,0.1241971534326023,0.12949126075304043,0.11404418888384296,0.12607946777018483,0.12954166018723529,0.13470339228064718,0.12151036878183656,0.1281574203030173,0.11156443706957848,0.12430637426245937,0.10871242137437184,0.1291062296191096,0.131581358418598
4,IN_AutoMutualInfoStats_40_gaussian_fmmi,FMAI,0.08240453905259051,0.10981945632791239,0.08410765531234751,0.08800736889512517,0.06764414790220055,0.07892662908007048,0.09710075412652139,0.10648923887426161,0.09641623583983,0.07995347228475636,0.11342775384708362,0.07733971770312476,0.09850182966742037,0.07605088111915724,0.07786773211464136,0.08910283459356044,0.10525821866267623,0.10705149330419082,0.10133694969975648,0.07820308361040454,0.10372152529788836,0.10265610203369978,0.09607033093692996,0.09050562259543209,0.09743286315206791,0.092215857441346
5,SB_BinaryStats_diff_longstretch0,LP,0.06522682485322202,0.061828231189723006,0.06588642337601694,0.05773822147811491,0.07138298260767932,0.05407676046133814,0.04376772976669553,0.05198495227276524,0.05089774291909724,0.04814150553708503,0.05770531745124882,0.06362658416539571,0.05118606320193205,0.052817519508309915,0.06862840283397405,0.04470909042130685,0.050684359972838836,0.05091764907256394,0.07126358346582407,0.054053537815507854,0.08202756959867398,0.06755412171078944,0.06950069133235842,0.05710898302560958,0.0577675481699255,0.05881929584831985
6,CO_f1ecac,FC,0.015265088415539264,0.01530529779282688,0.019241479896969244,0.01688240430803836,0.017625935040114244,0.02233013380090353,0.021304334917565018,0.02184968276621755,0.020142511027557642,0.021648606798994403,0.02175081368241708,0.020757400202037982,0.020310724691537593,0.030442528617718446,0.023166812696231876,0.0328199835929713,0.02422212133332885,0.022936643082997844,0.02138699389251289,0.024739336682296702,0.025287827228591037,0.02111485581774677,0.0196856875252052,0.023355766862467337,0.02676086005874811,0.022013353229261404
7,DN_OutlierInclude_p_001_mdrmd,A,0.011395865536213063,0.010985064383066385,0.010579570579473313,0.011495120767720628,0.012736007883626674,0.016092023518344063,0.015749231367068624,0.015570690393366223,0.015065544473739237,0.01407045672979987,0.011813079113980992,0.012711990370526992,0.01234667713661934,0.012686896081221602,0.01326539257769859,0.012805548439787753,0.013548324268222363,0.013600172207657808,0.014165634693680823,0.012332532436878372,0.015633114043150636,0.014546069664542657,0.01396358402760756,0.012261226783128808,0.015422505538657075,0.01339369292063118
8,SP_Summaries_welch_rect_centroid,C,0.0134340708027732,0.012348012547390045,0.01283040461502132,0.013541079031744813,0.011379076939146098,0.011534896095824044,0.012662516424322864,0.0135348114502285,0.013558714839512959,0.013050406717069234,0.010401563823447032,0.0117656006044015,0.011874592421625248,0.012622789568862616,0.012790779515683678,0.013261067603936928,0.011186761261042311,0.013870588479798468,0.01224488189265711,0.012627951744321641,0.01665380273919866,0.01240531909100706,0.014527997069506238,0.013516223182809437,0.013337079785661154,0.012838439529879685
9,DN_HistogramMode_5,Z5,0.007669092252497831,0.007844761529052105,0.008577947692698077,0.007811209859584084,0.007934846163756372,0.011885245748594531,0.012002624102019006,0.010132055528985787,0.009008717919916294,0.010192419456513798,0.009009649531288983,0.011266441509088882,0.009491234211235988,0.010374534319105368,0.009810598146900934,0.00912018295124445,0.012047477839293854,0.011111515023026567,0.008318376958865082,0.010514388916530525,0.012998565586443526,0.012721533130036943,0.009930933253149912,0.012049411582743044,0.010776556108407602,0.010104012772839182
10,DN_HistogramMode_10,Z10,0.005644532724950029,0.0048918185274742535,0.0075500545440931885,0.0062186912014470545,0.008092021882406769,0.010175087486782234,0.009315941853064922,0.008827960067147258,0.008917510911185063,0.01126363246588767,0.010144049182724013,0.011990003963214093,0.011587773982255831,0.009150520303815156,0.011370668349729841,0.009962779662239235,0.011777773559976777,0.00887822904231485,0.00705989915515066,0.009968483651748612,0.015128409413719124,0.01379691880764933,0.01038367573630023,0.010788548435747138,0.010359486998568486,0.009729778876383672
11,FC_LocalSimple_mean1_tauresrat,CC,0.008035160214870083,0.008075762839942099,0.00851600718676902,0.008331374022248634,0.00731684756700017,0.0070883888925281505,0.00797224779485906,0.007516741172237143,0.00964243764417011,0.007116598202022418,0.005626579176333073,0.006034336609596699,0.007264151008801019,0.00714775421765816,0.0066390254127654735,0.005717429131855283,0.0070183880203893165,0.007298105232665675,0.006516891151578809,0.0064798520608400825,0.006861362610188438,0.007179411548997078,0.007362045880138815,0.006673142807610998,0.007873533286845973,0.007252142947716471
12,DN_OutlierInclude_n_001_mdrmd,B,0.002125193543056937,0.0021367479926189927,0.0025974469141637016,0.0021522573338852284,0.0037633027593875316,0.005044326221314494,0.005173540258485612,0.00509381310691627,0.006117700703291445,0.00616890363182558,0.0065566136308956285,0.005631070471120936,0.005262566544255947,0.005915260369167983,0.006513520950906261,0.005087287632828289,0.007248837556715691,0.005386407843200735,0.006087680246907653,0.005581115451069587,0.006611648997720075,0.00592210176595437,0.006965569795478185,0.005595711147147067,0.007581589533773742,0.005292808576083517
13,FC_LocalSimple_mean3_stderr,ME,0.005818541863340108,0.0054995117426889385,0.0051949746818765,0.005793578941659687,0.004514947261014395,0.00442648704088006,0.004696159515391099,0.00469049030186846,0.004709061143892799,0.004146257653931517,0.003037394306841893,0.00345415692011402,0.0036907718640679333,0.003408715589065525,0.003603581583249876,0.003267492602625577,0.0031631048099915165,0.003828386846606224,0.0041823775184353035,0.0037583669773116227,0.003886219390377122,0.0037796843711306177,0.003421492643741598,0.003657477228802165,0.0035770228466256763,0.00412825022582121
14,CO_HistogramAMI_even_2_5,AI,0.002151719785611537,0.002263115888696914,0.0025781631431157368,0.0020195149063662863,0.002576574849799142,0.002451348905128402,0.0028022117601068505,0.0029755003448354578,0.0028892449382859494,0.0026149482787239625,0.002328350462971136,0.0026612520628988942,0.0025644302341075436,0.002491273604652353,0.002923730392390759,0.002592348545816967,0.002326644634393607,0.002835295851303303,0.0027122866229251116,0.0029579148357747145,0.0033363970079074248,0.0031024544871185605,0.00266468579527138,0.002754291246816431,0.0029912476460447293,0.002662597849242526
15,MD_hrv_classic_pnn40,PD,0.002767981531739171,0.002698579647210451,0.002661187430414462,0.0026913597413208306,0.0016311643961865567,0.0009358416885087656,0.0012967669298343297,0.0012634049012784938,0.0008571078796835539,0.0005931594828435243,0.0007465261214530547,0.000669491097680028,0.0005616101102750701,0.0007090012036371488,0.0006901960965837434,0.000623373884895088,0.0009155060371582673,0.000527536710812329,0.0006447218663990711,0.0012279202829319706,0.001543294117574728,0.0014294172800603249,0.001156968613376414,0.0014011592140143565,0.0010756163168519318,0.0012527557033089464
16,SP_Summaries_welch_rect_area_5_1,TP,0.0008247275609500217,0.000824430854043036,0.0008573543678474001,0.0008099260897032146,0.0008065043078084228,0.0009933055876853677,0.00105287112744012,0.001077846316364367,0.0011029493870550384,0.0010537674390811908,0.0010956842872118528,0.0012309723434116282,0.0012397738435713482,0.0012146721403535543,0.0012755236155378754,0.0011414292990756536,0.0011508307247326806,0.0013072420816542015,0.0010838376895310074,0.0011970747304870745,0.001219386070225539,0.0011969349697468494,0.0011810361307187727,0.0011391447878743033,0.0012810686518639057,0.001094331776158977
17,SB_MotifThree_quantile_hh,EN,0.0008122439374046968,0.0009166637299788125,0.0007207698138250502,0.0008135875685881203,0.0008825992245635677,0.0007823154010520654,0.0009052508776493662,0.0009183122981618893,0.000852373779902094,0.0008809625520546419,0.0007398823327003445,0.0010341569448477162,0.0007245582644923346,0.001015886943853954,0.0009413016578600216,0.000843653762188479,0.0008130819164748843,0.0008936642023919147,0.0008342324648277735,0.0009620161903476878,0.0010102403397930435,0.0008610813907762447,0.0007974727646490013,0.0008272849909011142,0.0009563767611891178,0.0008695988044189574
18,CO_Embed2_Dist_tau_d_expfit_meandiff,EF,0.00031106230284730596,0.0003138711965194055,0.0002794437224891721,0.00029762068345286436,0.0002803247844423391,0.0002460184183010731,0.00025723469615167364,0.0002869342806759132,0.0002316844730517623,0.00021229717768291042,0.00022218477496039073,0.00022501912004165183,0.0002332684859192032,0.00021680920395641896,0.00022256377392219977,0.00022001809704909158,0.00024728139587278363,0.00024326878553830198,0.00023990144849360005,0.0002644484360712069,0.0002557634860805097,0.0002463152987191255,0.0002483816881181145,0.00026850395686286885,0.00029061625160595953,0.0002544334375530339
19,SB_TransitionMatrix_3ac_sumdiagcov,TC,9.73731202090877e-5,9.125798713229967e-5,9.137799994700583e-5,9.182758101444993e-5,8.962155135201002e-5,9.249806979837763e-5,8.358959486305063e-5,8.409430502408552e-5,8.218387967055668e-5,9.58138003248432e-5,6.038542187417768e-5,7.06606280493302e-5,5.927084538575205e-5,7.807263798049578e-5,7.046928893536295e-5,6.304552044797082e-5,7.585673113248237e-5,6.603239866923232e-5,8.803238845662715e-5,8.149816043616752e-5,6.97102148269871e-5,7.685894844946739e-5,8.076251285828923e-5,8.139027638611233e-5,8.280418814704798e-5,8.017952205485078e-5
20,max_m,MAX,2.829451708285104e-7,1.798056040914717e-7,9.567087686399044e-8,8.298631013898324e-8,4.9878705024256914e-8,2.6763099201821e-8,1.8212125695226394e-8,1.5913566756837934e-8,1.3635513658262229e-8,9.155120757335123e-9,2.4485624106476897e-9,2.6948736459108456e-9,3.1137370562168107e-9,2.8642435365618024e-9,2.7650655916361523e-9,2.8404767280205868e-9,2.386748483376883e-9,3.319167091521519e-9,5.632131743952557e-9,3.5945363542899084e-11,1.481197976194973e-10,1.4014377595476423e-10,1.2595605807304286e-9,9.514111830859374e-11,2.008875161415186e-9,3.2268755404084447e-8
21,mean_m,M,4.870867471670192e-8,3.3594602700004223e-8,2.0891416966100466e-8,1.3679798254741591e-8,1.116943999385261e-8,6.936260981104313e-9,4.8550580407108525e-9,3.892432001913157e-9,2.8857604094981302e-9,1.8295426925250628e-9,1.6287454563946504e-10,2.451875889113076e-10,5.467303389797132e-10,3.441894531734559e-10,2.5705747198916975e-10,3.3201718526036045e-10,1.918624404710952e-10,4.6224851004433415e-10,1.1518478966433777e-9,3.606491574980446e-12,1.996349104789328e-11,7.54700962508825e-12,9.213401221893488e-11,7.293612136093229e-12,1.327959703425771e-10,6.096013711008408e-9
22,min_m,MIN,8.379478453137684e-9,6.447773076468422e-9,3.9837708057870995e-9,2.2072951681632978e-9,1.9904569905673167e-9,1.250377762463374e-9,1.0013667777183337e-9,6.507742891231428e-10,3.9445750762300927e-10,2.314582594243187e-10,1.2593034071227483e-11,3.319711876283384e-11,5.6832252077250495e-11,3.1142225017749034e-11,1.7382826648321958e-11,3.0040879515058947e-11,1.4115273539383561e-11,3.563050385062285e-11,1.3573725830385476e-10,0.0,0.0,0.0,3.705011377833156e-12,0.0,3.924897229262962e-12,1.0764604148347758e-9
23,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,FDFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,FLF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
