Dataseed	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_ver_n_task_use_aug_dataset_dir_preprocess	nbands	dataset_kwargs	use_full_mfcc	test_operators	ontology	# insts (TRAIN)	# insts (TEST)	n_features	channel_size	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,51,half,all)train_accuracy	RF(0.7,51,half,all)K	RF(0.7,51,half,all)accuracy	RF(0.7,51,half,all)macro_sensitivity	RF(0.7,51,half,all)safe_macro_sensitivity	RF(0.7,51,half,all)safe_macro_specificity	RF(0.7,51,half,all)safe_macro_PPV	RF(0.7,51,half,all)safe_macro_NPV	RF(0.7,51,half,all)safe_macro_F1	RF(0.7,51,half,all)oob_error	RF(0.7,51,half,all)n_nodes	RF(0.7,51,half,all)σ² train_accuracy	RF(0.7,51,half,all)σ² K	RF(0.7,51,half,all)σ² accuracy	RF(0.7,51,half,all)σ² macro_sensitivity	RF(0.7,51,half,all)σ² safe_macro_sensitivity	RF(0.7,51,half,all)σ² safe_macro_specificity	RF(0.7,51,half,all)σ² safe_macro_PPV	RF(0.7,51,half,all)σ² safe_macro_NPV	RF(0.7,51,half,all)σ² safe_macro_F1	RF(0.7,51,half,all)σ² oob_error	RF(0.7,51,half,all)σ² n_nodes	RF(0.7,51,half,all)t	RF(0.7,51,half,all)hash	
5	fcmel	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,15,10)	false	TestOp_80	IA	110	28	[60]	[(7,)]	97.27	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	9	1.336	1d1ab95d0ffdcb91e325d0c4a64f82ce06eaa6043eacd635d747947f2fbd25f0	97.27	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	9	1.368	1d1ab95d0ffdcb91e325d0c4a64f82ce06eaa6043eacd635d747947f2fbd25f0	97.27	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	9	1.351	1d1ab95d0ffdcb91e325d0c4a64f82ce06eaa6043eacd635d747947f2fbd25f0	97.27	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	9	1.249	1d1ab95d0ffdcb91e325d0c4a64f82ce06eaa6043eacd635d747947f2fbd25f0	97.27	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	9	1.351	1d1ab95d0ffdcb91e325d0c4a64f82ce06eaa6043eacd635d747947f2fbd25f0	97.27	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	9	1.282	1d1ab95d0ffdcb91e325d0c4a64f82ce06eaa6043eacd635d747947f2fbd25f0	99.82	81.43	90.71	90.71	92.86	88.57	89.14	92.53	90.94	10.0	63540.0	0.0	0.15	0.04	0.04	0.0	0.15	0.11	0.0	0.03	0.02	2480.0	24.557	("9b6fe438a6c97403ee5fb8602a89d178f479ac1e477f26e619bdf77909744137", "4b0de1fac3c977227271f3b8cdf079f4fb57ea08e2d2c108a1d0db588e827c2b", "6cd8a1a163602791f39fdd78e8f73c0e86d2abb2452181b99c7899d7abf16fe2", "cd4cdcfcd52a7f1867d1bd55193143c3578b726120917fce2a119853b5ceefdd", "4358ebca941d64bf4ebc8113771f1e7ddf7ce6b23cc61bdc0ced36897ee460b5")	
6	fcmel	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,15,10)	false	TestOp_80	IA	110	28	[60]	[(7,)]	98.18	71.43	85.71	85.71	100.0	71.43	77.78	100.0	87.5	13	1.421	1500988eaa5bb789194b15f4d96835c0ae5b212533865d5b29b35017de128e70	94.55	64.29	82.14	82.14	92.86	71.43	76.47	90.91	83.87	9	1.322	3e7b787c6bad735c3f4e9d5694a77b6d7263a4165f970eb5da10cf749ec1727f	80.91	57.14	78.57	78.57	100.0	57.14	70.0	100.0	82.35	5	0.103	43cfb573359c5257248f0f7ee8947a83e2e2f2568b0d8915134619a17039ca03	96.36	57.14	78.57	78.57	100.0	57.14	70.0	100.0	82.35	11	1.383	86b5e288f62744be6d8c4914234937f6e0b2bb2113fda7a140c80b555485be8d	94.55	64.29	82.14	82.14	92.86	71.43	76.47	90.91	83.87	9	1.307	3e7b787c6bad735c3f4e9d5694a77b6d7263a4165f970eb5da10cf749ec1727f	80.91	57.14	78.57	78.57	100.0	57.14	70.0	100.0	82.35	5	0.103	43cfb573359c5257248f0f7ee8947a83e2e2f2568b0d8915134619a17039ca03	100.0	78.57	89.29	89.29	100.0	78.57	82.35	100.0	90.32	10.0	65100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	14200.0	24.75	("6af0182563f41ff4212e736f5509e928994ff07060b49992635097577a4eba65", "9dc06c69e25c0e9a5f139f03cb5309d7937300fdb49d7bbd1527553519c1a3d0", "48f61eb968b19619ea9aec59637285801ad21fc44bb07e647c0f342f97fb3131", "a083b8fb4798a5132c5e468cbd5b537f023d21fe9982bfc2b4a7efff958f9078", "9c01f518f25b8d7b958f3e5c6ccbebbbe7c66ea20aa13973bcf87063bf39eb51")	
7	fcmel	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,15,10)	false	TestOp_80	IA	110	28	[60]	[(7,)]	95.45	85.71	92.86	92.86	92.86	92.86	92.86	92.86	92.86	7	1.487	11cde5103d7883adcd624f667fa744aef708b585ef8e0c89dfca3292cdc037d9	95.45	85.71	92.86	92.86	92.86	92.86	92.86	92.86	92.86	7	1.593	11cde5103d7883adcd624f667fa744aef708b585ef8e0c89dfca3292cdc037d9	95.45	85.71	92.86	92.86	92.86	92.86	92.86	92.86	92.86	7	1.572	11cde5103d7883adcd624f667fa744aef708b585ef8e0c89dfca3292cdc037d9	95.45	85.71	92.86	92.86	92.86	92.86	92.86	92.86	92.86	7	1.564	11cde5103d7883adcd624f667fa744aef708b585ef8e0c89dfca3292cdc037d9	95.45	85.71	92.86	92.86	92.86	92.86	92.86	92.86	92.86	7	1.511	11cde5103d7883adcd624f667fa744aef708b585ef8e0c89dfca3292cdc037d9	95.45	85.71	92.86	92.86	92.86	92.86	92.86	92.86	92.86	7	1.56	11cde5103d7883adcd624f667fa744aef708b585ef8e0c89dfca3292cdc037d9	99.64	90.0	95.0	95.0	90.0	100.0	100.0	91.0	94.7	11.09	62780.0	0.0	0.15	0.04	0.04	0.15	0.0	0.0	0.1	0.05	0.01	24120.0	30.505	("7574af258b4a44636809e7bc92e880a7fac111e410453b3fd72abd11b215fae3", "2dd7b9da8e07d5d997eaf9dce90b72036a677a00b6b7384046844192c173a895", "fe4964486c3d9e562be50d7fd1d7963588e3d1929c0ab8b953dad17aa4177276", "bda48d9a34bf9c9114553cadf475a3e8a6b4dd0a51a3f1972fb1c23cdeb76f2b", "2a9ef47526f8994a9e1323c09535b7b14dfb4150e30e76bbcda6a644f2027ca3")	
8	fcmel	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,15,10)	false	TestOp_80	IA	110	28	[60]	[(7,)]	93.64	78.57	89.29	89.29	100.0	78.57	82.35	100.0	90.32	7	0.133	f20a46aa68d94ed6cbf9c4a4755b7e46b3dd61e1d653ea00f4f39d757680ae29	93.64	78.57	89.29	89.29	100.0	78.57	82.35	100.0	90.32	7	0.133	f20a46aa68d94ed6cbf9c4a4755b7e46b3dd61e1d653ea00f4f39d757680ae29	93.64	78.57	89.29	89.29	100.0	78.57	82.35	100.0	90.32	7	0.135	f20a46aa68d94ed6cbf9c4a4755b7e46b3dd61e1d653ea00f4f39d757680ae29	93.64	78.57	89.29	89.29	100.0	78.57	82.35	100.0	90.32	7	0.209	f20a46aa68d94ed6cbf9c4a4755b7e46b3dd61e1d653ea00f4f39d757680ae29	93.64	78.57	89.29	89.29	100.0	78.57	82.35	100.0	90.32	7	0.125	f20a46aa68d94ed6cbf9c4a4755b7e46b3dd61e1d653ea00f4f39d757680ae29	93.64	78.57	89.29	89.29	100.0	78.57	82.35	100.0	90.32	7	0.129	f20a46aa68d94ed6cbf9c4a4755b7e46b3dd61e1d653ea00f4f39d757680ae29	100.0	81.43	90.71	90.71	95.71	85.71	87.88	95.57	91.33	9.45	61540.0	0.0	0.92	0.23	0.23	0.15	1.28	0.79	0.17	0.17	0.01	1280.0	22.469	("aa6a612451024467b9f3c85c72876cc23dcd769ac37ff76ed678f8b7d9b6f708", "942c1978543f9bd0752d2798bb3444c25ff40c3414b70acbaea109ea5291db1e", "720e860def4c4d1aaa848d9681acaf68bee9396673ea2e62e9ae8534ee96af4d", "121febcd3ce6a0db6ad3bf403ef4ba9da2f64b62db09684bbe2efe6f1b02a483", "76967fecbbe2b6cbf474b913079fcc8d26549a46c08c1e152140e0c221a6150d")	
9	fcmel	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,15,10)	false	TestOp_80	IA	110	28	[60]	[(7,)]	94.55	57.14	78.57	78.57	85.71	71.43	75.0	83.33	80.0	9	2.463	97a3bfee3d753759e08f4d945bdf1724b32f7029b5ada96ec4abb4db42a81465	88.18	35.71	67.86	67.86	85.71	50.0	63.16	77.78	72.73	7	1.777	e61ac7603545638d2fe04f981fa7e8b8deba374173aa7b2a25418820d624f2e2	81.82	21.43	60.71	60.71	85.71	35.71	57.14	71.43	68.57	5	1.275	65df6dc3a796926cf0329db5e895d232c7518abc7fdd44a69fdf646a6c9b0e2e	94.55	57.14	78.57	78.57	85.71	71.43	75.0	83.33	80.0	9	2.361	97a3bfee3d753759e08f4d945bdf1724b32f7029b5ada96ec4abb4db42a81465	88.18	35.71	67.86	67.86	85.71	50.0	63.16	77.78	72.73	7	1.886	e61ac7603545638d2fe04f981fa7e8b8deba374173aa7b2a25418820d624f2e2	81.82	21.43	60.71	60.71	85.71	35.71	57.14	71.43	68.57	5	1.123	65df6dc3a796926cf0329db5e895d232c7518abc7fdd44a69fdf646a6c9b0e2e	99.82	85.71	92.86	92.86	87.14	98.57	98.46	88.5	92.42	13.27	68740.0	0.0	0.26	0.06	0.06	0.1	0.1	0.12	0.07	0.07	0.01	33680.0	26.4	("f0eabfba105eb1d0709013511dbf53dc947c3153b772a3b545283771572f42ad", "9ed7f1000cbe2672cdb4ed6cb5444896641c04af961119f5eb63710ad4092fad", "80e79f7a8cd1f681f584bed20c6c73688909540a3a6351923ac9e17fe45ae8ee", "263c71fc65d87192a766c54036d1b2da9abb0b2d3ca17f4f7642ac747a941431", "97a84562dab5c963fd1d4d3367b1baad48a51d129ead7ce6b0c98380857c3753")	
10	fcmel	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,15,10)	false	TestOp_80	IA	110	28	[60]	[(7,)]	95.45	92.86	96.43	96.43	100.0	92.86	93.33	100.0	96.55	7	1.561	48b21bd6c08fc03c2b709ee8434ece86d1b328903faf6baca7472cd9ba0ea4e6	95.45	92.86	96.43	96.43	100.0	92.86	93.33	100.0	96.55	7	1.639	48b21bd6c08fc03c2b709ee8434ece86d1b328903faf6baca7472cd9ba0ea4e6	95.45	92.86	96.43	96.43	100.0	92.86	93.33	100.0	96.55	7	1.64	48b21bd6c08fc03c2b709ee8434ece86d1b328903faf6baca7472cd9ba0ea4e6	95.45	92.86	96.43	96.43	100.0	92.86	93.33	100.0	96.55	7	1.624	48b21bd6c08fc03c2b709ee8434ece86d1b328903faf6baca7472cd9ba0ea4e6	95.45	92.86	96.43	96.43	100.0	92.86	93.33	100.0	96.55	7	1.568	48b21bd6c08fc03c2b709ee8434ece86d1b328903faf6baca7472cd9ba0ea4e6	95.45	92.86	96.43	96.43	100.0	92.86	93.33	100.0	96.55	7	1.618	48b21bd6c08fc03c2b709ee8434ece86d1b328903faf6baca7472cd9ba0ea4e6	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	13.09	67580.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	19120.0	28.095	("ce20309f774583cfab130b9d1cb0c77d0e5b69eecaaedb78db2337e436ae59c4", "a63991aedb6387ed1def00a98054ccf656d707c98f691b5376e0c99cc2e2ea7d", "84e7e34b481e47d5eed81dfa86b4f600b6bfae2778749ed1cb058ad1915631eb", "89b3c0b9291a45ff335908f5ccc9c7a65c9aed209bc768db425ce07db2ad244b", "6525141e68f93b091394e34b08f6ffd0dc3ecd4b1f70eefcde6e9f92e5b44be2")	
1	fcmel	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	368	92	[60]	[(3,)]	96.74	30.43	65.22	65.22	69.57	60.87	64.0	66.67	66.67	69	11.596	3ab9da6a6df37df890dd6b0144b94747df478b92eef73c9879a3211fc17124d1	92.39	23.91	61.96	61.96	58.7	65.22	62.79	61.22	60.67	57	9.884	bcafe9c4c4b77689f6a2b2ff6058b941062e5682174164652d21093a1272f46d	77.99	26.09	63.04	63.04	63.04	63.04	63.04	63.04	63.04	13	6.68	5635b9cd6bf7f18f69ef21134fa6e033657d0ae8a3993c6affd35cd8646e8a87	94.84	28.26	64.13	64.13	63.04	65.22	64.44	63.83	63.74	59	10.002	4f132e3e1c977d43e7abdd0e8a808003cca868b19f2cd9f0b10c6b6bfe481746	91.3	26.09	63.04	63.04	56.52	69.57	65.0	61.54	60.47	51	9.675	60b192e2effcf0d6a9a631d3d27095107b1cbfb04397c64962bbb47e89c17fb9	77.99	26.09	63.04	63.04	63.04	63.04	63.04	63.04	63.04	13	6.723	5635b9cd6bf7f18f69ef21134fa6e033657d0ae8a3993c6affd35cd8646e8a87	99.57	36.52	68.26	68.26	61.74	74.78	71.16	66.12	66.07	27.93	284900.0	0.0	0.55	0.14	0.14	0.11	0.3	0.26	0.08	0.13	0.03	120200.0	120.293	("8143ae40710356864e9f59342852d4d9b422926536c3abb2a3f2c153482c470a", "dffa63a4e670bc3279ef91a99db319730f8fd7eebe895f2df4eb9a3abd20dc11", "7a0059bd7f8161ebbac9f6c0d677fbfc8aa421a0de472e3624f72f58bdb79520", "93b72aac94407c4738e9d3593a5700e18e94896d424df738262a9209e48d6395", "9da07774c1ada4661356fdec3c8eb473b0d236e5ff14226fe78d0a62c1d666f4")	
2	fcmel	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	368	92	[60]	[(3,)]	97.55	17.39	58.7	58.7	58.7	58.7	58.7	58.7	58.7	79	10.538	4b515c968cb6e58bd21be0b254098806b5f66d405ba93d98c464bf9332c79aca	92.39	21.74	60.87	60.87	65.22	56.52	60.0	61.9	62.5	51	9.134	cf6a0742ab2d63e308fe9a93c558e7ed20cba5962bb9f3732102ddd0c1220a36	75.0	26.09	63.04	63.04	63.04	63.04	63.04	63.04	63.04	11	5.225	38f474f95c952500227cba592a814d447bbf3d6047158f09a5c1e45dbf1a147a	95.38	21.74	60.87	60.87	65.22	56.52	60.0	61.9	62.5	67	9.664	2bede734e076d4e181fd28d4f3b4b72c273006288e4315d55c9a3465521487b0	91.85	21.74	60.87	60.87	67.39	54.35	59.62	62.5	63.27	51	9.026	aada77df968c2063916cdbfe543a80b3f66a463c260a1f0038628fb87dd91fcb	75.0	26.09	63.04	63.04	63.04	63.04	63.04	63.04	63.04	11	5.184	38f474f95c952500227cba592a814d447bbf3d6047158f09a5c1e45dbf1a147a	99.78	46.52	73.26	73.26	73.91	72.61	73.1	73.57	73.45	28.32	289940.0	0.0	0.25	0.06	0.06	0.07	0.25	0.12	0.04	0.05	0.02	171880.0	121.356	("715eb5789a3af4519a91c6cb53053b8fda1520198d178e9bebdff20d89eca689", "61ed59c1395d5379e3758b36e79f01c438d28be3c61a0c6b6d718615670c139f", "80b96c09a2365b04ecf4347198ead852e22866e003669af23740c501608723a0", "818e1b5161b7a841f289ce0bf76230da467035867c475b1e4cf147fa8470fc0d", "5799f8c0582edc493d0ead68b5b23798738d65a0366c1a21d12d2ea1b91bb3fa")	
3	fcmel	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	368	92	[60]	[(3,)]	94.84	30.43	65.22	65.22	71.74	58.7	63.46	67.5	67.35	71	6.107	9f32a065e5824a75a709ab63bb811a0f3e2f42579541cbb540717f9c9ae357fe	90.22	26.09	63.04	63.04	69.57	56.52	61.54	65.0	65.31	55	5.739	91e359e8d704a2a5a8f56556140b848c10d9d9c169b8f0ca34b07d5c00cd9397	77.17	26.09	63.04	63.04	73.91	52.17	60.71	66.67	66.67	15	5.208	3b4b701e276a8e48793852b01529dc07faeb9d8007f1f311c6eededcc00bafad	92.93	23.91	61.96	61.96	67.39	56.52	60.78	63.41	63.92	61	5.849	bb5a280b4ec31d83d767044013cf6a0be147a72e6baa28da045179087d9af560	89.4	23.91	61.96	61.96	69.57	54.35	60.38	64.1	64.65	47	5.939	eafade88efd19e066ffe91c7ce0b7a8449fbb7c5e7ac578093fc3b37b0372feb	77.17	26.09	63.04	63.04	73.91	52.17	60.71	66.67	66.67	15	4.999	3b4b701e276a8e48793852b01529dc07faeb9d8007f1f311c6eededcc00bafad	99.67	43.91	71.96	71.96	73.91	70.0	71.15	72.89	72.48	25.6	290660.0	0.0	0.01	0.0	0.0	0.05	0.03	0.01	0.01	0.01	0.04	204680.0	134.532	("1633a0a91855d09852c59f713fc17f3afd1b33aa61fac903403f986ecad6a6c2", "7cd1b4b70fdb619dc57d80ba82ed95cc1f67eabe4398dad0131836444d792408", "6efdc4fd4430ff3320f2fd89f5aed68454013983dbbb99f83de081ddb894b99b", "1e8e8c6fd3b0c28b4c38464c4f4dd07802862d8dac90dd5eb64cc5fe017e954b", "958de76dc54e6b8f8e3876e9b0b5d4c9e9ccebe6fdd508d15d2eaef4b13d45f4")	
4	fcmel	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	368	92	[60]	[(3,)]	95.11	39.13	69.57	69.57	67.39	71.74	70.45	68.75	68.89	59	5.703	2b96f096c709a2bcfe1efcc81fe3fc9fe88055a9e34b613f6e4d5b1431e30729	89.4	39.13	69.57	69.57	69.57	69.57	69.57	69.57	69.57	37	4.436	5dcd026fa61aba2d38dea80c69243c792e84f47d8b2dbfed35c2be11b6ab8c00	76.09	30.43	65.22	65.22	65.22	65.22	65.22	65.22	65.22	13	1.453	c3393093304437455f07fab2862507a4474236eaf44f4cb8d9cd3317aeec2b96	92.39	39.13	69.57	69.57	71.74	67.39	68.75	70.45	70.21	51	5.627	a581478400ae8580d739feadd808957f46a961cdee831f81876f14c46169c0ec	88.59	36.96	68.48	68.48	71.74	65.22	67.35	69.77	69.47	33	4.372	ff2d05d60d496b9fdf27f1d5facb6fecbf3324a6938b5a174a3db4e3a97f1abf	76.09	26.09	63.04	63.04	65.22	60.87	62.5	63.64	63.83	13	1.634	cfc7bde1f695b0e86c33ff9f4154c69d926f2f1547ecbecb151036368363711f	99.73	40.43	70.22	70.22	63.04	77.39	73.78	67.7	67.91	25.98	283260.0	0.0	0.23	0.06	0.06	0.12	0.23	0.16	0.04	0.06	0.01	82480.0	118.123	("8acf6bba3b9bb6000d20de35653732a0b8671f5997425e4afe0041ba4d9a9209", "1857f38394340c138b5a7986bf52b2c5c32801630f6bd8c6ffb4b8f77fcce516", "4f9613f86ffa72771c66100256b03eaac7c8982542867f5cae4f688e51c04a6d", "2379f15e396e051124f247dea3dcefc49f382f7aa6040892ac1b9303f94362a7", "a8217b75bca16b231112a86d790d0099cc8ccabefb12bddad5ab5ef5a1326fb0")	
5	fcmel	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	368	92	[60]	[(3,)]	93.48	28.26	64.13	64.13	63.04	65.22	64.44	63.83	63.74	61	5.739	f26bcee9673a75a378a0fab4d01f6b953364156ee8c7d798dcf730e5c2c95308	89.67	34.78	67.39	67.39	69.57	65.22	66.67	68.18	68.09	47	5.971	ff6307ca0e03f8dcc4cb8c5f8bfbbe549e755c22575f47362717945c4e3951a2	82.61	26.09	63.04	63.04	54.35	71.74	65.79	61.11	59.52	25	5.791	68996a54ac7b63cddf2a78adcc54b5ec8d37aeddbb42b4ca108420e6f81e1994	91.58	30.43	65.22	65.22	71.74	58.7	63.46	67.5	67.35	55	5.728	d2673d1b697c982e57c6c78ea3ca0b1bec36927163e3f3fa1f1efc9855c0de63	89.13	34.78	67.39	67.39	69.57	65.22	66.67	68.18	68.09	43	5.835	4e90c587db338354fe77ecdd929d4e0c0dc93f2b0b804db9ccee32a9098fb7fc	82.88	26.09	63.04	63.04	54.35	71.74	65.79	61.11	59.52	27	5.55	ed82fa78e65365f049d2390c201aa788d777cc0aaf90665e8f9db20f9a9b3c9b	99.62	46.52	73.26	73.26	76.96	69.57	71.71	75.3	74.16	27.88	290020.0	0.0	0.91	0.23	0.23	0.44	0.35	0.21	0.29	0.25	0.03	85120.0	119.877	("41c361320cf9bfa10f30d4965cf5625895921ed997ce4ef99c0be45ffb861f82", "7070372997c2163d2925ed029ddc2af12db0302ab25524d12e6f42741005a7fa", "29478460bb6dc64c04ac106f6e55cf34986275f3c0dfc0756859393e090447a1", "2a3b998f06fec661691138e9dafd4a3edb20e6fb2fd0405ef4079c965f35f8f6", "8407c3ac6b1c31abf4cca3b29c6c288f3d10ec5ca33e26bedd4c189b8efd9c51")	
6	fcmel	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	368	92	[60]	[(3,)]	95.65	34.78	67.39	67.39	67.39	67.39	67.39	67.39	67.39	69	8.337	607cb831d27b9cb8e186d17a8b4cda31a19f34cfddc90281ce87ed5520834272	87.23	36.96	68.48	68.48	65.22	71.74	69.77	67.35	67.42	37	8.397	8f5b835cbdf5731c7fadff75a4231304fb6807ad96288b6f665a7afe13b8f1dd	79.89	34.78	67.39	67.39	73.91	60.87	65.38	70.0	69.39	19	7.322	843d152d37f1186d1229ee2a09db6573d4f8d25a580c019e8de3c85a284c802b	93.75	32.61	66.3	66.3	65.22	67.39	66.67	65.96	65.93	63	8.235	78f1b0ff3c69dae98cb139f5ccf56bd5c478902cf741ce639b0f3147f784b850	87.23	34.78	67.39	67.39	63.04	71.74	69.05	66.0	65.91	41	8.565	82600652a5994cdee9a31c3a829bc076baf718793b1cac275ac3e7c4c0218790	79.89	34.78	67.39	67.39	73.91	60.87	65.38	70.0	69.39	19	7.297	843d152d37f1186d1229ee2a09db6573d4f8d25a580c019e8de3c85a284c802b	99.78	56.52	78.26	78.26	76.96	79.57	79.04	77.54	77.98	27.72	290380.0	0.0	0.17	0.04	0.04	0.04	0.06	0.05	0.04	0.04	0.03	210520.0	131.324	("6286340006417cc40e35545a88689528758ca964682396d5acfc9df2e927baec", "91761dc0e439ff88d9154398ed08087d3c5cdec22a7bde6bfa7e9e592f2ea150", "009e289bc9afd0c94887b4281c911f7099348cbb3d47edf03c52bddde72dbeb9", "0f0cb8ea3cb7c682fc9188a643089953a3962f26adb1dd251985297a921ea98a", "228e18b6a2242352a014afcaa8b2c47f935f780305100d0edcf34120dc564d89")	
